V1,V6,V10,V12,V13,V14,V15,V2,V3,V4,V5,V7,V8,V9,V11,V16,Class
58,2143,5,261.000000000001,1,-1.00000000000004,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
47,1506,5,92.0000000000005,1,-1.00000000000001,5.55111512312578e-16,unknown,married,unknown,no,yes,no,unknown,may,unknown,1
33,0.999999999999773,5,198,1,-0.999999999999979,-3.33066907387547e-16,unknown,single,unknown,no,no,no,telephone,jan,failure,1
35,231,5,139,1,-0.999999999999979,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
42,2.00000000000023,5,380,1,-1.00000000000001,-9.99200722162641e-16,entrepreneur,divorced,tertiary,yes,yes,yes,unknown,jun,unknown,1
58,121.000000000003,5.00000000000001,50.0000000000005,1,-1.00000000000001,1.55431223447522e-15,retired,divorced,primary,no,yes,no,telephone,oct,unknown,1
41,270.000000000001,5,222.000000000001,1,-1.00000000000001,-1.11022302462516e-16,admin.,divorced,secondary,no,yes,yes,unknown,may,other,1
57,52.0000000000025,5.00000000000001,38.0000000000007,1,-1.00000000000002,1.22124532708767e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
33,-2.27373675443232e-13,5,54.0000000000005,1,-0.999999999999964,3.33066907387547e-16,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
28,722.999999999999,5,262,1,-0.999999999999986,-9.99200722162641e-16,blue-collar,married,primary,yes,yes,yes,unknown,may,unknown,1
32,22.9999999999998,5,160.000000000001,1,-0.999999999999979,0,blue-collar,married,primary,yes,yes,yes,unknown,may,unknown,1
44,-371.999999999999,5,172,1,-1,2.22044604925031e-16,admin.,divorced,secondary,no,yes,yes,unknown,may,unknown,1
51,10635,5,336,1,-1.00000000000007,-9.99200722162641e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
44,2586,5,160.000000000001,1,-1.00000000000001,-2.22044604925031e-16,admin.,divorced,secondary,no,yes,yes,unknown,may,unknown,1
