V1,V6,V10,V12,V13,V14,V15,V2,V3,V4,V5,V7,V8,V9,V11,V16,Class
58,120.999999999993,5,49.9999999999998,1,-0.999999999999964,1.11022302462516e-15,retired,divorced,primary,no,yes,no,unknown,oct,success,2
41,269.999999999997,5,222,1,-0.99999999999995,8.88178419700125e-16,admin.,divorced,secondary,no,yes,yes,unknown,jun,other,1
29,390,5,137,1,-0.999999999999943,1.11022302462516e-15,student,single,secondary,no,yes,no,unknown,may,other,1
53,5.99999999999386,5,517,1,-0.999999999999943,1.33226762955019e-15,technician,married,secondary,no,yes,no,unknown,may,unknown,1
58,70.999999999993,5,70.9999999999999,1,-0.999999999999957,1.11022302462516e-15,unknown,single,unknown,no,yes,no,unknown,jun,unknown,1
60,59.9999999999936,5,219,1,-0.99999999999995,1.22124532708767e-15,retired,divorced,primary,no,yes,no,unknown,oct,success,2
28,723,5,262,1,-0.999999999999929,1.11022302462516e-15,blue-collar,married,primary,yes,yes,yes,unknown,may,unknown,1
56,778.999999999994,5,164,1,-0.999999999999957,1.11022302462516e-15,management,single,tertiary,no,yes,no,unknown,may,unknown,1
44,-372.000000000005,5,172,1,-0.99999999999995,1.11022302462516e-15,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
46,-246.000000000005,5,255,2,-0.99999999999995,1.11022302462516e-15,student,single,tertiary,no,yes,no,unknown,may,unknown,1
36,264.999999999998,5,348,1,-0.999999999999943,1.11022302462516e-15,services,single,secondary,yes,yes,yes,unknown,may,unknown,1
57,838.999999999994,5,225,1,-0.999999999999943,1.4432899320127e-15,technician,married,secondary,yes,yes,yes,unknown,jun,unknown,1
60,38.9999999999923,5,208,1,-0.99999999999995,8.88178419700125e-16,services,divorced,secondary,yes,yes,yes,unknown,may,unknown,1
59,-7.27595761418343e-12,5,226,1,-0.999999999999964,1.11022302462516e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
51,10635,5.00000000000001,336,1,-0.999999999999908,1.22124532708767e-15,management,single,tertiary,no,yes,no,unknown,may,unknown,1
25,-7.00000000000023,5,365,1,-0.99999999999995,1.66533453693773e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
37,-2.95585778076202e-12,5,137,1,-0.999999999999943,1.22124532708767e-15,student,single,secondary,no,yes,no,unknown,may,other,1
60,103.999999999993,5,21.9999999999998,1,-0.99999999999995,9.99200722162641e-16,unknown,married,unknown,no,yes,no,unknown,may,unknown,1
54,528.999999999994,4.99999999999999,1492,1,-0.999999999999865,3.33066907387547e-15,retired,divorced,primary,no,yes,no,unknown,oct,success,2
55,-6.82121026329696e-12,5,160,1,-0.99999999999995,9.99200722162641e-16,technician,divorced,secondary,no,yes,no,unknown,jun,unknown,1
54,1291,5,266,1,-0.99999999999995,1.11022302462516e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
42,-76.0000000000048,5,787.000000000001,1,-0.999999999999929,1.99840144432528e-15,student,single,secondary,no,yes,no,unknown,may,other,1
24,-103,5,145,1,-0.999999999999943,1.11022302462516e-15,services,single,secondary,yes,yes,yes,unknown,may,unknown,1
46,178.999999999995,4.99999999999998,1778,1,-0.999999999999865,3.5527136788005e-15,blue-collar,married,primary,no,yes,yes,unknown,may,unknown,1
53,988.999999999995,5,812.000000000001,1,-0.999999999999929,1.77635683940025e-15,services,divorced,secondary,no,yes,no,unknown,jun,unknown,1
57,248.999999999993,5,164,1,-0.999999999999964,7.7715611723761e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
59,58.9999999999932,5,273,1,-0.99999999999995,9.99200722162641e-16,management,divorced,tertiary,no,yes,no,unknown,jun,unknown,1
55,1204.99999999999,5,158,2,-0.99999999999995,1.11022302462516e-15,technician,married,secondary,no,yes,no,unknown,may,unknown,1
35,12223,5.00000000000001,177,1,-0.999999999999908,1.11022302462516e-15,blue-collar,single,secondary,yes,yes,yes,unknown,may,unknown,1
31,24.9999999999986,5,172,1,-0.99999999999995,1.33226762955019e-15,services,divorced,secondary,yes,yes,yes,unknown,may,unknown,1
55,22.9999999999936,5,291,1,-0.999999999999957,9.99200722162641e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
53,383.999999999994,5,176,1,-0.99999999999995,1.4432899320127e-15,technician,married,secondary,no,yes,no,unknown,may,unknown,1
55,90.9999999999939,5,349,1,-0.999999999999943,1.22124532708767e-15,admin.,divorced,secondary,no,yes,yes,unknown,jun,unknown,1
42,689.999999999997,5.00000000000001,19.9999999999999,1,-0.99999999999995,8.88178419700125e-16,student,single,secondary,no,yes,no,unknown,may,unknown,1
42,49.9999999999961,5,47.9999999999999,1,-0.999999999999964,1.22124532708767e-15,student,single,tertiary,no,yes,no,unknown,jun,unknown,1
57,-37.0000000000071,5,173,1,-0.99999999999995,7.7715611723761e-16,unknown,divorced,unknown,yes,yes,yes,unknown,jun,unknown,1
36,100.999999999998,5,426,1,-0.99999999999995,1.11022302462516e-15,management,divorced,tertiary,yes,yes,yes,unknown,may,unknown,1
44,-674.000000000006,5,257,1,-0.999999999999943,1.11022302462516e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
59,178.999999999993,5,54.9999999999999,3,-0.999999999999972,5.55111512312578e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
47,150.999999999995,5,190,1,-0.99999999999995,1.4432899320127e-15,technician,married,tertiary,no,yes,no,unknown,may,unknown,1
44,143.999999999996,5,247,2,-0.999999999999943,1.11022302462516e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
59,261.999999999993,5,178,1,-0.999999999999957,1.22124532708767e-15,management,divorced,tertiary,no,yes,no,unknown,mar,unknown,1
56,55.9999999999939,5,439,1,-0.999999999999943,1.22124532708767e-15,unknown,single,unknown,no,yes,no,unknown,jun,unknown,1
51,25.9999999999939,5,78.9999999999999,1,-0.999999999999957,1.22124532708767e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
34,2.99999999999818,5,120,3,-0.999999999999964,4.44089209850063e-16,unknown,single,unknown,no,yes,no,unknown,jun,failure,1
33,104.999999999998,5,262,2,-0.999999999999943,5.55111512312578e-16,student,single,secondary,no,yes,no,unknown,may,unknown,1
55,2476,5,579,1,-0.999999999999929,1.4432899320127e-15,admin.,divorced,secondary,no,yes,yes,unknown,dec,success,2
55,1185,5,677.000000000001,1,-0.999999999999929,1.66533453693773e-15,unknown,single,unknown,no,no,no,unknown,jun,unknown,1
23,94.0000000000002,5,193,1,-0.999999999999936,7.7715611723761e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
32,-1.59161572810262e-12,5,136,1,-0.999999999999943,1.22124532708767e-15,student,single,secondary,no,yes,no,unknown,may,unknown,1
32,516.999999999999,5,528.000000000001,1,-0.999999999999943,1.11022302462516e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
46,264.999999999996,5,541.000000000001,1,-0.999999999999943,1.4432899320127e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
57,41.9999999999934,5,45.9999999999999,1,-0.99999999999995,1.11022302462516e-15,unemployed,divorced,primary,yes,no,no,unknown,jun,unknown,1
37,36.9999999999973,5,204,1,-0.999999999999943,1.33226762955019e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
54,347.999999999995,5,579,2,-0.999999999999943,9.99200722162641e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
51,-19.0000000000061,5,163,2,-0.99999999999995,9.99200722162641e-16,unknown,married,unknown,no,yes,no,unknown,may,unknown,1
40,-4.00000000000409,4.99999999999998,2033,1.00000000000001,-0.999999999999829,4.10782519111308e-15,management,single,tertiary,no,yes,no,unknown,may,unknown,1
48,1705,5,107,1,-0.999999999999943,1.33226762955019e-15,unknown,single,unknown,no,yes,no,unknown,jun,unknown,1
