V1,V6,V10,V12,V13,V14,V15,V2,V3,V4,V5,V7,V8,V9,V11,V16,Class
58,2143,5,261,1,-0.999999999999893,-3.33066907387547e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
47,1506,5,91.9999999999997,1,-0.999999999999908,-3.33066907387547e-16,unknown,married,unknown,no,yes,no,unknown,may,unknown,1
28,447.000000000002,5,217,1,-0.999999999999886,3.33066907387547e-16,management,single,tertiary,yes,yes,yes,unknown,may,unknown,1
58,120.999999999998,5,49.9999999999997,1,-0.999999999999908,-4.44089209850063e-16,retired,divorced,primary,no,yes,no,telephone,oct,unknown,1
45,12.9999999999995,5,97.9999999999998,1,-0.999999999999901,-1.11022302462516e-16,unknown,single,unknown,no,yes,no,unknown,may,unknown,1
60,59.9999999999959,5,219,1,-0.999999999999872,3.33066907387547e-16,retired,divorced,primary,no,yes,no,telephone,oct,unknown,1
33,1.13686837721616e-12,5,53.9999999999997,1,-0.999999999999908,-5.55111512312578e-16,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
28,723.000000000001,5,262,1,-0.999999999999893,1.11022302462516e-16,blue-collar,married,primary,yes,yes,yes,unknown,may,unknown,1
44,-372,5,172,1,-0.999999999999886,0,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
52,112.999999999999,5,127,1,-0.999999999999908,0,entrepreneur,divorced,unknown,yes,yes,yes,unknown,jun,unknown,1
36,265,5,348,1,-0.999999999999872,7.7715611723761e-16,services,single,secondary,yes,yes,yes,unknown,may,unknown,1
49,377.999999999999,5,230,1,-0.999999999999879,3.33066907387547e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
51,10635,5,335.999999999999,1,-0.999999999999929,-6.66133814775094e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
53,-3.00000000000819,5.00000000000003,1666,1.00000000000001,-0.999999999999773,4.32986979603811e-15,technician,divorced,secondary,no,yes,no,unknown,jun,unknown,1
36,505.999999999999,5.00000000000001,577,1.00000000000001,-0.999999999999844,1.77635683940025e-15,admin.,divorced,secondary,no,yes,yes,unknown,may,other,1
37,2.27373675443232e-13,5,137,1,-0.999999999999893,1.11022302462516e-16,services,single,secondary,no,yes,no,unknown,may,other,1
44,2586,5,160,1,-0.999999999999908,-1.11022302462516e-16,services,divorced,secondary,no,yes,yes,unknown,may,unknown,1
60,103.999999999997,4.99999999999999,21.9999999999997,1,-0.999999999999908,-4.44089209850063e-16,unknown,married,unknown,no,yes,no,unknown,may,unknown,1
58,95.9999999999948,5.00000000000001,616,1,-0.999999999999851,1.66533453693773e-15,unknown,married,unknown,no,yes,no,telephone,oct,unknown,1
54,1291,5,266,1,-0.999999999999879,1.11022302462516e-16,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
42,-76.0000000000027,5.00000000000001,787,1,-0.999999999999837,1.88737914186277e-15,services,single,secondary,no,yes,no,unknown,may,other,1
38,243,5,174,1,-0.999999999999893,-1.11022302462516e-16,entrepreneur,single,tertiary,yes,yes,yes,unknown,jun,unknown,1
38,424,5,104,1,-0.999999999999908,-2.22044604925031e-16,management,single,tertiary,no,yes,no,unknown,may,other,1
47,305.999999999999,5,12.9999999999997,1,-0.999999999999915,-6.66133814775094e-16,unknown,married,unknown,no,yes,no,unknown,may,unknown,1
40,23.9999999999995,5,185,1,-0.999999999999893,4.44089209850063e-16,unknown,single,unknown,no,yes,no,unknown,may,unknown,1
60,99.9999999999959,5.00000000000001,528,1,-0.999999999999858,1.4432899320127e-15,retired,divorced,primary,no,no,no,telephone,oct,success,2
59,58.9999999999973,5,273,1,-0.999999999999893,3.33066907387547e-16,management,divorced,tertiary,no,yes,no,unknown,may,unknown,1
35,12223,5,176.999999999999,1,-0.99999999999995,-9.99200722162641e-16,student,single,secondary,yes,yes,yes,unknown,may,unknown,1
31,25.0000000000005,5,172,1,-0.999999999999893,1.11022302462516e-16,services,divorced,secondary,yes,yes,yes,unknown,may,unknown,1
53,383.999999999999,5,176,1,-0.999999999999879,-1.11022302462516e-16,technician,divorced,secondary,no,yes,no,unknown,may,unknown,1
55,0.999999999997954,5,208,1,-0.999999999999893,3.33066907387547e-16,entrepreneur,divorced,secondary,yes,yes,yes,unknown,jun,unknown,1
47,163.999999999999,5,212,1,-0.999999999999886,1.11022302462516e-16,services,divorced,secondary,no,yes,yes,unknown,jun,unknown,1
42,690,5,19.9999999999997,1,-0.999999999999915,-3.33066907387547e-16,student,single,secondary,no,yes,no,unknown,may,unknown,1
59,2342.99999999999,5.00000000000002,1042,1,-0.999999999999829,2.33146835171283e-15,admin.,divorced,secondary,no,yes,no,unknown,sep,success,2
51,172.999999999997,5,529,2.00000000000001,-0.999999999999851,1.66533453693773e-15,blue-collar,married,primary,no,yes,no,unknown,may,unknown,1
46,15.9999999999991,5,188,2,-0.999999999999879,3.33066907387547e-16,services,divorced,tertiary,yes,yes,yes,unknown,may,unknown,1
57,485.999999999998,5,180,2,-0.999999999999879,1.11022302462516e-16,retired,divorced,primary,no,yes,no,unknown,oct,success,1
