Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings,tst_cat
0.35,0.265,0.09,0.225499999999999,0.0994999999999997,0.0484999999999999,0.0699999999999998,7,M
0.44,0.365,0.125,0.516,0.2155,0.114,0.155,10,M
0.43,0.35,0.11,0.406,0.1675,0.0809999999999999,0.135,10,M
0.535,0.405,0.145,0.6845,0.2725,0.171,0.205,10,
0.355,0.28,0.0949999999999999,0.245499999999999,0.0954999999999998,0.0619999999999998,0.0749999999999997,11,M
0.38,0.275,0.1,0.225499999999999,0.0799999999999998,0.0489999999999998,0.0849999999999998,10,I
0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15,M
0.68,0.560000000000001,0.165,1.639,0.6055,0.2805,0.46,15,
0.68,0.550000000000001,0.175,1.798,0.815,0.3925,0.455,19,
0.45,0.355,0.105,0.5225,0.237,0.1165,0.145,8,
0.355,0.29,0.09,0.3275,0.134,0.0859999999999999,0.0899999999999998,9,M
0.45,0.335,0.105,0.424999999999999,0.1865,0.0909999999999999,0.115,9,
0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14,
0.24,0.175,0.0449999999999999,0.0699999999999989,0.0314999999999996,0.0234999999999997,0.0199999999999997,5,I
0.21,0.149999999999999,0.05,0.0419999999999989,0.0174999999999995,0.0124999999999997,0.0149999999999997,3.99999999999999,I
0.39,0.295,0.0949999999999999,0.202999999999999,0.0874999999999996,0.0449999999999998,0.0749999999999998,7,I
0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9,M
0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7,
0.325,0.245,0.07,0.160999999999999,0.0754999999999996,0.0254999999999998,0.0449999999999998,6,I
0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10,
0.405,0.31,0.1,0.384999999999999,0.173,0.0914999999999999,0.11,7,M
0.5,0.4,0.14,0.6615,0.2565,0.1755,0.22,8,
0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8,M
0.425,0.325,0.0949999999999999,0.378499999999999,0.1705,0.0799999999999999,0.0999999999999998,7,M
0.475,0.355,0.12,0.48,0.234,0.1015,0.135,8,M
0.475,0.39,0.12,0.5305,0.2135,0.1155,0.17,10,
0.31,0.235,0.07,0.150999999999999,0.0629999999999996,0.0404999999999998,0.0449999999999997,6,I
0.4,0.32,0.11,0.353,0.1405,0.0984999999999999,0.0999999999999998,8,
0.57,0.48,0.175,1.185,0.474,0.261,0.38,11,M
0.605,0.45,0.195,1.098,0.481,0.2895,0.315,13,
0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15,
0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14,
0.52,0.425,0.165,0.9885,0.396,0.225,0.32,16,
0.595,0.475,0.16,1.3175,0.408,0.234,0.58,21,M
0.57,0.465,0.18,1.295,0.339,0.2225,0.44,12,
0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15,M
0.695,0.560000000000001,0.19,1.494,0.588,0.3425,0.485,15,M
0.665,0.535,0.195,1.606,0.5755,0.388,0.48,14,M
0.36,0.265,0.0949999999999999,0.231499999999999,0.105,0.0459999999999999,0.0749999999999998,7,I
0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15,M
0.53,0.435,0.16,0.883,0.316,0.164,0.335,15,M
0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,
0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11,
0.435,0.395,0.105,0.3635,0.136,0.0979999999999999,0.13,9,
0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,9,M
0.435,0.32,0.08,0.3325,0.1485,0.0634999999999999,0.105,9,I
0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11,
0.385,0.295,0.085,0.253499999999999,0.103,0.0574999999999999,0.0849999999999998,7,I
0.37,0.265,0.075,0.213999999999999,0.0899999999999997,0.0509999999999998,0.0699999999999997,6,M
0.27,0.195,0.06,0.0729999999999988,0.0284999999999997,0.0234999999999998,0.0299999999999998,5,I
0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19,M
0.71,0.540000000000001,0.165,1.959,0.7665,0.261,0.78,18,M
0.35,0.26,0.0949999999999999,0.210999999999999,0.0859999999999996,0.0559999999999999,0.0679999999999998,7,I
0.265,0.199999999999999,0.065,0.097499999999999,0.0399999999999996,0.0204999999999997,0.0279999999999997,7,I
0.405,0.325,0.11,0.3555,0.151,0.0629999999999999,0.117,9,
0.565,0.445,0.155,0.826,0.341,0.2055,0.2475,10,
0.28,0.205,0.08,0.126999999999999,0.0519999999999996,0.0389999999999998,0.0419999999999997,9,I
0.17,0.129999999999999,0.095,0.0299999999999987,0.0129999999999996,0.00799999999999979,0.00999999999999973,3.99999999999999,I
0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,9,
0.515,0.405,0.13,0.722,0.32,0.131,0.21,10,M
0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13,
0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13,M
0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12,M
0.725,0.560000000000001,0.21,2.141,0.650000000000001,0.398,1.005,18,
0.65,0.545000000000001,0.23,1.752,0.5605,0.2895,0.815,16,
0.725,0.570000000000001,0.19,2.55,1.0705,0.483,0.725000000000001,14,M
0.725,0.575,0.175,2.124,0.765000000000001,0.4515,0.850000000000001,20,
0.68,0.57,0.205,1.842,0.625,0.408,0.65,20,
0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8,
0.36,0.26,0.09,0.178499999999999,0.0644999999999996,0.0369999999999998,0.0749999999999998,7,I
0.315,0.245,0.0849999999999999,0.143499999999999,0.0529999999999996,0.0474999999999998,0.0499999999999997,8,I
