Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings,tst_cat
0.53,0.42,0.135,0.677,0.2565,0.1415,0.21,9,
0.33,0.255,0.08,0.205000000000001,0.0895000000000002,0.0395000000000001,0.0550000000000002,7,I
0.53,0.415,0.15,0.777500000000001,0.237,0.1415,0.33,20,
0.475,0.37,0.125,0.5095,0.2165,0.1125,0.165,9,M
0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12,M
0.355,0.28,0.095,0.245500000000001,0.0955000000000003,0.0620000000000001,0.0750000000000001,11,M
0.565,0.44,0.155,0.9395,0.4275,0.214,0.27,12,
0.615,0.48,0.165,1.1615,0.513,0.301,0.305,10,
0.605,0.475,0.18,0.9365,0.394,0.219,0.295,15,M
0.575,0.425,0.14,0.8635,0.393,0.227,0.2,11,M
0.68,0.55,0.175,1.798,0.815,0.3925,0.455,19,
0.575,0.445,0.135,0.883,0.381,0.2035,0.26,11,
0.55,0.425,0.135,0.8515,0.362,0.196,0.27,14,
0.205,0.15,0.0550000000000001,0.0420000000000009,0.0255000000000004,0.0150000000000002,0.0120000000000003,5.00000000000001,I
0.39,0.295,0.095,0.203,0.0875000000000001,0.045,0.0750000000000001,7,I
0.47,0.37,0.12,0.5795,0.293,0.227,0.14,9,M
0.325,0.245,0.0700000000000001,0.161000000000001,0.0755000000000002,0.0255000000000001,0.0450000000000002,6,I
0.525,0.425,0.16,0.8355,0.3545,0.2135,0.245,9,
0.405,0.31,0.1,0.385,0.173,0.0915000000000001,0.11,7,M
0.445,0.35,0.12,0.4425,0.192,0.0955,0.135,8,M
0.47,0.385,0.135,0.5895,0.2765,0.12,0.17,8,M
0.245,0.19,0.0600000000000001,0.0860000000000005,0.0420000000000002,0.0140000000000001,0.0250000000000002,4.00000000000001,I
0.505,0.405,0.11,0.625,0.305,0.16,0.175,9,M
0.425,0.325,0.095,0.3785,0.1705,0.0800000000000001,0.1,7,M
0.595,0.495,0.185,1.285,0.416,0.224,0.485,13,
0.31,0.235,0.0700000000000001,0.151000000000001,0.0630000000000002,0.0405000000000001,0.0450000000000002,6,I
0.57,0.48,0.175,1.185,0.474,0.261,0.38,11,M
0.6,0.475,0.15,1.0075,0.4425,0.221,0.28,15,
0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11,
0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14,
0.58,0.45,0.14,1.013,0.38,0.216,0.36,14,M
0.56,0.44,0.16,0.8645,0.3305,0.2075,0.26,10,M
0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9,
0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15,M
0.53,0.435,0.16,0.883,0.316,0.164,0.335,15,M
0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12,M
0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11,
0.465,0.36,0.105,0.431,0.172,0.107,0.175,9,M
0.435,0.32,0.08,0.332500000000001,0.1485,0.0635000000000001,0.105,9,I
0.425,0.35,0.105,0.393,0.13,0.063,0.165,9,M
0.545,0.41,0.125,0.6935,0.2975,0.146,0.21,11,
0.56,0.43,0.15,0.8825,0.3465,0.172,0.31,9,
0.47,0.365,0.105,0.4205,0.163,0.1035,0.14,9,
0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14,
0.37,0.265,0.0750000000000001,0.214,0.0900000000000002,0.0510000000000001,0.0700000000000002,6,M
0.385,0.29,0.0850000000000001,0.250500000000001,0.112,0.0610000000000001,0.0800000000000002,8,I
0.7,0.535,0.16,1.7255,0.63,0.2635,0.54,19,M
0.35,0.26,0.095,0.211,0.0860000000000003,0.0560000000000001,0.0680000000000001,7,I
0.425,0.33,0.115,0.406,0.1635,0.0810000000000001,0.1355,8,
0.65,0.52,0.19,1.3445,0.519,0.306,0.4465,16,M
0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10,M
0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10,
0.28,0.205,0.08,0.127000000000001,0.0520000000000002,0.0390000000000001,0.0420000000000002,9,I
0.175,0.13,0.0550000000000001,0.0315000000000008,0.0105000000000003,0.00650000000000015,0.0125000000000004,5.00000000000001,I
0.17,0.13,0.095,0.0300000000000004,0.0130000000000004,0.00800000000000017,0.0100000000000003,4.00000000000001,I
0.59,0.475,0.145,1.053,0.4415,0.262,0.325,15,M
0.605,0.485,0.16,1.0565,0.37,0.2355,0.355,10,
0.645,0.485,0.215,1.514,0.546,0.2615,0.635,16,M
0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13,
0.575,0.46,0.165,1.124,0.2985,0.1785,0.44,13,
