Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings,tst_cat
0.455,0.365,0.095,0.514,0.2245,0.101,0.15,15,M
0.33,0.255,0.08,0.204999999999999,0.0894999999999996,0.0394999999999998,0.0549999999999998,7,I
0.425,0.3,0.095,0.3515,0.141,0.0774999999999999,0.12,8,I
0.5,0.4,0.13,0.6645,0.258,0.133,0.24,12,M
0.355,0.28,0.085,0.290499999999999,0.0949999999999996,0.0394999999999999,0.115,7,I
0.365,0.295,0.08,0.2555,0.0969999999999998,0.0429999999999999,0.1,7,M
0.38,0.275,0.1,0.2255,0.0799999999999999,0.0489999999999999,0.0849999999999999,10,I
0.58,0.45,0.185,0.9955,0.3945,0.272,0.285,11,I
0.59,0.445,0.14,0.931,0.356,0.234,0.28,12,M
0.465,0.355,0.105,0.4795,0.227,0.124,0.125,8,M
0.54,0.475,0.155,1.217,0.5305,0.3075,0.34,16,I
0.355,0.29,0.09,0.3275,0.134,0.0859999999999999,0.0899999999999998,9,M
0.45,0.335,0.105,0.425,0.1865,0.0909999999999999,0.115,9,I
0.24,0.175,0.0449999999999999,0.0699999999999987,0.0314999999999996,0.0234999999999997,0.0199999999999997,5,I
0.21,0.15,0.05,0.041999999999999,0.0174999999999995,0.0124999999999998,0.0149999999999998,4,I
0.39,0.295,0.095,0.203,0.0874999999999998,0.0449999999999999,0.0749999999999999,7,I
0.46,0.375,0.12,0.4605,0.1775,0.11,0.15,7,I
0.325,0.245,0.07,0.160999999999999,0.0754999999999997,0.0254999999999999,0.0449999999999998,6,I
0.47,0.36,0.12,0.4775,0.2105,0.1055,0.15,10,I
0.405,0.31,0.1,0.385,0.173,0.0914999999999999,0.11,7,M
0.445,0.35,0.12,0.4425,0.192,0.0954999999999999,0.135,8,M
0.53,0.41,0.13,0.6965,0.302,0.1935,0.2,10,I
0.425,0.325,0.095,0.3785,0.1705,0.0799999999999999,0.0999999999999998,7,M
0.52,0.4,0.12,0.58,0.234,0.1315,0.185,8,M
0.31,0.235,0.07,0.150999999999999,0.0629999999999997,0.0404999999999998,0.0449999999999998,6,I
0.595,0.475,0.17,1.247,0.48,0.225,0.425,20,I
0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11,I
0.615,0.475,0.17,1.1025,0.4695,0.2355,0.345,14,I
0.62,0.51,0.175,1.615,0.5105,0.192,0.675000000000001,12,M
0.58,0.45,0.14,1.013,0.38,0.216,0.36,14,M
0.625,0.465,0.14,1.195,0.4825,0.205,0.4,13,M
0.46,0.355,0.13,0.517,0.2205,0.114,0.165,9,I
0.555,0.44,0.15,0.755,0.307,0.1525,0.26,12,M
0.625,0.495,0.165,1.262,0.507,0.318,0.39,10,I
0.535,0.435,0.15,0.725,0.269,0.1385,0.25,9,M
0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7,M
0.475,0.375,0.125,0.5785,0.2775,0.0849999999999999,0.155,10,I
0.36,0.265,0.095,0.2315,0.105,0.0459999999999999,0.0749999999999999,7,I
0.55,0.435,0.145,0.843,0.328,0.1915,0.255,15,M
0.605,0.47,0.16,1.1735,0.4975,0.2405,0.345,12,M
0.52,0.41,0.155,0.727,0.291,0.1835,0.235,12,I
0.545,0.43,0.165,0.802,0.2935,0.183,0.28,11,I
0.465,0.36,0.105,0.431,0.172,0.107,0.175,9,M
0.435,0.32,0.08,0.3325,0.1485,0.0634999999999999,0.105,9,I
0.425,0.35,0.105,0.393,0.13,0.0629999999999999,0.165,9,M
0.385,0.295,0.085,0.253499999999999,0.103,0.0574999999999999,0.0849999999999998,7,I
0.515,0.425,0.14,0.766,0.304,0.1725,0.255,14,I
0.71,0.54,0.165,1.959,0.7665,0.261,0.78,18,M
0.44,0.35,0.125,0.4035,0.175,0.0629999999999999,0.129,9,I
0.56,0.455,0.155,0.797,0.34,0.19,0.2425,11,M
0.475,0.375,0.13,0.5175,0.2075,0.1165,0.17,10,M
0.49,0.38,0.125,0.549,0.245,0.1075,0.174,10,I
0.28,0.205,0.08,0.127,0.0519999999999997,0.0389999999999998,0.0419999999999998,9,I
0.565,0.45,0.135,0.9885,0.387,0.1495,0.31,12,I
0.515,0.405,0.13,0.722,0.32,0.131,0.21,10,M
0.645,0.485,0.215,1.514,0.546,0.2615,0.635000000000001,16,M
0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,13,I
0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,13,M
0.605,0.485,0.16,1.222,0.53,0.2575,0.28,13,I
0.61,0.485,0.175,1.2445,0.544,0.297,0.345,12,M
0.725,0.575,0.175,2.124,0.765,0.4515,0.850000000000001,20,I
0.68,0.57,0.205,1.842,0.625,0.408,0.65,20,I
0.525,0.435,0.155,1.065,0.486,0.233,0.285,8,M
0.52,0.405,0.115,0.776,0.32,0.1845,0.22,8,I
0.235,0.16,0.04,0.0479999999999991,0.0184999999999995,0.0179999999999998,0.0149999999999997,5,I
0.36,0.26,0.09,0.1785,0.0644999999999998,0.0369999999999999,0.0749999999999998,7,I
0.225,0.16,0.045,0.0464999999999992,0.0249999999999995,0.0149999999999998,0.0149999999999998,4,I
0.58,0.475,0.15,0.97,0.385,0.2165,0.35,11,M
0.57,0.48,0.18,0.9395,0.399,0.2,0.295,14,M
0.63,0.48,0.15,1.0525,0.392,0.336,0.285,12,I
0.585,0.46,0.17,0.9325,0.365,0.271,0.29,9,I
0.51,0.4,0.14,0.8145,0.459,0.1965,0.195,10,I
0.5,0.405,0.155,0.772,0.346,0.1535,0.245,12,M
0.505,0.41,0.15,0.644,0.285,0.145,0.21,11,I
0.64,0.5,0.185,1.3035,0.4445,0.2635,0.465,16,M
0.585,0.46,0.185,0.922,0.3635,0.213,0.285,10,M
0.44,0.34,0.14,0.482,0.186,0.1085,0.16,9,I
0.4,0.3,0.11,0.315,0.109,0.0669999999999999,0.12,9,I
0.435,0.34,0.11,0.3795,0.1495,0.0849999999999999,0.12,8,I
0.415,0.325,0.105,0.38,0.1595,0.0784999999999999,0.12,12,I
0.485,0.395,0.16,0.66,0.2475,0.128,0.235,14,I
0.415,0.305,0.13,0.32,0.1305,0.0754999999999999,0.105,8,I
0.49,0.375,0.15,0.5755,0.22,0.144,0.19,9,I
0.445,0.355,0.15,0.485,0.181,0.125,0.155,11,I
0.53,0.415,0.16,0.783,0.2935,0.158,0.245,15,I
0.555,0.445,0.135,0.836,0.336,0.1625,0.275,13,M
0.275,0.215,0.075,0.115499999999999,0.0484999999999997,0.0289999999999998,0.0349999999999998,7,I
0.44,0.35,0.135,0.435,0.1815,0.0829999999999999,0.125,12,I
0.23,0.175,0.065,0.0644999999999988,0.0259999999999996,0.0104999999999998,0.0199999999999997,5,I
0.32,0.245,0.08,0.1585,0.0634999999999997,0.0324999999999998,0.0499999999999998,13,I
0.36,0.275,0.085,0.1975,0.0744999999999997,0.0414999999999999,0.0699999999999999,9,I
0.33,0.25,0.105,0.1715,0.0654999999999997,0.0349999999999999,0.0599999999999998,7,I
0.59,0.47,0.18,1.1235,0.4205,0.2805,0.36,13,M
0.575,0.46,0.185,1.094,0.4485,0.217,0.345,15,I
0.545,0.46,0.16,0.8975,0.341,0.1655,0.345,10,M
0.59,0.475,0.16,1.1015,0.4775,0.2555,0.295,13,I
0.27,0.2,0.08,0.120499999999999,0.0464999999999996,0.0279999999999998,0.0399999999999998,6,M
