Length,Diameter,Height,Whole.weight,Shucked.weight,Viscera.weight,Shell.weight,Rings,Sex
0.524594535956863,0.408592965787532,0.140954984792145,0.658873466810587,0.288382030870731,0.143192945593539,0.192370375678485,9.11604465552676,M
0.337019111992049,0.253032550893552,0.0785830418758718,0.191019578144361,0.0836815267738303,0.0424345238261005,0.0587281706718502,6.98666841291336,M
0.522814371428341,0.415775028401993,0.152199584255789,0.794277774312831,0.221316478338199,0.158925593291191,0.311317005991716,20.0407527522249,F
0.475542309988359,0.368385040389259,0.125471876881699,0.520587432403923,0.221486544125035,0.112569707635591,0.157472615843057,9.04140507804112,M
0.497920174126539,0.388869548914451,0.135000510287101,0.678091733108477,0.260814029200806,0.143830403235032,0.219641371981607,12.0735081092033,M
0.364662652684973,0.278941855691693,0.0922548582406809,0.256308662270116,0.0698113455391825,0.0516271687905913,0.105538653452069,10.8201170354521,F
0.564319038987737,0.44261894638228,0.154170586723266,0.965918549486057,0.40292924866459,0.208524877854984,0.288274784644794,11.8609642131113,M
0.612326848475318,0.47986537679619,0.165425110526727,1.19934629435148,0.539244673064671,0.263497916058248,0.329660758787238,9.91525234422903,F
0.611380732181149,0.484193101469056,0.17445762128455,0.9743842098424,0.372671642890816,0.205705651158614,0.315726327323506,14.8822796282696,M
0.546592350122136,0.427175767386967,0.147425562794747,0.888519990802932,0.380336976667443,0.192908653967183,0.259490333187098,10.6185859093641,F
0.666274240588366,0.529281539009569,0.186741866939218,1.79954515079297,0.725405467099479,0.387314568570536,0.540713223526688,18.3369304398579,I
0.549489333704719,0.429723046864819,0.148509160971129,0.908122485116688,0.38659043037964,0.196952359984198,0.266335244582566,10.8832848861079,I
0.52891943628081,0.415175176923782,0.145126051404288,0.894300079725489,0.343974061715995,0.190066610630448,0.285696723849106,13.8091687397142,I
0.231777589089163,0.164743433123783,0.0412229776875078,0.039648248816171,0.0294991858496014,0.0119920370893578,0.00490155418666005,5.13519798521777,F
0.387148578620405,0.294610599272438,0.0960702199116696,0.211042896656927,0.094591084202984,0.0462524828875429,0.0654996479258607,7.05029784216216,M
0.471330201413536,0.36387332545224,0.121074892822571,0.701204165987442,0.310993751015255,0.154009909404688,0.197629619410001,8.71594085981349,F
0.322252723400356,0.240133013737008,0.0727555011381105,0.14676284946768,0.0737844185989498,0.0339312047486028,0.0399983720668826,6.00824535773512,I
