classes,cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
e,b,g,w,t,l,f,w,b,k,e,c,s,y,w,w,p,y,t,p,u,n,m
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
e,b,y,y,t,l,f,c,b,k,e,c,s,y,w,w,p,y,o,p,u,n,m
e,b,g,w,t,l,f,w,b,k,e,c,s,s,w,w,p,w,t,p,r,n,m
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
e,b,g,y,t,l,f,c,b,k,e,c,s,y,w,w,p,w,o,p,u,n,m
p,s,g,b,t,p,f,c,n,k,e,e,s,y,w,w,p,w,o,p,u,s,u
e,s,g,w,t,p,f,w,n,k,t,e,f,f,w,w,p,y,o,p,k,s,u
e,b,g,w,t,l,f,c,b,k,e,c,s,s,w,w,p,y,t,p,u,n,m
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,y,o,p,u,s,u
p,s,g,b,t,p,f,c,n,k,e,e,s,y,y,w,p,y,o,p,u,s,u
e,b,f,w,t,l,f,w,b,k,t,r,s,y,g,g,p,w,o,p,u,n,m
e,b,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,u,y,p
e,s,g,b,t,p,f,w,n,k,e,e,f,f,w,w,p,y,o,p,k,s,u
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
e,b,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,u,s,m
p,s,g,b,t,p,f,c,n,k,e,e,s,s,w,w,p,y,o,p,u,s,u
e,b,g,y,t,l,f,c,b,k,e,c,s,y,y,w,p,y,t,p,u,n,m
e,f,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,u,y,p
p,s,g,b,t,p,f,w,n,k,e,e,f,f,y,w,p,y,o,p,n,s,u
e,b,g,w,t,l,f,c,b,k,e,c,s,y,w,w,p,y,t,p,u,n,m
e,b,g,y,t,l,f,c,b,g,e,c,s,s,y,w,p,y,t,p,u,n,m
e,s,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
e,b,f,w,t,l,f,w,b,n,t,r,s,y,g,g,p,w,o,p,u,n,m
e,b,g,w,t,l,f,w,b,k,e,c,s,s,w,w,p,w,t,p,u,n,m
e,b,y,w,t,l,f,w,b,u,t,r,y,y,g,g,p,y,o,p,u,n,m
e,b,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,u,s,p
e,b,g,w,t,l,f,w,b,k,e,c,s,y,w,w,p,y,t,p,u,n,m
e,s,f,w,t,n,f,w,b,k,t,e,f,f,w,w,p,w,t,e,n,a,g
e,b,g,w,t,l,f,w,b,k,e,c,s,y,w,w,p,w,t,p,r,n,m
p,s,g,b,t,p,a,c,n,k,t,e,f,f,y,w,p,y,o,p,k,s,u
e,b,g,w,t,l,f,w,b,k,e,c,s,s,w,w,p,w,t,p,u,n,m
e,s,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,n,t,e,n,a,g
e,b,g,w,t,l,f,w,b,k,e,c,s,s,w,w,p,w,t,p,r,n,m
e,b,g,w,t,l,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,b,g,w,t,l,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
p,s,g,b,t,p,f,c,n,k,e,e,f,f,y,w,p,y,o,p,k,s,u
p,s,g,b,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,u,s,u
