classes,cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat
p,s,g,p,t,p,f,w,n,r,e,e,f,f,y,w,p,y,t,f,r,s,u
e,s,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,t,e,n,a,g
p,s,g,p,t,p,f,w,n,r,e,e,f,f,y,w,p,y,t,f,r,s,u
e,b,s,y,t,a,f,c,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,y,y,t,a,f,c,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,b,g,w,t,a,f,w,b,k,e,c,y,y,y,w,p,y,t,p,r,n,m
p,s,g,p,t,p,f,w,n,r,e,e,f,f,y,w,p,y,t,f,r,s,u
e,c,g,p,t,p,f,w,n,r,e,e,f,f,y,w,p,y,o,f,r,s,u
p,s,g,p,t,p,f,w,n,r,e,e,f,f,y,w,p,y,t,f,r,s,u
p,s,g,p,t,p,f,w,n,r,e,e,f,f,y,w,p,y,t,f,r,s,u
e,b,s,w,t,a,f,c,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
p,s,g,p,t,p,f,w,n,r,e,e,f,f,w,w,p,y,t,f,r,s,u
e,b,y,w,t,a,f,c,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,y,w,t,a,f,w,b,k,t,c,s,y,g,g,p,w,o,p,u,n,m
p,s,g,p,t,p,f,w,n,r,e,e,f,f,y,w,p,y,t,f,r,s,u
e,b,y,w,t,l,f,w,b,u,t,r,y,y,y,g,p,y,o,p,u,n,m
e,s,g,p,t,p,f,w,n,r,t,e,f,f,y,w,p,y,o,f,r,s,u
p,c,g,p,t,p,f,w,n,r,e,e,f,s,y,y,p,y,n,f,r,s,u
e,b,y,y,t,a,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,s,g,p,t,p,f,w,b,r,e,e,f,f,y,w,p,y,o,f,r,s,u
p,s,g,p,t,p,f,w,n,r,e,e,f,f,y,w,p,y,t,f,r,s,u
e,b,s,w,t,a,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,b,y,w,t,a,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,c,y,y,t,l,f,w,b,k,e,r,y,y,y,y,p,y,n,n,u,n,m
e,b,y,y,t,a,f,c,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,b,f,w,t,l,f,w,b,u,t,r,s,y,g,g,p,w,o,p,u,n,m
e,b,s,w,t,a,f,c,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,s,w,t,a,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,b,y,w,t,a,f,w,b,k,t,c,s,y,g,g,p,w,o,p,u,n,m
e,c,y,y,t,l,f,c,b,n,e,r,y,y,y,y,p,y,n,n,u,n,m
p,c,g,p,t,p,f,c,n,r,e,e,s,s,y,y,p,y,n,f,r,s,u
e,b,g,w,t,a,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,s,w,t,a,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,c,g,p,t,p,a,w,n,r,t,e,f,f,y,y,p,y,o,f,r,s,u
e,b,y,y,t,a,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,b,y,y,t,a,f,c,b,g,e,c,s,y,w,w,p,w,t,p,u,n,m
e,b,s,w,t,a,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
