classes,cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
e,b,g,w,t,a,a,w,b,k,e,c,s,s,w,w,p,o,t,p,u,n,m
e,b,y,y,t,a,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,b,g,w,t,a,f,c,b,k,e,c,s,y,w,w,p,y,n,p,u,n,m
e,b,g,w,t,a,f,w,b,k,e,c,y,y,y,y,p,y,t,p,u,n,m
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
e,s,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,t,e,n,a,g
p,s,g,b,t,p,f,w,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
e,b,g,w,t,a,f,c,b,k,e,c,s,y,y,w,p,y,t,p,u,n,m
e,b,g,w,t,a,f,c,b,k,e,c,s,s,y,w,p,y,t,p,u,n,m
e,b,s,w,t,a,f,w,b,k,t,c,s,y,g,g,p,w,o,p,u,n,m
e,b,g,y,t,a,f,c,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,f,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,u,s,p
e,b,g,w,t,a,f,c,b,k,e,c,s,y,y,w,p,y,t,p,u,n,m
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,y,o,p,u,s,u
e,b,f,w,t,a,f,w,b,k,t,c,s,y,g,g,p,w,o,p,u,n,m
e,b,g,w,t,a,f,w,b,k,e,c,s,y,y,w,p,y,t,p,u,n,m
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,r,s,u
e,b,g,w,t,a,f,c,b,k,e,c,s,y,w,w,p,y,n,p,u,n,m
e,b,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,y,n,n,u,s,m
e,b,y,y,t,l,f,c,b,w,e,r,y,y,y,y,p,y,n,n,u,s,p
e,b,g,w,t,a,f,w,b,k,e,c,s,s,w,w,p,w,t,p,u,n,m
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
p,s,g,b,t,p,f,c,n,k,e,e,f,f,w,w,p,w,o,p,u,s,u
e,b,g,w,t,a,f,c,b,k,e,c,s,y,y,y,p,y,t,p,u,n,m
e,x,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,t,e,n,a,g
e,b,g,w,t,a,f,w,b,k,e,c,s,s,w,w,p,y,t,p,u,n,m
e,f,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,u,s,p
