classes,cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat
e,b,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,t,e,k,a,g
e,b,y,w,t,l,f,w,b,k,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,y,y,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,y,w,t,l,f,c,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,s,w,t,l,f,w,b,r,e,c,y,y,y,w,p,y,t,p,r,n,m
p,s,g,u,t,p,f,c,n,r,e,e,s,f,w,w,p,w,o,f,r,s,u
e,s,g,u,t,p,f,w,n,r,e,e,f,f,w,w,p,w,o,f,r,s,u
e,b,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,t,e,k,a,g
p,s,g,u,t,p,f,w,n,r,e,e,f,f,w,w,p,w,o,f,r,s,u
e,b,s,w,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,s,w,t,l,f,c,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,y,y,t,l,f,c,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,s,w,t,l,f,w,b,r,e,c,y,y,y,w,p,y,t,p,r,n,m
e,b,s,w,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,y,w,t,l,f,c,b,r,e,c,y,y,y,w,p,y,t,p,r,n,m
e,b,s,w,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,s,w,t,l,f,c,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,s,w,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,s,s,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,t,e,k,a,g
e,b,g,w,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,g,w,t,m,f,c,b,r,e,c,y,y,y,y,p,y,n,n,r,n,m
e,b,y,w,t,l,f,w,b,r,e,c,y,y,y,w,p,y,t,p,r,n,m
e,s,g,u,t,p,f,w,n,r,e,e,f,f,w,w,p,w,o,f,r,s,u
e,b,s,w,t,l,f,w,b,k,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,g,w,t,l,f,w,b,k,t,c,s,y,g,g,p,y,o,p,u,n,m
p,s,g,u,t,p,f,c,n,r,e,e,s,y,y,y,p,y,o,f,r,s,u
e,b,s,w,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,g,w,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,g,c,t,m,f,c,b,r,e,c,y,y,y,y,p,y,n,n,r,n,m
p,s,g,u,t,p,a,w,n,r,e,e,f,f,w,w,p,o,o,f,r,s,u
e,b,s,w,t,l,f,w,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,y,y,t,l,f,c,b,r,e,c,s,y,w,w,p,w,t,p,r,n,m
e,b,g,w,t,m,f,w,b,r,e,c,y,y,y,y,p,y,n,n,r,n,m
