classes,cap.shape,cap.surface,cap.color,bruises,odor,gill.attachment,gill.spacing,gill.size,gill.color,stalk.shape,stalk.root,stalk.surface.above.ring,stalk.surface.below.ring,stalk.color.above.ring,stalk.color.below.ring,veil.type,veil.color,ring.number,ring.type,spore.print.color,population,habitat
p,s,g,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
e,b,g,w,t,l,f,w,b,k,e,c,s,s,w,w,p,y,o,p,u,n,m
p,s,g,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
e,b,y,y,t,a,f,c,b,k,e,c,s,y,w,w,p,y,o,p,u,n,m
e,b,s,w,t,l,f,c,b,r,e,c,s,s,w,w,p,w,t,p,r,n,m
p,c,g,w,t,p,f,w,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
e,b,y,y,t,l,f,c,b,k,e,c,s,y,y,w,p,y,o,p,u,n,m
p,c,g,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
e,s,f,n,t,p,f,w,n,k,e,e,f,f,w,w,p,w,o,p,k,a,u
e,b,s,y,t,l,f,c,b,r,e,c,s,s,y,w,p,y,t,p,r,n,m
p,s,g,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
p,s,g,w,t,p,f,c,n,k,e,e,y,y,w,w,p,w,o,p,n,s,u
e,c,g,w,t,a,f,w,b,n,t,r,s,y,g,g,p,w,o,p,u,n,m
e,s,y,y,t,l,f,c,b,n,e,r,y,y,c,y,p,y,n,n,u,y,p
e,s,f,g,t,p,f,w,n,k,e,e,s,s,w,w,p,w,o,p,k,s,u
p,c,g,w,t,p,f,w,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
e,b,y,y,t,l,f,c,b,n,e,r,y,y,c,y,p,y,n,n,u,s,m
p,s,g,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
e,b,y,y,t,l,f,c,b,r,e,c,y,y,y,w,p,y,t,p,r,n,m
e,s,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,k,s,p
e,s,f,g,f,p,f,w,n,k,e,e,s,s,y,y,p,y,o,p,k,a,u
e,b,y,y,t,l,f,c,b,r,e,c,s,y,y,w,p,y,o,p,r,n,m
e,b,y,y,t,l,f,c,b,r,e,c,s,s,y,w,p,y,t,p,r,n,m
e,s,f,w,f,p,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
e,c,g,w,t,a,f,w,b,n,t,r,s,y,g,g,p,w,o,p,u,n,m
e,b,s,w,t,l,f,c,b,r,e,c,s,s,w,w,p,y,t,p,r,n,m
e,c,g,c,t,a,f,w,b,n,t,r,s,y,g,g,p,w,o,p,u,n,m
e,x,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,k,s,p
e,b,s,w,t,l,f,w,b,k,e,c,s,y,y,w,p,y,o,p,n,n,m
e,s,f,w,f,c,f,w,b,k,t,e,f,f,w,w,p,w,t,e,u,a,g
e,b,g,w,t,l,f,w,b,k,e,c,s,y,w,w,p,w,t,p,u,n,m
e,s,f,b,f,p,a,w,n,k,e,e,s,s,w,y,p,y,o,p,u,a,u
e,b,s,w,t,l,f,w,b,k,e,c,f,s,w,w,p,w,t,p,n,n,m
e,s,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,n,o,e,u,a,g
e,b,g,w,t,l,f,w,b,k,e,c,s,s,w,w,p,w,t,p,u,n,m
e,b,s,w,t,l,f,w,b,k,e,c,s,y,w,w,p,w,n,p,n,n,m
e,b,s,w,t,l,f,c,b,r,e,c,s,y,w,w,p,y,o,p,r,n,m
e,s,f,g,f,p,f,c,n,g,e,e,y,s,y,y,p,y,t,p,k,n,u
p,s,g,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,u,s,u
e,s,f,u,f,p,f,w,n,k,e,e,y,s,y,y,p,y,o,p,k,a,u
e,b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,w,t,p,u,n,m
e,b,g,w,t,a,f,w,b,k,e,c,y,y,w,w,p,y,t,p,u,n,m
e,s,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,n,a,g
e,b,g,w,t,l,f,w,b,k,e,c,s,y,w,w,p,w,t,p,r,n,m
e,c,g,c,t,a,f,w,n,n,t,c,s,s,w,w,p,w,o,p,u,n,d
e,c,g,w,t,a,f,w,n,n,t,c,f,f,w,w,p,w,o,p,u,n,m
e,b,g,w,t,l,f,w,b,k,e,c,y,y,w,w,p,y,t,p,u,n,m
e,s,f,w,f,n,f,w,b,k,t,e,f,f,w,w,p,w,o,e,k,a,g
e,c,f,r,f,p,f,w,b,k,t,e,f,f,w,w,p,w,o,f,n,a,g
e,c,g,c,t,a,f,w,n,n,t,c,s,s,w,w,p,w,o,p,u,n,d
e,b,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,k,s,p
e,b,g,w,t,l,f,w,b,k,e,c,s,s,w,w,p,w,t,p,n,n,m
e,b,s,w,t,l,f,c,b,r,e,c,s,y,w,w,p,y,t,p,r,n,m
e,b,g,w,t,l,f,w,b,k,e,c,f,s,w,w,p,w,t,p,n,n,m
e,b,g,w,t,l,f,c,b,k,e,c,y,y,y,w,p,y,t,p,u,n,m
e,b,s,w,t,l,f,c,b,r,e,c,y,s,w,w,p,y,t,p,r,n,m
e,b,s,w,t,l,f,c,b,k,e,c,s,s,w,w,p,y,t,p,r,n,m
e,b,y,y,t,l,f,c,b,k,e,c,s,y,y,w,p,y,o,p,r,n,m
e,b,s,w,t,l,f,w,b,k,e,c,s,y,w,w,p,y,t,p,r,n,m
p,s,g,w,t,p,f,c,n,k,e,e,s,s,w,w,p,w,o,p,n,s,u
e,f,y,y,t,l,f,c,b,w,e,r,y,y,c,y,p,w,n,n,k,s,p
e,b,s,w,t,l,f,c,b,r,e,c,s,s,w,w,p,y,t,p,r,n,m
e,s,f,b,t,p,f,w,n,k,e,e,f,f,w,w,p,w,o,f,u,s,u
e,x,f,u,f,c,f,w,b,k,t,e,f,f,w,w,p,w,t,f,n,a,g
e,c,g,c,t,a,f,w,n,w,t,r,s,y,w,g,p,w,o,p,u,n,m
e,b,s,y,t,l,f,c,b,k,e,c,s,s,y,w,p,y,o,p,u,n,m
e,b,s,w,t,l,a,w,b,k,e,c,s,y,w,w,p,y,t,p,u,n,m
e,b,g,y,t,l,f,c,b,k,e,c,y,y,y,w,p,y,n,p,n,n,m
e,b,s,w,t,l,f,w,b,k,e,c,s,s,w,w,p,w,t,p,u,n,m
e,s,y,y,t,l,f,c,b,n,e,r,y,y,c,y,p,w,n,n,k,y,p
e,b,g,w,t,a,f,w,b,k,e,c,y,y,w,w,p,w,t,p,u,n,m
e,b,g,w,t,l,f,w,b,k,e,c,s,y,w,w,p,y,n,p,u,n,m
