price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront,view,condition
263333.889344606,2.75730438717605,1.36173880790003,1091.10199119739,1353.77891254975,1.15249626796377,6.48542482639192,882.741138427932,208.360852769458,1950.77929108501,100.895944514279,98105.1730585513,47.5645526049847,-122.296449059617,1316.07620234209,3100.9985629883,0,0,2
209635.907253937,2.70531243930531,1.30159151166487,1056.00965053364,18267.4481389213,1.08318834049801,6.39190191746176,889.383773709139,166.625876824503,1952.7102039055,81.38748323522,98090.1594043843,47.5316718411567,-122.250128773396,1334.48136822715,15066.70414612,0,0,2
287664.66568124,3.10765051071649,2.06764924074064,1669.20791611697,5902.48505365411,1.78653636680986,7.50612513875769,1819.61309231487,-150.405176197906,1996.35654690968,-109.389336594914,98044.6493979017,47.4835010271979,-122.127776641066,1864.73263168286,7201.19141977039,0,0,2
849205.24192568,3.81547088839701,2.42915336452322,2832.95572068641,38620.2505157236,1.32874316162755,8.22381783498396,2124.15073978774,708.80498089867,1957.4426082244,247.822380436574,98088.321064452,47.6089242620265,-122.234997236751,2381.71958356589,28743.6260707164,0,0,2
343450.63692189,2.95660191639109,1.59541258020451,1444.9337650334,17077.0543785373,1.21459402312281,6.85486856385104,1205.38687003017,239.546895003238,1957.67632698138,95.4900561545631,98088.2645086479,47.5474055607471,-122.244461512447,1572.99244057533,14186.8292752312,0,0,2
905782.023593463,3.92362677976804,2.69041008375993,2888.15731591399,-6315.14751918068,1.71269931080281,8.5896935674391,2284.69469618611,603.46261972788,1969.01198277106,194.92049216115,98104.5199420176,47.6522520957653,-122.293157598617,2391.82323700514,-2609.29343980864,1,4,1
67362.5918326243,2.54293222836121,1.19745198075058,830.716131552523,26585.0857974259,1.11383705689187,6.20181225929345,853.29353776088,-22.5774062083505,1961.67820608486,0.182577229830784,98069.3584525244,47.4815508605125,-122.190989501433,1266.13265074938,21242.5306180584,0,0,2
557540.114707345,3.15275226495198,1.6520341133635,1701.03060892416,2758.14889028738,1.07960815812113,6.99663130839344,1121.07943258455,579.951176339616,1937.33095396524,250.000172593817,98129.4953694136,47.636978690994,-122.361426657379,1593.69149607015,3488.15380557112,0,0,2
515453.795571183,3.50070390356942,2.48635055503158,2279.47927837166,5715.78109134574,1.92331717081874,8.17871937689847,2256.19575516786,23.2835232038007,1999.22801279651,-58.0499174490833,98047.3488447425,47.5178508089201,-122.133927699189,2218.20747680566,6879.6332375007,0,0,2
426817.362800151,3.36610785152329,2.34903332930242,2084.14536797071,10653.7197661997,1.87341711647877,7.95648849360865,2137.06981421743,-52.9244462467151,1999.8548585692,-84.9215342637544,98040.8848724929,47.49560053291,-122.115094401365,2120.76475048083,10454.2197105259,0,0,2
280507.308888956,2.94494806510602,1.85639236096803,1294.8421087624,-37886.7178196226,1.78365656435277,7.17591119194103,1391.85793588035,-97.0158271179452,1982.78446052926,-59.5815539598659,98090.4616314902,47.5585100337439,-122.267742620448,1516.72548493935,-23793.6411088014,0,0,2
708416.554370344,3.41486655645213,1.93466169072232,2106.93298700671,2160.89804963543,1.17741948694913,7.44943311448064,1415.61534459744,691.317642409263,1939.59675347319,282.116207634458,98131.1287104696,47.6596609488087,-122.365218864851,1829.70082760357,2950.34988190225,0,0,2
860677.623519031,3.61876119242206,2.06829790729752,2433.97899920865,7882.10574514045,1.10162508905196,7.6931603838811,1534.35072222077,899.628276987884,1931.49032586149,366.292588965858,98141.9101706283,47.6931648282588,-122.392329329935,1982.68523199561,6631.44843726027,0,0,2
632021.865200719,3.68713005715735,2.66064749290842,2574.42272516508,8218.0463913982,1.94320120884585,8.46723258418854,2435.77620248819,138.646522676891,1997.95536191366,-17.8387406945753,98050.5314021111,47.5371153227436,-122.1412534009,2380.66287560467,8481.52989490834,0,0,2
658878.265363445,3.75740576990151,2.77142924893542,2677.64787771031,5173.77777626041,2.03205782334343,8.63265586290193,2557.97528107315,119.67259663716,2002.5056687954,-32.9027607912343,98047.4493567544,47.537414775091,-122.13351464646,2454.86064055042,6409.51925885899,0,0,2
