price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront,view,condition
221900,3,1,1180,5650.00000000001,1,7,1180,0,1955,-4.12114786740858e-13,98178,47.5112,-122.257,1340,5650,0,0,1
510000,3,2,1680,8079.99999999998,1,8,1680,-5.6843418860808e-14,1987,-8.5265128291212e-14,98074,47.6168,-122.045,1800,7502.99999999999,0,0,1
323000,3,2.5,1890,6559.99999999999,2,7,1890,3.97903932025656e-13,2003,4.2632564145606e-13,98038,47.3684,-122.031,2390,7570.00000000001,0,0,1
662500,3,2.5,3560,9795.99999999999,1,8,1860,1700,1965,-4.40536496171262e-13,98007,47.6007,-122.145,2210,8924.99999999998,0,0,1
230000,3,1,1250,9773.99999999999,1,7,1250,-4.54747350886464e-13,1969,3.97903932025656e-13,98003,47.3343,-122.306,1280,8850,0,1,4
667000,3,1,1400,1580.99999999999,1.5,8,1400,-5.11590769747272e-13,1909,-2.41584530158434e-13,98112,47.6221,-122.314,1860,3861,0,2,5
438000,3,1.75,1520,6380,1,7,789.999999999999,730,1948,-6.67910171614494e-13,98115,47.695,-122.304,1520,6235,0,0,1
580500,3,2.5,2320,3980.00000000001,2,8,2320,2.8421709430404e-13,2003,2.27373675443232e-13,98027,47.5391,-122.07,2580,3980,0,0,1
322500,4,2.75,2060,6659.00000000001,1,7,1280,780,1981,2.8421709430404e-14,98058,47.4276,-122.157,2020,8720,0,0,1
640000,4,2,2360,6000.00000000001,2,8,2360,0,1904,-8.5265128291212e-14,98107,47.6702,-122.362,1730,4700.00000000001,0,1,4
775000,4,2.25,4220,24186,1,8,2600,1620,1984,-1.05160324892495e-12,98166,47.445,-122.347,2410,30617,0,0,1
685000,3,1,1570,2280.00000000001,2,7,1570,-1.13686837721616e-13,1922,-2.8421709430404e-13,98119,47.6413,-122.364,1580,2640.00000000002,0,0,1
488000,3,2.5,3160,13603,2,8,3160,2.8421709430404e-13,2003,-9.9475983006414e-14,98019,47.7443,-121.977,3050,9231.99999999999,0,0,1
450000,3,1.75,1250,5963.00000000001,1,7,1250,-5.6843418860808e-14,1953,-3.69482222595252e-13,98115,47.6796,-122.301,970,5100,0,1,4
6e+05,3,1.75,1410,4080.00000000002,1,7,1000,410,1950,-6.25277607468888e-13,98117,47.6808,-122.384,1410,4080.00000000001,0,1,4
585000,2,1.75,1980,8550.00000000003,1,7,990.000000000001,990,1981,-9.9475983006414e-13,98117,47.6989,-122.369,1480,6738.00000000001,0,0,1
920000,5,2.25,2730,6000,1.5,8,2130,600,1927,-3.26849658449646e-13,98105,47.6571,-122.281,2730,5999.99999999999,0,0,1
885000,4,2.5,2830,5000.00000000004,2,9,2830,5.6843418860808e-13,1995,-7.105427357601e-14,98105,47.6597,-122.29,1950,5000.00000000002,0,0,1
292500,4,2.5,2250,4495.00000000002,2,7,2250,6.25277607468888e-13,2008,5.11590769747272e-13,98042,47.3663,-122.114,2250,4500.00000000001,0,0,1
650000,3,2.25,2150,21235,1,8,1590,560,1959,-6.53699316899292e-13,98166,47.4336,-122.339,2570,18900,1,1,4
289000,3,1.75,1260,8400.00000000001,1,7,1260,-5.6843418860808e-14,1954,-2.27373675443232e-13,98148,47.4366,-122.335,1290,8750.00000000001,0,0,1
505000,3,1.75,2519,8690.00000000003,2,8,2519,2.27373675443232e-13,1973,-3.5527136788005e-13,98166,47.4428,-122.344,2500,9500.00000000002,0,2,5
