price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront,view,condition
221900,3,1,1180,5650,1,7,1180,-5.6843418860808e-14,1955,-1.27897692436818e-13,98178,47.5112,-122.257,1340,5649.99999999999,0,0,2
510000,3,2,1680,8080.00000000001,1,8,1680,-5.6843418860808e-14,1987,-9.9475983006414e-14,98074,47.6168,-122.045,1800,7502.99999999999,0,0,2
1225000,4,4.5,5420,101930,0.999999999999999,11,3890,1530,2001,1.98951966012828e-13,98053,47.6561,-122.005,4760,101930,0,0,2
229500,3,1,1780,7470.00000000002,1,7,1050,730,1960,-5.6843418860808e-14,98146,47.5123,-122.337,1780,8113.00000000001,0,0,2
310000,3,1,1430,19901,1.5,7,1430,-5.6843418860808e-14,1927,3.12638803734444e-13,98028,47.7558,-122.229,1780,12697,0,1,1
530000,5,2,1810,4849.99999999997,1.5,7,1810,5.6843418860808e-13,1900,5.11590769747272e-13,98107,47.67,-122.394,1360,4850,0,0,2
650000,4,3,2950,4999.99999999999,2,9,1980,970,1979,5.6843418860808e-14,98126,47.5714,-122.375,2140,3999.99999999998,1,2,5
485000,4,1,1600,4299.99999999998,1.5,7,1600,1.13686837721616e-13,1916,3.26849658449646e-13,98103,47.6648,-122.343,1610,4300,0,1,1
230000,3,1,1250,9774.00000000002,1,7,1250,-5.6843418860808e-14,1969,-2.55795384873636e-13,98003,47.3343,-122.306,1280,8850,0,1,1
2e+06,3,2.75,3050,44867.0000000001,1,9,2330,720.000000000001,1968,4.68958205601666e-13,98040,47.5316,-122.233,4110,20336,1,4,2
285000,5,2.5,2270,6299.99999999996,2,8,2270,-2.27373675443232e-13,1995,-9.9475983006414e-14,98092,47.3266,-122.169,2240,7004.99999999997,0,0,2
252700,2,1.5,1070,9643.00000000002,1,7,1070,-2.27373675443232e-13,1985,-3.69482222595252e-13,98030,47.3533,-122.166,1220,8386,0,0,2
233000,3,2,1710,4696.99999999998,1.5,6,1710,-2.8421709430404e-13,1941,2.8421709430404e-14,98002,47.3048,-122.218,1030,4705.00000000001,0,2,5
719000,4,2.5,2570,7172.99999999996,2,8,2570,-3.41060513164848e-13,2005,-1.4210854715202e-14,98052,47.7073,-122.11,2630,6025.99999999999,0,0,2
280000,2,1.5,1190,1264.9999999999,3,7,1190,-1.30739863379858e-12,2005,-1.27897692436818e-13,98133,47.7274,-122.357,1390,1755.99999999996,0,0,2
687500,4,1.75,2330,5000,1.5,7,1510,820,1929,4.12114786740858e-13,98117,47.6823,-122.368,1460,5000.00000000001,0,1,1
535000,3,0.999999999999999,1090,2999.99999999999,1.5,8,1090,2.8421709430404e-13,1929,2.41584530158434e-13,98117,47.6889,-122.375,1570,5079.99999999998,0,1,1
322500,4,2.75,2060,6659.00000000003,1,7,1280,780.000000000001,1981,-7.105427357601e-14,98058,47.4276,-122.157,2020,8720.00000000001,0,0,2
696000.000000001,3,2.5,2300,3060.00000000004,1.5,8,1510,790.000000000001,1930,2002,98115,47.6827,-122.31,1590,3264,0,0,2
605000,4,2.5,2620,7552.99999999996,2,8,2620,-3.97903932025656e-13,1996,-9.9475983006414e-14,98056,47.5301,-122.18,2620,11884,0,0,2
309000,3,1,1280,9656.00000000002,1,6,920,360,1959,-2.8421709430404e-14,98058,47.4485,-122.175,1340,8808.00000000001,0,1,1
