price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront,view,condition
537999.999999999,3,2.25,2570,7242.00000000004,2,7,2170,400.000000000001,1951,1991,98125,47.721,-122.319,1690,7638.99999999998,0,0,1
291850,3,1.5,1060,9710.99999999998,1,7,1060,-6.82121026329696e-13,1963,-3.26849658449646e-13,98198,47.4095,-122.315,1650,9711.00000000001,0,0,1
229500,3,1,1780,7470,1,7,1050,730,1960,-1.70530256582424e-13,98146,47.5123,-122.337,1780,8113,0,0,1
4e+05,3,1.75,1370,9680.00000000001,1,7,1370,1.13686837721616e-13,1977,1.4210854715202e-14,98074,47.6127,-122.045,1370,10208,0,3,4
650000,4,3,2950,4999.99999999996,2,9,1980,970,1979,-2.70006239588838e-13,98126,47.5714,-122.375,2140,3999.99999999997,1,3,4
395000,3,2,1890,14040,2,7,1890,6.82121026329696e-13,1994,1.56319401867222e-13,98019,47.7277,-121.962,1890,14018,0,0,1
485000,4,0.999999999999999,1600,4299.99999999998,1.5,7,1600,1.70530256582424e-13,1916,0,98103,47.6648,-122.343,1610,4300,0,3,4
189000,2,1,1200,9850.00000000001,1,7,1200,3.97903932025656e-13,1921,2.1316282072803e-13,98002,47.3089,-122.21,1060,5095.00000000001,0,3,4
285000,5,2.5,2270,6299.99999999996,2,8,2270,-1.13686837721616e-12,1995,-1.56319401867222e-13,98092,47.3266,-122.169,2240,7005,0,0,1
252700,2,1.5,1070,9643.00000000002,1,7,1070,-1.70530256582424e-13,1985,5.6843418860808e-14,98030,47.3533,-122.166,1220,8386.00000000001,0,0,1
438000,3,1.75,1520,6380,1,7,790,730,1948,9.9475983006414e-14,98115,47.695,-122.304,1520,6234.99999999999,0,0,1
640000,4,2,2360,5999.99999999995,2,8,2360,5.11590769747272e-13,1904,2.8421709430404e-14,98107,47.6702,-122.362,1730,4699.99999999999,0,3,4
605000,4,2.5,2620,7552.99999999997,2,8,2620,-3.41060513164848e-13,1996,-1.84741111297626e-13,98056,47.5301,-122.18,2620,11884,0,0,1
775000,3.99999999999999,2.25,4220,24186,1,8,2600,1620,1984,-6.53699316899292e-13,98166,47.445,-122.347,2410,30617,0,0,1
861989.999999999,5,2.75,3595,5638.99999999998,2,9,3595,-5.11590769747272e-13,2014,-4.9737991503207e-13,98053,47.6848,-122.016,3625,5638.99999999999,0,0,1
685000,3,1,1570,2279.99999999997,2,7,1570,7.95807864051312e-13,1922,-9.9475983006414e-14,98119,47.6413,-122.364,1580,2639.99999999999,0,0,1
210490.000000001,3,1,990,8527.99999999999,1,6,990.000000000001,-7.95807864051312e-13,1966,1.4210854715202e-13,98023,47.3066,-122.371,1228,8840,0,0,1
785000,4,2.5,2290,13416,2,9,2290,2.27373675443232e-13,1981,-4.2632564145606e-14,98007,47.6194,-122.151,2680,13685,0,3,4
1350000,3,2.5,2753,65005.0000000001,0.999999999999999,9,2165,588,1953,-2.98427949019242e-13,98070,47.4041,-122.451,2680,72513.0000000001,1,4,5
228000,3,0.999999999999998,1190,9198.99999999999,1,7,1190,-4.54747350886464e-13,1955,-1.13686837721616e-13,98148,47.4258,-122.322,1190,9364.00000000001,0,0,1
345000,5,2.5,3150,9134.00000000002,1,8,1640,1510,1966,-2.8421709430404e-14,98056,47.4934,-122.189,1990,9132.99999999999,0,3,4
292500,4,2.5,2250,4494.99999999999,2,7,2250,-7.38964445190504e-13,2008,-4.2632564145606e-14,98042,47.3663,-122.114,2250,4499.99999999999,0,0,1
301000,3,2.5,2420,4749.99999999999,2,8,2420,-4.54747350886464e-13,2003,-1.56319401867222e-13,98042,47.3663,-122.122,2690,4750,0,0,1
