price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront,view,condition
538000,3,2.25,2570,7241.99999999998,2,7,2170,400,1951,1991,98125,47.721,-122.319,1690,7638.99999999996,0,0,2
180000,2,1,770,9999.99999999998,1,6,769.999999999998,-2.27373675443232e-13,1933,-2.55795384873636e-13,98028,47.7379,-122.233,2720,8061.99999999999,0,0,2
604000,4,3,1960,5000,1,7,1050,910.000000000001,1965,2.27373675443232e-13,98136,47.5208,-122.393,1360,5000.00000000002,0,1,1
1225000,4,4.5,5420,101930,1,11,3890,1530,2001,-4.68958205601666e-13,98053,47.6561,-122.005,4760,101930,0,0,2
291850,3,1.5,1060,9710.99999999998,1,7,1060,-2.27373675443232e-13,1963,7.105427357601e-14,98198,47.4095,-122.315,1650,9711,0,0,2
468000,2,1,1160,5999.99999999997,1,7,859.999999999999,300,1942,-1.84741111297626e-13,98115,47.69,-122.292,1330,5999.99999999999,0,3,4
2e+06,3,2.75,3050,44866.9999999999,1,9,2330,720,1968,-1.4210854715202e-13,98040,47.5316,-122.233,4110,20336,1,4,1
252699.999999999,2,1.5,1070,9643.00000000001,1,7,1070,-4.54747350886464e-13,1985,-1.70530256582424e-13,98030,47.3533,-122.166,1220,8386.00000000002,0,0,2
329000,3,2.25,2450,6500.00000000004,2,8,2450,-5.11590769747272e-13,1985,5.6843418860808e-14,98030,47.3739,-122.172,2200,6865.00000000003,0,3,4
438000,3,1.75,1520,6379.99999999997,1,7,789.999999999999,730,1948,-2.8421709430404e-14,98115,47.695,-122.304,1520,6235,0,0,2
580500,3,2.5,2320,3980.00000000005,2,8,2320,-1.13686837721616e-13,2003,9.9475983006414e-14,98027,47.5391,-122.07,2580,3980.00000000002,0,0,2
280000,2,1.5,1190,1265.00000000006,3,7,1190,5.6843418860808e-13,2005,2.55795384873636e-13,98133,47.7274,-122.357,1390,1756.00000000001,0,0,2
322500,4,2.75,2060,6659.00000000002,1,7,1280,780.000000000001,1981,2.27373675443232e-13,98058,47.4276,-122.157,2020,8720.00000000002,0,0,2
696000,3,2.5,2300,3059.99999999997,1.5,8,1510,790.000000000001,1930,2002,98115,47.6827,-122.31,1590,3263.99999999996,0,0,2
775000.000000001,4,2.25,4220,24186,1,8,2600,1620,1984,9.9475983006414e-14,98166,47.445,-122.347,2410,30617,0,0,2
210489.999999999,3,1,990,8528,1,6,990,-2.8421709430404e-13,1966,-1.13686837721616e-13,98023,47.3066,-122.371,1228,8840.00000000001,0,0,2
228000,3,1,1190,9198.99999999998,1,7,1190,-5.6843418860808e-13,1955,-7.105427357601e-14,98148,47.4258,-122.322,1190,9363.99999999999,0,0,2
585000,2,1.75,1980,8549.99999999999,1,7,989.999999999999,990.000000000001,1981,-1.4210854715202e-13,98117,47.6989,-122.369,1480,6738,0,0,2
301000,3,2.5,2420,4750.00000000005,2,8,2420,-3.97903932025656e-13,2003,2.55795384873636e-13,98042,47.3663,-122.122,2690,4750.00000000004,0,0,2
549000,3,1.75,1540,1044.00000000009,3,8,1540,5.6843418860808e-13,2014,2.27373675443232e-13,98115,47.6765,-122.32,1580,3090.00000000002,0,0,2
203999.999999999,3,1,1000,12070,1,7,1000,-3.97903932025656e-13,1968,-2.27373675443232e-13,98042,47.3621,-122.11,1010,12635,0,3,4
1040000,5,3.25,4770,50093.9999999999,1,11,3070,1700,1973,-2.41584530158434e-13,98005,47.6525,-122.16,3530,38917,0,3,4
348999.999999999,3,1.75,1790,50529,1,7,1090,700,1965,-8.5265128291212e-14,98042,47.3511,-122.073,1940,50529,0,1,1
380000,4,1.75,1760,7300.00000000001,1,7,879.999999999999,880,1956,-1.27897692436818e-13,98008,47.6034,-122.125,1680,7500,0,0,2
720000,4,2.5,3450,39683,2,10,3450,-9.66338120633736e-13,2002,-9.9475983006414e-14,98010,47.342,-122.025,3350,39750,0,0,2
356000,3,1.5,1680,8711.99999999999,1,8,1680,-4.54747350886464e-13,1964,-1.70530256582424e-13,98059,47.4811,-122.149,1850,8797.00000000001,0,0,2
