price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront,view,condition
221900,3,1,1180,5650.00000000003,1,7,1180,-1.70530256582424e-13,1955,-2.70006239588838e-13,98178,47.5112,-122.257,1340,5650.00000000002,0,0,2
1225000,4,4.5,5420,101930,0.999999999999998,11,3890,1530,2001,2.1316282072803e-13,98053,47.6561,-122.005,4760,101930,0,0,2
229500,3,1,1780,7470.00000000004,1,7,1050,730,1960,-1.98951966012828e-13,98146,47.5123,-122.337,1780,8113.00000000003,0,0,2
662500,3,2.5,3560,9795.99999999999,1,8,1860,1700,1965,-2.98427949019242e-13,98007,47.6007,-122.145,2210,8924.99999999999,0,0,2
4e+05,3,1.75,1370,9680.00000000001,1,7,1370,0,1977,-2.98427949019242e-13,98074,47.6127,-122.045,1370,10208,0,2,5
650000,4,3,2950,4999.99999999996,2,9,1980,970,1979,-1.84741111297626e-13,98126,47.5714,-122.375,2140,3999.99999999998,1,3,5
230000,3,1,1250,9774,1,7,1250,-4.54747350886464e-13,1969,2.70006239588838e-13,98003,47.3343,-122.306,1280,8850.00000000002,0,2,5
233000,3,2,1710,4696.99999999998,1.5,6,1710,-5.11590769747272e-13,1941,3.12638803734444e-13,98002,47.3048,-122.218,1030,4704.99999999998,0,1,5
719000,4,2.5,2570,7172.99999999996,2,8,2570,1.13686837721616e-13,2005,-1.27897692436818e-13,98052,47.7073,-122.11,2630,6025.99999999998,0,0,2
687500,4,1.75,2330,5000.00000000002,1.5,7,1510,820,1929,-8.5265128291212e-14,98117,47.6823,-122.368,1460,5000.00000000001,0,2,5
535000,3,1,1090,3000.00000000005,1.5,8,1090,-5.6843418860808e-13,1929,-2.8421709430404e-14,98117,47.6889,-122.375,1570,5080.00000000004,0,2,5
685000,3,1,1570,2280.00000000004,2,7,1570,-3.41060513164848e-13,1922,9.9475983006414e-14,98119,47.6413,-122.364,1580,2640.00000000003,0,0,2
309000,3,1,1280,9656.00000000004,1,6,920,360,1959,1.4210854715202e-14,98058,47.4485,-122.175,1340,8808.00000000002,0,2,5
345000,5,2.5,3150,9133.99999999996,1,8,1640,1510,1966,4.2632564145606e-14,98056,47.4934,-122.189,1990,9132.99999999998,0,2,5
6e+05,3,1.75,1410,4080.00000000004,1,7,1000,410,1950,-2.41584530158434e-13,98117,47.6808,-122.384,1410,4080.00000000002,0,2,5
549000,3,1.75,1540,1043.99999999997,3,8,1540,1.70530256582424e-13,2014,-4.68958205601666e-13,98115,47.6765,-122.32,1580,3089.99999999999,0,0,2
317625,3,2.75,2770,3809.00000000002,1.5,7,1770,1000,1925,-2.70006239588838e-13,98144,47.5747,-122.304,1440,3999.99999999999,0,1,5
975000,4,2.5,2720,11048.9999999999,2,10,2720,-1.70530256582424e-13,1989,3.26849658449646e-13,98004,47.5815,-122.192,2750,11049,0,0,2
287000,4,2.5,2240,4647.99999999992,2,7,2240,-2.27373675443232e-13,2005,3.97903932025656e-13,98001,47.3378,-122.257,2221,4556.99999999996,0,0,2
204000,3,1,1000,12070,1,7,1000,-1.70530256582424e-13,1968,5.6843418860808e-14,98042,47.3621,-122.11,1010,12635,0,2,5
571000,4,2,2750,7807.00000000002,1.5,7,2250,500,1916,-1.4210854715202e-14,98125,47.7168,-122.287,1510,7807,0,1,5
349000,3,1.75,1790,50529,1,7,1090,700,1965,3.5527136788005e-13,98042,47.3511,-122.073,1940,50529,0,1,5
355000,2,1,2020,6720.00000000005,1,7,1010,1010,1948,-4.54747350886464e-13,98118,47.5474,-122.291,1720,6720.00000000003,0,0,2
356000,3,1.5,1680,8712,1,8,1680,-1.70530256582424e-13,1964,4.2632564145606e-14,98059,47.4811,-122.149,1850,8797.00000000001,0,0,2
305000,5,2.25,2660,8399.99999999994,1.5,7,2660,-3.97903932025656e-13,1961,4.40536496171262e-13,98092,47.2909,-122.189,1590,8164.99999999997,0,1,5
215000,2,2.25,1610,2039.99999999999,2,7,1610,0,1979,-1.27897692436818e-13,98056,47.518,-122.194,1950,2024.99999999999,0,2,5
243500,4,2.5,1980,7402.99999999994,2,7,1980,-5.6843418860808e-13,1988,4.83169060316868e-13,98023,47.2897,-122.372,1980,7509.99999999996,0,0,2
430000,3,1.5,1580,5000.00000000004,1,8,1290,290,1939,-1.84741111297626e-13,98117,47.687,-122.386,1570,4500.00000000003,0,0,2
247500,3,1.75,1960,15681,1,7,1960,-3.41060513164848e-13,1967,1.98951966012828e-13,98032,47.3576,-122.277,1750,15616,0,0,2
199000,4,1.5,1160,6399.99999999997,1,7,1160,-6.82121026329696e-13,1975,3.26849658449646e-13,98023,47.3036,-122.378,1160,6400,0,2,5
437500,3,2.5,2320,36847,2,9,2320,9.66338120633736e-13,1992,1.56319401867222e-13,98045,47.4838,-121.714,2550,35065,0,3,5
699950,3,2.25,2190,107593,2,8,2190,2.8421709430404e-13,1983,9.9475983006414e-14,98077,47.7731,-122.08,2570,47777,0,2,5
1088000,3,2.5,2920,8113.00000000001,2,8,2920,-7.95807864051312e-13,1950,2010,98004,47.5814,-122.196,2370,8113.00000000001,0,0,2
460000,3,1,1670,4005.00000000005,1.5,7,1170,500,1939,-3.5527136788005e-13,98117,47.6878,-122.38,1240,4005.00000000003,0,2,5
188500,2,1.75,1240,2493.00000000001,1,8,1240,-1.70530256582424e-13,1985,-5.54223333892878e-13,98198,47.3813,-122.322,1270,4966.00000000001,0,2,5
597750,4,2.5,2310,9623.99999999995,2,8,2310,-1.70530256582424e-13,1984,1.70530256582424e-13,98027,47.5386,-122.053,1940,9635.99999999997,0,0,2
329950,3,1.75,2080,5969.00000000003,1,7,1080,1000,1971,-3.41060513164848e-13,98108,47.5474,-122.295,2090,5500.00000000001,0,3,5
740499.999999999,3,3.5,4380,6350.00000000002,2,8,2780,1600,1900,1999,98117,47.6981,-122.368,1830,6349.99999999999,0,0,2
205425,2,1,880.000000000001,6780.00000000006,1,6,880.000000000001,-5.6843418860808e-14,1945,-3.12638803734444e-13,98178,47.5009,-122.248,1190,6780.00000000002,0,2,5
171800,4,2,1570,9600.00000000002,1,6,1570,-2.8421709430404e-13,1950,1.70530256582424e-13,98168,47.4965,-122.303,1880,9000,0,0,2
395000,2,1,770.000000000001,6000.00000000007,1,6,770.000000000001,-1.70530256582424e-13,1953,-2.70006239588838e-13,98117,47.6999,-122.364,1710,6000.00000000004,0,0,2
445000,4,1.75,2100,4400.00000000001,1.5,7,1720,380,1924,2.98427949019242e-13,98118,47.5299,-122.266,1850,4400.00000000001,0,1,5
660500,4,2.25,2010,9602.99999999999,1,8,1440,570,1986,0,98027,47.5343,-122.054,2060,9792.99999999999,0,0,2
784000,3,3.5,3950,111078,1.5,9,2460,1490,1989,-4.40536496171262e-13,98052,47.697,-122.072,2480,88500,0,0,2
453246,3,2.5,2010,2286.99999999995,2,8,1390,620.000000000001,2014,-3.5527136788005e-13,98029,47.5517,-121.998,1690,1661.99999999997,0,0,2
519950,3,2.25,1170,1248.99999999997,3,8,1170,5.6843418860808e-14,2014,-3.5527136788005e-13,98107,47.6722,-122.381,1350,1309.99999999999,0,0,2
527700,5,2.5,2820,9374.99999999996,1,8,1550,1270,1968,2.1316282072803e-13,98006,47.5707,-122.128,2820,9374.99999999998,0,2,5
205000,3,1,1610,8579.00000000002,1,7,1010,600,1962,-1.4210854715202e-14,98058,47.4563,-122.171,1610,8579.00000000001,0,2,5
5e+05,4,2.25,2030,8516.99999999999,1,8,1380,650,1961,2.41584530158434e-13,98006,47.5495,-122.174,2230,8824.00000000001,0,2,5
511000,3,1,1430,3455.00000000005,1,7,980.000000000001,450,1947,-2.8421709430404e-13,98103,47.6873,-122.336,1450,4599.00000000004,0,0,2
532170,3,2,1360,3089.99999999999,2,8,1360,-1.70530256582424e-13,1990,-4.12114786740858e-13,98103,47.6838,-122.353,1500,3090,0,0,2
