price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,waterfront,view,condition
287663.476572156,2.60243405639631,1.33281072754926,1051.20038125384,7225.92677017704,1.23764248476552,6.55749391440068,918.316335134545,132.884046119293,1951.41787458507,49.3724926197287,98115.1568851864,47.5953898646129,-122.30797428953,1301.22985612572,6773.96855651924,0,0,2
797644.335571713,3.32377192955774,2.25103438353659,2217.10890292224,9454.98718978095,1.96245394901177,7.75933075840745,2107.15182941891,109.957073503328,1929.72602979762,1719.90882796763,98139.4293084602,47.5379753402085,-122.390640622712,1770.7712595133,7933.49626146496,0,0,2
403276.551494931,3.12560161659345,1.51150963181242,1494.99245836728,6469.05728975028,0.934255008554952,6.72152094408949,947.4359664878,547.55649187948,1944.46106561626,-4.65618563330843,98106.7218975485,47.5955511774934,-122.306642074291,1534.14896759131,6528.49497395593,0,0,2
742436.912479147,4.5604076676163,2.50240527332563,3030.15798432696,14370.8471332105,0.779598611624317,7.95741190035645,1826.12744156078,1204.03054276619,1960.32866184359,-130.162657345126,98046.1445525244,47.5375366859027,-122.179841346155,2510.7684777479,13133.167452855,0,0,2
277133.176463058,2.96023948170689,1.68773093484065,1445.56850342613,17222.4470054602,1.3310824200063,6.96901273098965,1330.55733136084,115.011172065283,1973.73617681521,-128.761494255759,98066.5643732087,47.5211092296169,-122.183758936753,1645.99160861456,14344.541528934,0,0,2
617029.754407262,3.26282212460831,1.85649141901524,1883.11872801835,-1674.00944222031,1.2949651126391,7.33547084998387,1383.44671796439,499.672010053958,1944.38353167038,273.497723479871,98127.7931890153,47.6429783391248,-122.353378527732,1729.57746642962,833.947314120556,0,0,2
899657.4519247,3.97866794090438,2.66754416124597,2888.687325971,-8718.69684976286,1.63706276978935,8.57584689470176,2238.94508780739,649.742238163611,1969.14956605465,73.551031790204,98103.0940927971,47.6652265867359,-122.285283161986,2420.681306928,-3109.24544072664,1,4,5
14555.1269078311,2.87017685638529,1.28412529130331,926.765805717077,15023.7709457922,0.988913719485367,6.02733880615938,816.224211809091,110.541593907976,1959.25953283927,211.988425050096,98047.8483781878,47.396222228681,-122.170351171708,1250.36634675432,13433.9023949952,0,0,2
72815.9359882098,3.0429964021128,1.50030712260237,1155.90076503089,7398.48293793184,1.1067164355961,6.3562011751622,1029.29720744125,126.603557589636,1968.55458848312,96.8298210032783,98040.9495632426,47.4058163797846,-122.151849421376,1418.76062352893,8679.95670437989,0,0,2
39194.5837184693,2.84114815345863,1.47594457767525,1041.60630514822,12001.0895060631,1.25058356213972,6.40799420233421,1087.25645612323,-45.6501509750231,1976.37502056182,-7.95874715111874,98039.9957613066,47.4151956671626,-122.134270574405,1399.16828704276,11625.5324792373,0,0,2
108591.843097273,3.19677533847922,1.68425881357232,1324.3206261307,1371.29077483203,1.25049674235678,6.55104773224041,1237.31682811307,87.0037980176183,1971.88254112789,273.077900141592,98033.6967236107,47.3776245669105,-122.140122105461,1506.8134028961,5007.64439890984,0,0,2
801586.605426959,3.34440629358657,2.08285874447398,2233.46858611581,5492.28553734367,1.45138163729481,7.86738911383957,1684.34664705873,549.121939057087,1946.81589375673,202.566997404647,98142.7266127169,47.7135883875016,-122.37299456186,1963.30330780488,5080.73973158729,0,0,2
421066.997128817,2.07306141130105,1.71905496453712,1079.14544825609,-8723.35489835892,2.28417400397631,7.55032091641795,1643.47672422942,-564.331275973337,1984.08384538874,-86.5980865025594,98142.4236444988,47.7054737184623,-122.321076945622,1441.46273258271,-4234.31170591126,0,0,2
697822.970064097,3.49162643242707,1.91588484233385,2112.82891018945,528.643975874078,1.09536179853553,7.45114043660368,1357.37360988018,755.455300309276,1940.74819462899,102.462795175591,98129.4340785098,47.674802462783,-122.361218958465,1866.0472531147,2209.69888840291,0,0,2
101068.44335383,3.39749800907651,1.58159273008339,1367.90404078655,345.022602386794,0.878583025807221,6.34093384243374,975.417741446275,392.486299340266,1964.11005340059,75.6998094733428,98031.1857278196,47.3867983802315,-122.147887312517,1513.87402045272,4404.45304327804,0,0,2
688969.698147729,3.58921753438519,2.80065043213381,2722.22609161902,24077.6208709952,2.13609893843381,8.82986248611379,2723.91668978006,-1.69059816104584,2010.73055282693,-190.7073625429,98043.8100557073,47.5625478271656,-122.092384745733,2556.91431502174,19295.489104383,0,0,2
932400.241263425,3.75050220944543,2.37640060586746,2963.95660348028,84249.5360927853,1.22966563147203,8.34657064153563,2211.12120514054,752.835398339745,1951.73983548798,232.820969359217,98091.4568569313,47.6362461151721,-122.218400673431,2523.17415716371,57003.4299392339,1,4,5
237374.093878286,2.66291319932578,1.32192050082196,1028.59673625623,8353.60930480145,1.18601936099109,6.4413288947488,894.721023801922,133.875712454306,1951.62336004811,120.322384016525,98102.9534960589,47.5540558218457,-122.28506901362,1283.30975980862,7805.3099368971,0,0,2
554755.541529507,3.11969654878228,1.648507751843,1714.24641493697,7630.27056142643,1.05782055278149,7.14164394425941,1123.36651927122,590.879895665745,1946.71881388934,-178.95529018049,98126.994381457,47.6824124993308,-122.339675034427,1689.99625468935,6763.86784257657,0,0,2
850596.029448715,3.49036090688854,2.70784570437393,2674.63049048021,1393.71414101082,2.15601331293791,8.83234336366567,2542.89346734793,131.737023132284,1988.52391002458,35.9770556989978,98102.4547706914,47.6739136830523,-122.246506135842,2393.47725315649,3348.04624477498,0,0,2
356056.086840271,3.60244252627978,2.44049978420235,2131.40959561479,-3504.9176248521,1.825234232393,7.81787525899593,2151.36140620188,-19.9518105870941,2002.70967785055,73.124949524712,98016.1346979974,47.4142875272344,-122.07283219585,2111.05791198744,2258.69769021268,0,0,2
671155.459739757,3.47297200751358,2.02988155589879,2217.25316435435,22931.1385164592,1.22596189570799,7.62505430764115,1620.4042066699,596.848957684452,1952.27988934444,115.440556163222,98104.1695879301,47.6253827047293,-122.282804568795,2004.54329433138,17213.625753613,1,4,5
652675.468073001,3.08188654200658,2.23042140488272,2070.47894022523,9141.63224848778,1.94865999534269,8.0552353389459,2054.93974282585,15.5391973993735,1975.34020097543,195.882471221584,98108.2095183906,47.6339806852021,-122.266126700867,1986.25810955571,8201.1539525225,0,0,2
555631.460831903,2.56653567548671,2.1466975620176,1651.00563184605,-9628.39281523928,2.37143749739805,8.10262674247279,2071.07819120607,-420.07255936002,1992.79382956634,-50.6182882466923,98121.5080430871,47.6809584577122,-122.275769306165,1804.5633902095,-4284.36502275274,0,0,2
