school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,20,R,GT3,A,2,2,health,other,reputation,mother,2,4,3,no,yes,yes,no,yes,yes,yes,no,1,2,4,1,1,2,25,3,2,12
GP,F,20,R,GT3,T,2,1,services,services,reputation,father,3,2,0,no,yes,no,no,yes,yes,yes,no,4,3,1,1,2,1,1,13,14,15
GP,M,17,R,GT3,A,4,3,health,teacher,course,mother,1,4,0,no,yes,no,no,yes,yes,no,no,1,1,5,1,4,5,0,12,18,7
GP,M,16,U,GT3,A,4,3,services,services,course,mother,2,4,2,no,no,yes,no,no,yes,no,no,2,2,3,1,3,4,8,13,8,5
GP,F,19,U,GT3,A,4,3,services,health,course,other,2,4,0,no,no,yes,no,no,yes,no,no,5,5,1,2,2,5,8,15,6,19
GP,M,18,R,GT3,A,2,2,teacher,teacher,course,mother,4,4,0,no,no,yes,no,yes,yes,no,yes,2,1,2,1,2,4,8,11,8,2
GP,F,17,R,GT3,A,2,4,other,health,course,father,1,4,0,no,no,no,no,yes,yes,no,no,1,3,1,1,1,5,9,6,19,18
GP,M,16,U,GT3,A,2,2,services,other,home,mother,1,4,0,no,yes,yes,no,no,yes,no,no,2,2,3,1,3,3,1,19,10,7
GP,F,17,U,GT3,A,2,2,other,health,other,father,1,4,2,no,yes,no,no,yes,yes,no,no,1,1,2,1,1,5,0,9,18,18
GP,F,19,U,GT3,T,2,0,services,other,other,other,1,4,2,no,yes,no,no,no,no,no,no,2,1,1,1,3,5,15,9,8,19
GP,M,18,U,GT3,A,4,4,teacher,health,course,mother,4,4,1,no,no,no,no,yes,yes,yes,no,1,1,4,1,4,4,7,8,19,19
GP,F,15,R,GT3,T,2,0,teacher,services,course,mother,1,1,0,no,yes,no,no,no,yes,no,no,3,1,2,1,2,5,0,9,8,5
GP,F,16,U,GT3,A,4,3,other,teacher,home,mother,1,1,2,no,no,no,yes,yes,yes,no,no,4,4,3,1,4,2,9,13,15,17
GP,M,16,R,GT3,A,4,4,health,teacher,reputation,mother,1,4,0,no,yes,no,no,yes,no,yes,no,1,1,5,1,4,3,0,16,18,3
GP,F,19,R,GT3,T,4,2,services,other,other,mother,4,4,2,no,no,no,no,no,yes,yes,no,4,5,1,1,1,2,7,6,11,19
GP,F,21,U,GT3,A,2,3,services,other,reputation,mother,4,1,0,no,yes,yes,no,yes,yes,no,yes,3,5,4,5,4,5,9,8,1,12
GP,M,20,U,GT3,A,2,0,health,health,other,mother,4,1,0,yes,yes,no,no,yes,yes,no,no,2,1,5,4,1,4,26,15,18,11
GP,F,16,R,GT3,T,4,4,health,teacher,course,father,1,4,1,no,yes,no,no,yes,yes,yes,no,1,1,4,1,1,4,32,6,19,10
GP,M,17,R,GT3,T,1,2,services,services,reputation,mother,1,2,0,no,no,no,no,no,yes,no,no,4,4,1,1,3,5,0,15,6,11
GP,M,16,U,GT3,T,1,4,other,teacher,reputation,mother,4,2,2,no,no,no,no,yes,yes,yes,yes,5,4,3,1,4,5,7,17,6,11
GP,F,17,U,GT3,T,4,3,services,health,other,mother,1,2,0,no,no,no,no,no,yes,yes,no,2,3,3,1,1,3,7,16,11,12
GP,M,16,U,GT3,A,0,2,services,at_home,reputation,mother,1,4,2,no,no,no,no,no,yes,no,no,2,1,4,1,1,5,0,13,4,4
GP,F,16,R,GT3,T,2,2,teacher,health,reputation,other,1,4,2,no,no,no,no,no,yes,no,no,1,3,2,1,1,5,11,6,10,8
GP,M,21,R,GT3,A,1,2,teacher,at_home,reputation,mother,4,1,2,no,yes,no,no,yes,yes,no,no,5,1,2,3,1,5,7,6,12,15
GP,F,20,R,GT3,A,2,2,services,health,reputation,mother,1,4,2,no,no,no,no,no,yes,no,no,2,1,2,1,1,5,9,6,6,18
GP,F,16,U,GT3,T,4,2,services,health,course,other,1,4,0,no,no,yes,no,no,yes,no,no,3,5,2,1,1,4,8,15,9,19
GP,M,20,R,GT3,T,2,2,services,other,reputation,other,1,3,3,no,yes,no,no,no,yes,no,no,2,1,2,1,1,5,9,4,2,1
GP,F,15,U,GT3,A,1,3,other,other,reputation,other,1,2,0,no,yes,no,no,yes,yes,no,no,5,1,2,2,2,5,0,11,10,16
MS,M,20,U,GT3,A,0,2,other,health,course,mother,4,2,3,no,no,yes,yes,yes,yes,no,no,5,5,4,2,4,5,8,6,4,7
GP,F,17,U,GT3,T,2,2,services,health,home,other,1,4,0,no,no,no,no,no,yes,no,no,2,1,2,1,1,4,24,16,11,18
GP,F,21,R,GT3,A,3,2,health,teacher,other,father,2,4,2,no,yes,no,yes,yes,yes,yes,no,1,1,4,1,1,5,25,6,16,1
GP,M,15,R,GT3,A,2,1,other,health,course,mother,4,4,1,no,no,no,no,yes,yes,yes,no,1,4,2,1,4,4,2,8,18,18
GP,M,17,R,GT3,T,1,2,services,health,reputation,mother,2,4,0,no,yes,no,no,no,yes,no,no,2,4,3,1,1,1,7,6,8,0
GP,F,21,U,GT3,T,4,3,services,health,reputation,other,1,1,2,no,yes,no,no,no,yes,no,no,4,1,5,2,3,5,1,17,4,17
GP,F,18,U,GT3,T,4,4,services,services,other,other,1,4,2,no,no,no,no,no,yes,no,no,2,5,2,1,1,5,2,15,11,19
GP,F,15,U,GT3,A,2,2,teacher,health,reputation,mother,2,4,0,no,no,no,yes,yes,yes,yes,no,1,1,5,1,1,3,9,17,16,19
GP,M,16,U,GT3,A,2,3,services,services,home,mother,4,4,1,no,yes,yes,no,no,yes,no,no,2,3,2,1,4,3,1,12,10,10
GP,M,16,U,GT3,A,4,4,services,teacher,course,mother,1,4,2,no,no,no,yes,yes,yes,no,no,1,4,2,1,1,5,9,17,18,9
GP,F,18,U,LE3,A,4,2,other,other,reputation,other,1,4,0,no,yes,no,no,no,yes,no,no,3,3,4,1,1,3,7,17,18,11
