school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,15,U,GT3,T,0,4,teacher,at_home,course,other,1,4,1,no,yes,no,yes,yes,no,yes,no,5,5,4,4,5,4,29,7,1,18
MS,M,22,U,GT3,T,2,2,other,health,other,father,3,1,0,no,no,no,no,yes,yes,yes,yes,4,4,4,1,4,5,20,8,13,9
GP,F,21,U,LE3,A,1,0,services,at_home,course,father,3,2,1,no,yes,no,no,yes,yes,yes,no,3,3,5,1,5,2,3,17,2,12
MS,M,16,U,GT3,T,3,4,at_home,at_home,course,mother,1,4,3,no,no,no,yes,yes,yes,yes,no,4,2,5,1,2,3,1,13,14,15
GP,M,18,R,GT3,T,2,3,at_home,other,other,mother,2,2,3,no,yes,no,yes,yes,no,yes,no,2,5,2,1,1,5,0,5,16,15
MS,F,17,U,GT3,T,2,2,at_home,health,reputation,mother,1,4,2,no,no,no,no,yes,no,yes,no,2,5,5,1,5,4,0,7,17,19
GP,M,16,U,LE3,T,3,0,health,other,course,father,3,4,0,no,yes,no,no,yes,yes,yes,no,4,4,4,1,3,5,25,13,15,11
GP,F,16,U,LE3,A,3,0,teacher,services,course,father,1,4,1,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,5,27,13,17,13
GP,F,15,U,GT3,T,3,2,services,other,reputation,mother,1,3,0,no,yes,yes,yes,no,yes,yes,no,4,4,3,2,4,5,1,13,6,11
MS,M,18,R,GT3,T,4,2,at_home,health,home,father,1,4,2,no,no,no,no,yes,no,yes,no,3,5,2,1,1,5,0,7,15,14
GP,M,21,R,GT3,T,4,0,at_home,health,reputation,father,2,4,0,no,yes,no,no,yes,no,yes,no,3,5,2,1,1,1,0,13,17,13
MS,M,18,U,LE3,A,3,4,at_home,teacher,reputation,mother,4,4,2,no,yes,no,no,yes,yes,yes,no,3,5,2,5,5,1,4,4,12,18
GP,F,18,R,LE3,A,2,4,teacher,health,course,mother,4,4,3,yes,yes,no,no,yes,no,yes,no,5,1,1,3,1,5,2,6,18,6
GP,F,16,R,GT3,T,1,3,teacher,health,course,father,3,2,0,no,yes,no,no,yes,no,no,no,5,4,5,1,4,1,19,11,3,18
GP,M,16,U,GT3,A,1,3,at_home,services,course,mother,1,4,1,no,yes,no,yes,yes,yes,yes,no,4,2,2,4,2,4,24,10,18,19
GP,M,18,R,GT3,T,4,0,other,other,course,mother,1,2,1,no,no,no,no,yes,yes,yes,yes,5,2,5,1,4,2,22,12,0,11
MS,F,22,U,LE3,T,2,0,teacher,teacher,other,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,4,3,4,1,4,4,26,7,13,8
MS,F,17,U,LE3,T,4,3,other,at_home,reputation,father,3,2,1,no,no,no,yes,yes,yes,yes,no,5,3,4,1,4,5,8,15,11,19
MS,M,17,U,GT3,T,3,2,other,health,reputation,other,2,2,1,no,no,no,no,yes,yes,yes,no,4,5,4,1,1,4,0,9,15,11
GP,M,18,R,GT3,A,2,3,at_home,health,reputation,father,4,4,3,no,yes,no,no,yes,no,yes,no,3,5,1,2,5,1,1,4,3,10
MS,F,18,U,GT3,T,2,2,at_home,teacher,reputation,mother,1,4,2,no,no,no,no,yes,no,yes,no,2,5,3,1,5,4,0,5,18,18
GP,M,16,U,LE3,T,0,0,services,at_home,course,mother,1,4,0,no,yes,no,yes,yes,no,yes,no,4,4,4,1,5,4,25,16,13,13
GP,M,18,U,GT3,T,2,4,other,health,reputation,father,4,4,2,no,yes,no,no,yes,no,yes,no,2,5,2,5,5,1,0,5,15,10
GP,F,21,R,LE3,A,1,0,other,other,course,other,1,4,1,no,yes,no,no,yes,yes,yes,no,2,1,2,1,1,1,5,12,16,4
GP,F,18,U,LE3,A,1,3,other,at_home,course,mother,4,2,2,no,yes,no,no,yes,yes,yes,no,5,5,2,2,5,1,6,15,1,19
