school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,16,R,GT3,A,4,0,at_home,teacher,home,father,2,2,1,yes,no,no,no,yes,yes,no,no,4,5,1,1,5,2,29,14,1,11
GP,F,18,R,GT3,T,3,3,teacher,at_home,course,father,1,3,3,no,no,yes,yes,yes,no,yes,no,5,5,1,4,4,4,1,14,4,10
GP,M,16,U,GT3,A,4,3,services,other,course,father,2,2,0,yes,no,yes,no,yes,no,no,no,3,4,5,1,1,2,13,14,10,9
GP,M,15,R,LE3,A,4,1,at_home,teacher,other,father,2,3,1,yes,yes,yes,yes,yes,yes,no,no,4,5,2,2,5,2,32,14,8,13
GP,F,17,U,GT3,A,4,3,at_home,at_home,course,father,1,4,0,yes,no,no,yes,yes,yes,no,no,4,5,2,1,2,1,2,17,10,13
GP,M,17,U,LE3,A,4,3,other,other,other,father,2,2,0,no,no,yes,no,no,yes,yes,no,2,3,1,2,2,2,2,12,14,11
GP,F,20,U,GT3,A,4,4,teacher,health,other,other,1,4,3,yes,no,no,no,no,no,no,no,5,2,1,1,5,4,27,14,17,12
MS,F,19,R,GT3,T,0,0,other,at_home,other,other,2,3,0,no,no,yes,no,yes,yes,yes,no,1,1,3,2,3,4,2,12,12,7
GP,F,16,U,GT3,T,3,3,teacher,health,course,other,2,4,1,yes,yes,yes,no,yes,no,yes,yes,1,4,2,1,2,5,3,14,10,1
GP,M,19,U,LE3,T,2,4,at_home,at_home,course,other,2,1,1,yes,no,yes,no,no,yes,no,yes,4,1,4,1,5,4,16,14,8,18
GP,M,20,U,GT3,T,4,3,services,at_home,other,father,1,2,3,yes,yes,yes,no,no,no,yes,no,4,2,2,1,1,4,0,14,17,12
GP,M,16,U,GT3,A,4,4,other,at_home,course,other,1,3,3,yes,no,no,no,no,no,yes,no,5,2,1,1,3,4,3,14,14,18
GP,M,16,R,GT3,A,3,1,services,health,course,father,2,2,0,yes,no,yes,yes,yes,yes,yes,no,2,5,4,1,1,2,1,14,12,4
GP,M,17,U,GT3,A,3,1,services,at_home,other,father,1,1,3,yes,yes,yes,yes,yes,yes,no,no,1,4,1,1,4,4,1,14,12,11
GP,F,16,U,GT3,T,1,1,other,at_home,home,other,2,2,0,no,yes,yes,no,yes,no,yes,no,2,1,1,2,5,4,1,12,12,14
GP,M,16,R,LE3,A,3,3,services,health,home,father,1,4,0,no,yes,no,no,yes,no,yes,no,1,4,3,5,4,1,10,14,12,13
GP,M,16,U,GT3,A,3,3,services,health,course,father,1,2,0,yes,no,no,no,yes,yes,no,yes,2,4,5,2,1,4,0,15,12,9
GP,F,21,U,GT3,A,1,1,services,health,course,other,1,4,1,no,yes,yes,yes,yes,yes,no,no,4,4,5,2,1,4,32,16,8,14
GP,F,16,U,GT3,T,4,1,other,other,other,other,2,1,3,no,yes,yes,no,no,no,yes,yes,4,1,5,5,1,4,12,12,18,7
GP,F,16,R,GT3,A,3,3,services,services,course,father,2,2,0,yes,no,yes,yes,yes,no,no,no,1,5,5,5,4,4,10,15,9,10
GP,M,16,U,LE3,A,3,0,at_home,at_home,course,father,1,1,0,yes,yes,yes,no,yes,yes,no,yes,3,2,5,2,1,1,19,5,10,8
GP,M,16,R,GT3,A,0,1,services,health,other,father,2,1,1,no,yes,no,yes,yes,no,yes,no,4,1,5,4,1,2,25,12,10,5
GP,F,16,U,LE3,T,0,3,services,health,course,father,1,4,0,no,yes,no,yes,yes,yes,yes,no,5,2,2,1,2,1,3,18,16,12
GP,F,15,R,GT3,T,3,1,services,health,course,father,1,2,0,yes,no,yes,no,no,yes,yes,no,2,4,2,2,1,4,3,14,12,9
MS,F,17,U,GT3,A,0,0,at_home,other,other,other,1,1,0,yes,yes,no,no,yes,yes,yes,no,4,4,2,2,2,1,8,12,14,12
