school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,17,R,LE3,A,0,3,teacher,health,other,father,1,2,0,no,no,no,no,no,no,yes,yes,5,2,1,5,1,2,0,12,17,16
MS,F,17,U,GT3,A,0,3,teacher,health,other,father,2,1,1,yes,yes,yes,no,no,no,no,no,3,5,2,2,2,4,0,12,13,12
MS,M,15,R,GT3,A,1,0,other,other,other,father,4,2,2,yes,no,yes,no,yes,no,no,no,4,2,3,5,2,1,0,1,11,12
MS,F,15,R,LE3,T,4,2,other,at_home,course,mother,4,2,0,no,no,no,no,no,yes,yes,no,3,1,1,1,1,2,3,18,17,13
GP,F,21,R,LE3,A,3,4,teacher,at_home,reputation,mother,2,1,3,no,yes,no,no,no,yes,no,no,4,1,2,2,5,1,4,18,10,10
MS,F,21,R,GT3,A,3,3,other,services,home,father,1,2,1,yes,yes,no,no,no,yes,yes,yes,4,3,1,1,2,5,1,13,17,1
GP,M,16,R,GT3,T,0,1,health,at_home,reputation,other,1,2,0,no,no,yes,no,yes,no,no,yes,2,1,1,5,5,1,27,10,4,12
GP,M,17,U,GT3,T,3,3,services,at_home,other,mother,4,2,0,no,no,yes,yes,no,no,yes,yes,2,2,2,4,2,1,0,10,3,19
GP,M,15,U,GT3,A,3,3,other,other,reputation,mother,1,1,3,yes,no,yes,yes,yes,no,no,yes,3,4,1,4,1,1,1,13,15,10
GP,M,21,U,GT3,T,0,2,other,at_home,course,other,4,1,1,yes,yes,no,no,yes,no,yes,yes,4,2,1,5,3,4,0,11,3,12
GP,M,18,U,LE3,A,3,3,other,services,other,mother,1,1,0,no,yes,yes,no,no,no,yes,yes,4,4,2,3,3,4,11,0,8,10
MS,M,21,R,LE3,T,3,3,teacher,teacher,home,other,2,4,3,no,no,yes,yes,yes,no,no,no,1,1,5,1,1,4,1,18,15,10
GP,F,15,R,LE3,T,0,3,other,health,reputation,other,3,4,0,yes,yes,no,no,yes,no,yes,no,5,2,1,5,3,1,0,13,17,14
MS,M,15,R,GT3,T,0,3,other,other,reputation,mother,2,2,3,yes,no,yes,no,yes,no,no,yes,1,4,2,1,2,1,31,8,6,5
GP,M,15,R,LE3,T,3,3,teacher,at_home,home,other,2,2,0,no,yes,no,yes,no,no,no,no,3,2,1,1,5,4,23,18,19,3
MS,F,20,U,GT3,A,4,0,other,other,other,mother,1,2,0,yes,no,yes,no,yes,yes,yes,yes,3,1,4,4,2,4,0,1,6,17
MS,F,16,R,GT3,A,0,3,other,at_home,course,mother,1,2,0,no,yes,no,no,yes,no,no,no,4,1,1,1,2,2,5,1,12,1
GP,F,15,U,LE3,A,3,3,other,at_home,home,father,1,2,2,yes,no,yes,no,no,no,yes,yes,4,2,4,1,3,4,1,19,15,10
