school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,20,U,LE3,T,2,4,services,teacher,other,father,1,1,0,no,no,yes,no,yes,yes,yes,yes,4,1,3,1,2,5,1,15,11,18
GP,F,16,U,LE3,T,2,4,at_home,teacher,reputation,mother,3,2,0,yes,yes,no,no,yes,yes,yes,yes,4,4,2,2,5,1,8,11,17,15
GP,F,15,U,LE3,T,3,4,at_home,services,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,3,3,1,3,1,18,16,15
GP,F,15,R,LE3,T,4,4,other,teacher,other,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,no,2,5,4,1,1,2,2,13,13,3
GP,F,16,R,GT3,T,0,4,other,services,home,other,1,2,0,no,yes,no,yes,yes,no,yes,no,2,4,4,5,2,2,1,18,8,2
GP,F,16,R,GT3,T,3,3,other,services,course,other,1,1,0,no,yes,no,yes,yes,yes,yes,no,5,4,5,1,1,3,9,18,12,11
GP,F,16,U,GT3,T,2,4,services,teacher,course,other,1,1,0,yes,yes,yes,no,yes,yes,yes,yes,2,4,3,5,5,1,9,17,6,15
MS,M,20,U,LE3,T,1,2,services,services,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,yes,4,3,4,1,1,1,1,18,4,18
GP,F,20,R,LE3,T,2,4,other,services,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,2,3,9,18,8,10
GP,M,15,U,LE3,T,2,4,teacher,services,other,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,4,26,18,8,12
GP,F,16,U,LE3,T,0,3,other,teacher,reputation,mother,1,3,0,yes,yes,yes,yes,yes,no,no,no,1,4,3,4,5,3,1,7,8,5
MS,M,15,U,GT3,T,2,2,health,other,course,other,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,2,1,1,5,0,8,9,8
MS,M,20,U,LE3,T,0,3,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,5,1,1,5,3,8,11,10,17
MS,F,16,R,LE3,T,2,2,teacher,services,reputation,mother,4,2,0,yes,yes,yes,no,yes,yes,yes,yes,5,5,4,1,5,5,26,10,16,12
GP,F,16,U,GT3,T,2,3,health,services,course,other,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,4,3,1,5,3,8,17,4,16
GP,F,21,U,GT3,T,4,3,services,teacher,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,2,3,1,2,5,0,18,12,18
GP,M,15,U,LE3,T,3,4,health,health,course,other,3,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,2,1,5,1,5,12,8
GP,F,15,U,LE3,T,2,4,other,services,reputation,mother,4,2,0,no,yes,no,yes,yes,yes,yes,no,2,4,2,5,2,4,2,13,18,14
MS,F,20,R,LE3,T,1,3,other,teacher,reputation,mother,4,2,0,no,yes,yes,yes,yes,yes,yes,no,4,2,4,1,2,1,8,18,16,11
GP,F,15,U,LE3,T,2,2,other,teacher,reputation,other,4,2,0,yes,no,no,yes,yes,yes,yes,no,1,3,3,1,5,4,11,17,16,14
GP,F,21,R,LE3,T,0,2,health,health,reputation,other,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,5,3,1,5,3,1,18,11,12
GP,M,16,U,GT3,T,2,4,services,services,course,other,1,2,1,no,yes,yes,yes,yes,yes,yes,no,5,5,2,1,1,3,5,18,10,16
