school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,16,R,GT3,A,1,1,at_home,teacher,course,other,1,1,1,no,no,no,no,no,yes,yes,yes,1,5,5,1,1,4,2,11,10,0
GP,M,17,R,GT3,T,1,1,other,teacher,home,mother,1,2,0,no,no,no,no,no,yes,yes,no,4,4,4,1,2,1,2,12,12,16
GP,F,16,U,GT3,A,1,0,at_home,health,course,mother,1,2,3,no,no,yes,no,no,no,yes,no,1,5,2,1,1,5,0,17,14,11
GP,M,15,R,GT3,T,3,4,other,services,other,mother,4,1,1,no,yes,no,yes,yes,no,no,no,1,3,1,1,1,5,0,9,10,0
MS,M,15,R,GT3,T,0,4,teacher,health,home,other,4,1,1,yes,yes,yes,yes,yes,no,no,no,2,1,5,1,1,3,25,18,10,0
GP,F,19,R,GT3,A,3,1,teacher,health,course,mother,1,2,1,yes,yes,yes,no,yes,yes,yes,yes,1,2,3,1,2,2,7,10,10,18
GP,M,18,U,GT3,T,1,1,at_home,teacher,home,mother,1,4,3,yes,yes,yes,yes,yes,yes,yes,no,3,5,5,2,4,4,0,10,12,8
GP,F,15,R,GT3,T,3,3,teacher,teacher,reputation,father,1,2,0,no,no,yes,yes,no,yes,yes,no,5,1,1,1,2,4,3,12,14,13
GP,F,20,U,GT3,T,1,2,other,health,home,other,2,2,0,no,no,yes,yes,no,no,no,no,5,3,5,2,2,1,0,10,16,10
GP,F,15,R,GT3,T,4,0,teacher,services,other,father,4,1,1,no,yes,yes,no,yes,yes,yes,no,1,2,5,1,1,5,5,16,10,0
GP,F,15,R,GT3,T,3,3,health,services,course,mother,2,1,3,yes,no,yes,yes,yes,no,no,yes,2,2,2,1,1,1,13,17,14,8
GP,M,16,U,GT3,T,0,4,at_home,health,other,mother,4,1,0,yes,yes,no,yes,no,yes,yes,no,4,5,5,5,5,3,9,2,12,12
GP,F,15,R,LE3,T,3,0,teacher,teacher,course,other,1,2,1,yes,yes,yes,no,yes,no,yes,no,1,1,2,2,1,2,2,12,10,0
MS,F,15,R,GT3,T,3,0,services,teacher,home,father,1,1,1,yes,no,yes,yes,yes,yes,no,no,2,1,5,1,1,4,11,17,8,8
MS,M,20,U,GT3,T,3,4,at_home,teacher,home,mother,2,4,1,yes,no,no,yes,no,no,no,no,1,2,1,2,2,4,1,10,9,19
GP,M,18,U,LE3,T,1,1,teacher,health,reputation,mother,2,2,0,no,no,yes,yes,no,no,yes,no,2,4,4,2,5,3,3,11,10,12
GP,M,16,R,GT3,T,1,4,teacher,teacher,other,father,3,1,0,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,2,6,13,17,18
MS,F,17,U,GT3,T,1,1,at_home,other,other,mother,1,1,0,no,no,yes,no,yes,no,yes,yes,4,4,5,1,2,1,3,12,12,12
GP,F,15,R,GT3,T,3,3,teacher,teacher,home,other,1,3,0,no,no,yes,yes,no,no,yes,no,5,1,1,1,2,3,3,12,12,19
GP,M,16,U,LE3,T,3,2,health,health,course,father,3,2,0,no,no,no,no,yes,yes,yes,yes,5,3,4,2,2,4,0,12,17,10
GP,F,16,R,GT3,T,3,2,other,health,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,no,2,5,2,1,2,2,5,10,12,18
GP,M,18,U,GT3,T,3,0,at_home,health,course,father,2,1,3,no,yes,yes,yes,no,yes,no,yes,1,5,3,1,1,4,2,10,12,17
MS,F,16,U,LE3,T,3,3,teacher,other,home,mother,1,2,3,no,yes,yes,no,yes,yes,yes,yes,4,4,5,1,1,3,2,10,17,11
MS,M,15,U,GT3,T,0,2,health,health,course,mother,4,1,1,yes,yes,no,yes,no,no,yes,yes,2,2,5,2,2,1,19,1,10,14
GP,F,15,R,LE3,T,4,1,at_home,other,other,father,1,2,1,no,yes,yes,no,no,yes,yes,no,2,2,4,1,3,5,2,6,17,0
GP,M,16,U,LE3,T,1,3,other,teacher,course,mother,1,2,0,no,yes,no,no,yes,yes,no,no,4,5,5,2,2,1,5,10,12,12
GP,M,15,U,GT3,T,0,2,teacher,health,home,father,2,1,3,no,no,yes,no,yes,no,yes,yes,2,5,5,5,2,1,3,9,17,11
GP,F,15,R,LE3,T,3,1,at_home,teacher,other,mother,1,2,3,no,yes,yes,no,yes,yes,yes,yes,2,2,3,1,1,2,6,6,16,12
GP,M,15,U,GT3,T,1,0,at_home,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,yes,2,5,5,1,1,5,4,10,12,12
MS,M,19,U,GT3,A,0,0,teacher,health,course,mother,4,1,0,yes,yes,yes,yes,yes,no,yes,no,2,5,5,1,2,2,17,17,10,13
GP,M,21,U,LE3,T,3,4,teacher,health,home,mother,1,2,1,no,no,no,yes,yes,yes,yes,no,2,5,4,2,3,2,4,9,10,12
GP,F,20,U,GT3,A,1,3,other,health,course,mother,3,2,0,no,no,yes,yes,yes,yes,yes,no,2,2,2,1,2,2,4,16,10,17
GP,M,16,R,GT3,T,1,1,services,teacher,course,other,4,1,0,yes,no,yes,no,no,no,yes,yes,2,5,4,1,2,4,1,10,10,17
GP,M,18,U,GT3,T,1,4,other,health,home,mother,1,4,0,no,yes,yes,yes,no,yes,yes,no,5,3,4,1,2,5,0,10,12,16
GP,M,18,R,GT3,A,0,4,health,health,course,father,4,4,0,yes,yes,no,yes,yes,yes,yes,no,2,1,4,2,2,1,0,5,12,0
GP,F,18,U,GT3,A,0,1,teacher,health,course,father,2,2,3,no,no,yes,no,no,no,yes,yes,1,2,2,1,1,1,0,16,16,8
MS,F,16,R,GT3,A,1,0,at_home,teacher,home,mother,3,1,0,no,no,yes,yes,no,no,no,no,1,4,2,5,1,2,4,18,1,8
GP,F,16,R,GT3,T,4,3,other,services,reputation,other,4,1,1,no,no,yes,yes,yes,no,no,no,1,1,5,1,1,4,2,12,10,0
GP,M,15,U,LE3,T,3,3,health,health,home,father,1,1,3,yes,yes,yes,yes,yes,yes,yes,yes,1,2,3,2,1,4,28,11,15,11
GP,F,16,U,LE3,T,3,1,at_home,health,reputation,mother,1,2,3,no,yes,yes,yes,yes,no,yes,yes,3,4,4,1,2,4,4,18,12,19
MS,F,16,U,GT3,T,3,0,health,health,other,other,1,1,1,no,no,yes,yes,yes,no,yes,no,1,1,5,1,2,4,8,12,6,0
GP,M,16,R,GT3,T,3,2,services,teacher,course,other,2,4,0,yes,no,yes,yes,no,no,yes,no,5,1,4,4,2,3,1,12,10,12
MS,F,19,U,GT3,A,1,4,other,health,other,other,1,4,0,yes,yes,no,no,no,yes,no,yes,4,5,5,4,1,1,1,10,11,11
MS,M,20,R,GT3,T,4,0,services,other,course,mother,1,3,1,no,yes,yes,yes,yes,no,yes,no,4,1,2,1,2,5,0,10,10,0
GP,M,16,R,GT3,A,0,1,other,services,home,mother,4,1,0,no,no,yes,no,yes,no,no,no,2,2,5,5,2,1,3,17,10,0
GP,M,19,U,GT3,T,3,3,other,health,course,other,1,2,0,no,no,no,yes,yes,yes,yes,yes,4,5,3,1,1,4,1,17,16,14
MS,F,19,U,LE3,A,3,0,at_home,health,other,other,1,2,0,yes,no,yes,no,yes,no,yes,no,1,1,5,1,5,2,4,17,7,0
MS,M,15,U,LE3,T,0,1,teacher,health,reputation,mother,1,2,1,yes,yes,yes,no,yes,yes,yes,yes,2,4,5,5,3,3,20,13,10,7
GP,M,15,R,GT3,T,1,4,teacher,teacher,home,mother,3,2,0,no,no,yes,yes,no,no,yes,no,5,3,5,1,3,3,2,18,10,12
MS,M,16,U,GT3,T,0,1,at_home,health,course,father,4,2,3,no,yes,yes,no,no,no,yes,yes,2,5,5,1,2,4,10,9,18,13
MS,M,18,U,GT3,T,3,3,at_home,health,course,father,1,3,0,no,yes,no,yes,no,no,no,no,1,5,3,1,2,4,0,12,17,10
GP,M,16,R,GT3,T,0,0,health,health,course,father,1,1,1,yes,yes,no,yes,yes,yes,no,yes,2,1,4,5,1,2,31,10,12,0
MS,F,15,U,LE3,T,4,3,teacher,other,home,mother,1,2,0,no,yes,no,no,yes,no,yes,no,4,5,3,1,3,2,4,10,10,11
MS,F,21,R,GT3,T,3,4,services,services,home,mother,4,1,1,yes,no,yes,yes,yes,no,no,no,1,5,4,2,2,1,0,6,13,0
GP,M,18,U,LE3,T,1,0,at_home,services,other,father,4,2,0,no,no,no,no,yes,no,no,no,5,3,5,2,5,3,10,9,8,8
MS,M,16,R,LE3,T,1,0,at_home,services,reputation,father,2,2,1,no,yes,no,yes,yes,no,no,yes,5,4,5,1,4,1,10,9,8,0
