school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,17,U,GT3,T,2,1,services,services,home,father,1,2,3,yes,yes,no,no,yes,yes,yes,yes,2,4,3,1,5,5,0,12,7,11
GP,F,20,U,GT3,T,3,3,health,other,reputation,mother,1,2,2,yes,yes,no,no,yes,yes,yes,no,4,1,2,1,4,2,12,12,8,10
MS,F,22,U,LE3,T,4,0,other,other,reputation,mother,4,2,1,yes,no,no,no,yes,yes,yes,no,5,3,2,4,2,1,4,0,1,19
MS,F,16,U,LE3,T,4,3,health,other,reputation,mother,3,1,2,no,yes,no,no,yes,yes,no,no,2,4,2,1,5,2,1,12,13,19
GP,F,15,U,LE3,A,2,2,other,teacher,course,father,1,2,2,no,no,no,yes,yes,yes,yes,no,3,2,3,1,1,2,4,16,12,19
GP,F,15,R,LE3,T,2,1,other,other,course,other,4,1,3,no,yes,no,no,yes,no,yes,yes,4,3,2,1,1,1,4,1,4,19
GP,F,16,U,LE3,T,4,0,teacher,other,home,father,2,1,3,no,yes,no,no,yes,yes,yes,no,2,4,2,1,2,5,0,12,14,19
GP,F,15,U,LE3,T,4,4,other,other,reputation,other,4,1,3,no,yes,no,no,no,no,yes,no,4,5,3,1,1,1,11,0,2,19
GP,M,17,U,GT3,T,3,3,health,services,home,father,1,2,3,no,yes,no,no,yes,yes,yes,yes,5,5,3,2,1,1,11,2,1,19
GP,M,21,U,GT3,T,2,1,other,other,reputation,father,3,1,0,no,yes,no,no,yes,yes,no,no,2,4,1,1,5,5,1,12,5,11
GP,F,20,U,GT3,A,2,3,other,health,reputation,father,4,2,2,no,yes,no,yes,no,yes,yes,yes,2,3,5,1,3,1,0,13,15,12
GP,F,15,U,LE3,T,3,2,other,health,reputation,father,4,4,0,no,yes,no,yes,yes,yes,yes,no,2,4,4,1,3,2,0,13,15,17
GP,F,21,U,GT3,T,4,3,health,other,home,mother,1,2,2,no,yes,no,no,yes,yes,yes,no,5,4,5,1,1,5,9,13,4,19
GP,F,17,U,GT3,T,4,4,other,health,home,father,4,1,0,no,yes,no,no,yes,yes,no,yes,2,4,1,1,2,1,3,3,1,19
GP,F,16,U,LE3,T,3,1,teacher,teacher,home,mother,4,2,3,yes,yes,no,no,yes,yes,no,yes,2,4,1,1,3,3,0,0,0,9
GP,F,21,U,GT3,T,2,0,other,teacher,reputation,mother,3,1,2,no,no,no,no,yes,yes,yes,no,1,1,1,4,1,1,7,3,19,9
GP,F,16,U,GT3,T,2,1,other,teacher,reputation,mother,4,2,1,no,yes,no,yes,yes,yes,no,yes,2,2,1,2,3,2,1,12,14,10
GP,M,15,U,GT3,T,2,1,other,teacher,reputation,mother,3,1,0,no,yes,no,no,yes,yes,yes,yes,5,3,1,5,3,1,1,2,0,14
GP,F,21,U,GT3,T,3,1,teacher,other,reputation,mother,4,4,2,no,yes,no,no,yes,yes,yes,no,1,3,2,1,4,1,0,6,19,3
GP,F,22,U,GT3,A,4,1,health,other,reputation,mother,4,2,2,no,no,no,no,yes,yes,yes,no,3,4,2,4,1,2,4,5,15,19
GP,M,17,U,GT3,T,3,3,health,services,home,mother,1,2,2,no,no,no,no,yes,yes,no,yes,4,5,3,5,3,2,7,17,17,19
GP,F,15,U,LE3,T,2,1,other,other,home,other,3,3,3,yes,yes,no,no,yes,no,yes,no,5,3,2,2,1,2,5,1,7,19
GP,F,22,U,GT3,T,3,0,services,other,reputation,father,1,4,1,no,yes,no,yes,yes,yes,yes,yes,1,5,3,1,1,5,0,18,1,19
GP,M,15,U,LE3,T,1,1,other,other,reputation,father,4,2,0,no,no,no,no,yes,yes,no,no,4,1,4,1,4,2,6,11,12,14
GP,F,20,U,LE3,T,4,0,other,other,reputation,father,3,2,0,yes,no,no,no,yes,yes,yes,no,2,2,1,3,5,1,4,10,12,19
GP,F,20,U,GT3,T,4,1,other,other,home,other,3,2,0,no,yes,no,no,yes,no,yes,yes,4,4,1,1,1,1,6,4,4,19
GP,M,20,U,GT3,T,2,1,health,teacher,home,father,4,2,0,no,no,no,no,yes,yes,no,no,2,5,3,5,5,3,7,16,16,19
GP,M,17,U,GT3,T,4,4,other,health,home,father,1,2,2,no,yes,yes,no,yes,yes,no,no,5,3,1,5,2,3,7,12,10,19
GP,F,16,U,LE3,T,4,2,teacher,at_home,home,other,3,2,3,no,yes,yes,no,yes,no,yes,no,5,4,1,1,2,2,0,14,5,19
GP,F,15,U,GT3,A,4,1,health,other,reputation,father,4,4,3,no,no,no,no,yes,yes,yes,no,1,4,2,1,3,2,0,12,17,17
MS,F,22,U,GT3,T,1,1,other,other,reputation,mother,4,2,2,no,no,no,no,yes,yes,yes,no,2,4,2,1,4,3,1,6,12,7
MS,F,16,U,GT3,T,1,0,other,other,home,mother,1,1,3,no,yes,no,no,no,yes,yes,no,3,5,2,4,4,5,0,5,11,12
GP,M,20,U,GT3,T,2,0,health,teacher,home,father,4,2,3,no,no,no,no,yes,yes,no,no,4,5,2,4,1,1,8,0,4,19
GP,M,15,U,LE3,T,2,1,other,other,reputation,father,4,2,0,no,no,no,no,yes,yes,no,no,4,1,4,1,5,1,3,11,14,14
GP,M,20,U,GT3,T,4,3,health,services,reputation,father,1,2,2,no,yes,no,no,yes,yes,yes,no,5,3,5,1,5,4,8,1,3,10
GP,M,22,U,GT3,T,1,1,health,health,home,father,4,2,2,no,yes,no,no,yes,yes,no,no,2,5,1,5,1,3,8,1,2,19
GP,F,22,U,GT3,T,4,3,teacher,other,reputation,other,1,2,2,no,yes,no,no,no,no,yes,no,4,4,3,1,1,1,18,3,2,19
GP,F,15,U,GT3,T,4,3,other,other,home,mother,1,1,3,no,yes,no,no,yes,yes,yes,no,4,4,5,1,1,1,0,12,2,14
