school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,15,U,GT3,T,1,2,other,at_home,course,mother,1,2,1,no,yes,no,no,yes,yes,yes,no,5,2,2,1,3,1,1,7,18,17
GP,M,16,R,LE3,A,2,0,services,health,reputation,other,4,1,2,no,yes,no,no,yes,yes,yes,no,2,5,2,1,5,1,2,8,1,19
GP,F,15,U,LE3,T,1,3,other,teacher,reputation,other,1,3,0,no,yes,no,no,yes,no,yes,yes,4,5,2,3,5,2,21,12,1,5
GP,F,16,U,GT3,T,2,4,at_home,teacher,reputation,mother,1,4,3,no,yes,no,no,yes,no,yes,no,2,5,2,3,5,1,1,5,18,19
GP,M,21,U,LE3,T,2,2,other,at_home,reputation,mother,4,1,1,no,yes,no,no,yes,no,yes,no,1,5,2,1,5,2,0,17,18,16
GP,M,17,U,LE3,T,3,1,health,services,reputation,other,1,1,0,no,yes,no,no,no,yes,yes,no,4,5,2,1,5,1,0,8,14,13
MS,F,17,R,GT3,T,0,0,teacher,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,no,no,4,1,2,3,1,1,0,6,17,19
GP,M,21,U,LE3,T,2,0,other,at_home,reputation,mother,1,4,2,yes,yes,no,no,yes,no,yes,no,2,5,2,1,5,2,19,16,1,14
GP,M,15,U,GT3,T,3,4,teacher,at_home,reputation,mother,1,1,1,no,yes,no,no,yes,no,yes,yes,4,5,2,2,5,1,0,8,5,10
GP,F,18,U,LE3,T,3,0,health,teacher,course,mother,1,3,0,no,no,yes,yes,yes,no,yes,no,1,3,3,1,5,4,6,17,11,14
GP,M,17,U,LE3,A,3,4,other,health,reputation,father,1,4,0,no,yes,no,no,yes,no,yes,yes,3,5,1,3,5,1,4,6,7,13
GP,M,18,U,GT3,T,3,0,at_home,health,reputation,father,4,4,2,no,yes,no,no,no,yes,yes,no,3,5,5,3,5,2,4,5,10,13
MS,F,15,U,GT3,A,1,1,at_home,health,course,mother,3,4,3,no,yes,no,no,yes,yes,yes,no,4,4,2,3,1,1,1,10,17,19
GP,F,15,U,GT3,T,1,4,services,health,course,mother,4,2,0,no,yes,no,yes,yes,no,yes,no,4,5,3,2,5,3,23,13,13,18
GP,M,22,U,GT3,T,2,2,teacher,teacher,course,father,4,1,3,no,no,no,no,yes,no,yes,no,4,5,4,1,3,5,1,8,14,18
GP,M,18,R,GT3,A,2,4,other,teacher,reputation,other,4,4,1,no,yes,no,yes,yes,no,yes,no,1,5,1,3,5,1,3,11,2,5
GP,F,17,U,GT3,A,0,0,other,health,reputation,mother,4,2,3,no,yes,no,yes,yes,no,yes,no,3,5,1,1,5,1,1,6,0,10
GP,M,16,U,GT3,A,2,4,services,teacher,reputation,father,1,2,0,no,yes,no,no,yes,no,yes,no,4,5,2,4,4,1,2,17,17,18
GP,F,18,U,GT3,T,2,3,at_home,teacher,course,mother,4,4,2,no,yes,no,no,yes,no,yes,yes,4,5,2,3,5,1,24,7,4,18
MS,M,17,U,LE3,A,2,4,health,teacher,reputation,mother,3,4,3,no,yes,no,yes,yes,no,yes,no,2,5,2,5,5,1,3,9,7,2
GP,F,18,U,GT3,T,2,0,other,at_home,course,mother,1,2,2,no,yes,no,no,yes,yes,yes,yes,2,2,2,1,3,5,1,13,18,10
GP,M,16,U,LE3,T,2,3,other,at_home,course,father,4,4,3,no,yes,no,no,yes,no,yes,no,3,5,2,2,5,2,0,10,5,19
GP,M,22,U,GT3,T,2,4,teacher,teacher,reputation,father,4,2,0,no,no,no,no,yes,yes,yes,yes,4,5,5,1,2,4,13,19,12,18
GP,F,15,U,GT3,T,1,4,other,teacher,course,father,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,2,4,1,3,1,14,12,14
GP,M,16,U,GT3,A,2,2,health,teacher,course,mother,1,2,0,no,yes,no,no,yes,no,yes,no,4,5,2,1,4,1,2,13,16,14
GP,M,15,U,LE3,A,2,3,at_home,teacher,course,father,4,4,3,no,yes,no,no,yes,yes,yes,no,3,5,2,4,5,1,1,9,0,19
GP,F,17,U,GT3,T,1,2,health,teacher,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,2,2,1,1,3,1,12,17,13
GP,M,17,U,LE3,T,4,0,at_home,teacher,course,father,2,4,3,no,yes,no,no,no,yes,yes,no,2,5,2,1,5,1,0,9,12,8
MS,M,15,U,GT3,T,2,4,at_home,services,reputation,other,3,1,1,no,yes,no,yes,no,yes,yes,no,3,5,2,1,3,1,1,11,11,11
GP,F,21,R,GT3,T,2,0,health,teacher,course,mother,1,2,1,no,no,no,no,no,yes,yes,no,5,4,2,1,3,1,13,12,14,11
MS,M,16,U,GT3,T,2,3,at_home,health,reputation,father,4,4,0,no,yes,no,yes,yes,no,yes,no,4,5,2,1,5,3,23,18,3,1
GP,F,15,U,GT3,T,2,0,health,health,reputation,mother,4,4,0,no,yes,no,no,yes,no,yes,no,4,3,5,2,5,4,26,18,8,8
MS,F,15,U,GT3,T,2,2,health,teacher,course,other,1,2,2,no,yes,no,no,yes,no,yes,no,4,1,2,1,5,4,6,8,7,18
