school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,16,U,LE3,T,0,1,services,health,reputation,other,2,3,0,yes,yes,no,yes,yes,yes,yes,no,4,4,2,2,1,4,11,12,11,10
GP,M,15,U,LE3,A,3,3,other,services,home,mother,1,3,0,yes,no,yes,yes,yes,yes,no,yes,4,5,2,1,1,5,1,18,14,14
GP,F,15,U,LE3,T,4,3,other,health,course,mother,1,3,1,no,yes,no,no,yes,yes,yes,yes,1,4,1,5,1,4,3,18,17,14
GP,M,18,U,LE3,T,3,3,at_home,teacher,home,other,1,2,0,yes,yes,no,no,yes,yes,yes,yes,1,5,3,2,1,4,2,17,14,18
GP,F,20,R,LE3,T,2,2,health,at_home,other,other,2,2,0,no,yes,yes,no,yes,yes,no,no,4,4,4,5,5,4,15,14,13,8
GP,M,16,R,GT3,T,3,3,teacher,services,home,mother,1,3,0,yes,no,no,yes,yes,yes,yes,yes,1,4,2,2,1,5,2,18,18,14
MS,F,15,U,GT3,A,4,4,other,health,other,father,2,2,0,yes,no,no,yes,yes,no,yes,no,4,1,2,1,1,5,2,11,19,12
GP,M,17,R,GT3,A,4,3,services,services,reputation,father,1,3,0,yes,yes,no,no,yes,yes,yes,no,5,5,2,1,1,3,2,18,14,14
MS,F,22,U,GT3,T,0,1,services,services,other,mother,1,3,0,yes,no,no,no,yes,yes,yes,no,5,3,1,1,1,1,2,0,10,17
MS,M,18,U,GT3,T,1,2,services,health,home,other,1,1,3,yes,no,yes,yes,yes,no,yes,no,2,2,5,1,3,4,0,12,0,9
GP,M,16,U,GT3,A,4,4,health,health,course,father,1,2,0,yes,no,no,yes,yes,yes,yes,yes,4,2,2,2,2,3,2,10,19,12
GP,M,15,U,LE3,T,3,4,health,at_home,course,other,1,2,0,yes,no,yes,yes,yes,no,yes,no,5,5,2,1,3,3,13,12,14,12
GP,M,19,U,GT3,T,0,3,services,teacher,other,other,1,3,2,yes,yes,no,no,yes,no,no,no,1,4,5,2,3,1,0,14,14,8
GP,F,16,U,LE3,A,3,4,teacher,health,reputation,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,no,5,4,4,1,1,4,4,14,10,15
GP,M,15,U,LE3,T,3,4,services,services,reputation,other,2,3,0,yes,yes,no,no,yes,no,yes,no,1,5,5,1,1,3,0,14,14,15
MS,F,21,R,LE3,T,3,4,teacher,health,other,mother,1,2,0,yes,no,yes,no,yes,yes,yes,yes,4,5,4,2,1,1,8,14,19,10
GP,F,17,U,LE3,T,4,3,other,health,home,other,1,2,0,yes,no,no,no,yes,yes,yes,yes,1,4,2,2,1,4,2,18,14,14
MS,F,18,R,LE3,T,1,1,at_home,health,home,father,2,3,0,no,no,no,yes,yes,no,yes,yes,1,2,1,2,1,4,10,12,11,9
GP,F,16,U,GT3,T,4,4,services,teacher,other,mother,2,2,0,yes,no,no,yes,yes,yes,yes,no,4,2,1,2,1,5,1,18,12,12
