school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,20,R,LE3,T,0,2,other,other,course,other,1,2,0,no,yes,no,no,yes,yes,yes,no,1,4,3,1,1,1,1,10,11,11
GP,F,15,U,GT3,T,3,2,health,teacher,reputation,father,2,3,0,no,no,no,no,yes,yes,yes,yes,2,3,1,5,4,5,1,18,12,15
MS,F,15,U,GT3,T,3,2,other,other,reputation,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,3,4,4,5,2,1,12,2,10
GP,F,15,R,GT3,T,0,4,other,services,other,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,2,5,3,5,5,1,1,18,10,11
MS,M,21,U,LE3,T,2,0,other,at_home,home,mother,1,1,0,no,yes,yes,no,yes,no,yes,yes,4,4,2,5,4,3,0,8,10,7
GP,F,15,U,GT3,T,1,4,at_home,teacher,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,yes,2,3,3,5,1,2,1,18,3,15
GP,F,15,U,LE3,T,4,4,other,teacher,course,mother,2,1,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,3,5,1,3,1,18,4,12
GP,F,15,U,GT3,T,2,4,health,services,reputation,father,2,1,0,yes,yes,no,no,yes,yes,yes,no,2,3,3,5,5,4,22,18,12,19
GP,F,20,R,LE3,T,1,3,services,services,reputation,mother,1,2,0,no,no,yes,no,yes,yes,yes,yes,1,3,2,1,1,3,2,18,2,14
MS,F,18,U,GT3,T,2,0,at_home,health,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,yes,4,3,1,1,5,4,1,3,6,18
GP,F,15,U,LE3,A,0,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,no,yes,yes,no,4,3,3,1,5,2,1,18,12,13
GP,M,21,U,LE3,T,0,0,other,services,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,no,5,5,2,1,5,3,1,18,10,10
GP,M,16,U,GT3,T,4,4,teacher,other,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,no,5,5,1,1,1,1,9,11,15,3
