school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,16,U,GT3,A,2,3,at_home,other,reputation,other,2,4,0,no,yes,no,yes,yes,yes,yes,no,4,2,5,2,1,5,1,14,6,16
GP,F,17,R,GT3,T,3,1,at_home,at_home,home,father,2,2,0,no,yes,no,no,yes,yes,no,no,5,4,5,1,1,4,0,13,14,13
GP,M,18,U,GT3,T,2,3,health,health,course,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,5,1,4,1,3,3,3,1,17,18
GP,F,16,U,GT3,T,2,2,teacher,other,reputation,mother,1,1,3,no,no,no,no,yes,yes,no,yes,5,3,4,1,2,5,7,18,16,8
GP,F,18,U,GT3,T,0,4,at_home,health,course,mother,1,4,3,no,yes,no,no,yes,yes,yes,no,5,3,5,1,3,1,3,16,18,19
GP,F,16,U,GT3,T,1,3,services,teacher,reputation,other,1,2,0,no,yes,no,no,yes,yes,no,yes,5,3,1,1,2,5,7,17,18,4
GP,F,15,R,GT3,T,2,0,teacher,services,course,mother,2,2,1,no,yes,no,no,no,yes,no,no,5,2,5,1,1,5,8,16,5,15
GP,F,17,U,GT3,T,2,2,services,teacher,home,other,1,2,0,no,no,no,no,yes,yes,no,yes,5,1,1,1,2,5,7,18,17,16
MS,F,16,R,GT3,T,4,1,other,services,home,father,1,2,0,no,yes,no,yes,yes,yes,no,no,1,2,2,1,1,5,5,15,13,16
MS,F,17,R,GT3,T,4,0,services,services,course,other,1,1,0,no,no,no,no,no,yes,no,no,1,2,2,1,2,5,7,6,11,9
GP,F,16,U,GT3,T,4,3,health,at_home,other,mother,1,1,2,no,yes,no,no,yes,yes,no,no,2,3,5,1,1,5,1,17,19,12
MS,F,17,R,GT3,T,2,1,services,services,home,other,1,1,0,no,no,yes,no,no,yes,no,no,4,1,1,1,2,5,8,9,10,8
GP,F,17,R,GT3,T,3,2,at_home,other,home,other,4,2,0,no,yes,no,no,yes,yes,no,no,4,3,2,1,1,5,0,13,14,15
GP,F,18,U,GT3,T,1,4,other,teacher,course,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,1,3,1,2,1,7,16,18,17
GP,F,16,U,GT3,A,2,2,other,teacher,reputation,other,4,4,3,no,no,no,no,yes,yes,yes,no,2,5,2,5,4,5,32,3,19,8
GP,F,20,U,GT3,A,2,2,health,other,other,mother,2,4,2,yes,yes,no,no,yes,yes,no,no,2,1,5,4,2,5,23,18,0,1
GP,F,17,U,GT3,A,1,2,teacher,teacher,home,other,1,4,3,no,no,no,no,yes,yes,yes,no,2,1,2,5,1,2,25,15,18,18
GP,F,20,R,GT3,A,1,2,health,services,reputation,other,4,4,0,no,no,no,no,yes,no,no,no,2,5,2,4,1,2,31,2,18,19
GP,F,17,U,GT3,T,1,4,other,other,home,mother,1,1,0,no,no,no,no,yes,yes,yes,yes,5,1,3,1,2,1,7,16,17,18
GP,M,16,U,GT3,T,3,2,other,at_home,reputation,mother,1,2,2,no,no,no,no,yes,yes,yes,yes,5,2,1,1,3,5,7,16,17,10
