school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,M,21,R,LE3,T,2,1,other,other,reputation,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,2,4,3,5,5,1,1,10,9,11
GP,F,20,U,GT3,T,4,4,at_home,services,reputation,father,4,4,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,1,5,0,18,14,15
MS,F,18,U,LE3,T,3,2,other,other,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,yes,4,3,5,4,5,2,1,16,2,17
GP,F,20,R,LE3,T,1,2,at_home,services,course,mother,2,2,0,yes,yes,no,no,yes,yes,yes,no,2,5,5,1,1,2,2,18,13,15
GP,M,18,U,LE3,T,4,3,other,teacher,course,mother,3,1,0,no,yes,yes,no,yes,yes,yes,yes,4,4,3,5,4,5,16,9,12,6
MS,F,17,U,LE3,T,2,0,services,other,course,other,1,1,0,no,yes,no,no,yes,yes,yes,no,1,3,3,1,1,1,1,11,4,18
MS,F,20,U,LE3,T,0,2,other,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,2,3,1,1,1,3,1,18,5,18
GP,F,15,U,LE3,T,4,1,services,services,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,yes,2,3,2,5,4,5,1,12,1,10
GP,F,20,R,LE3,T,1,3,services,services,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,2,3,2,1,1,3,1,18,2,8
MS,F,18,R,GT3,T,4,0,other,teacher,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,yes,5,4,3,1,5,5,0,4,1,13
GP,F,16,U,GT3,T,1,4,teacher,other,reputation,mother,1,2,0,yes,yes,yes,no,no,yes,yes,yes,1,5,3,5,5,4,23,11,12,16
MS,M,21,U,LE3,T,0,2,health,teacher,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,5,3,1,1,5,3,1,18,8,18
MS,M,15,U,GT3,T,1,4,teacher,services,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,no,4,3,3,2,1,1,23,13,17,5
GP,F,15,U,GT3,T,2,4,other,teacher,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,2,3,2,5,1,2,0,18,6,12
GP,F,16,U,GT3,T,2,0,services,teacher,course,other,1,2,2,no,yes,no,no,yes,yes,yes,no,4,5,1,1,4,4,1,18,17,15
MS,F,19,U,GT3,T,2,3,services,other,reputation,father,1,2,0,no,yes,no,no,yes,yes,no,no,1,5,3,1,5,4,9,15,18,13
MS,M,21,U,LE3,T,2,4,health,health,reputation,mother,1,2,0,no,yes,yes,no,yes,yes,yes,yes,5,4,1,1,5,3,8,11,8,19
MS,F,15,U,LE3,T,3,4,other,other,course,mother,1,1,0,yes,yes,yes,no,yes,yes,yes,yes,4,5,5,5,5,3,0,15,6,19
GP,F,17,R,LE3,T,2,3,teacher,services,reputation,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,2,3,2,5,4,1,1,12,12,13
GP,F,15,U,GT3,T,4,4,teacher,services,home,father,1,1,0,yes,yes,no,no,yes,yes,yes,yes,3,3,2,1,4,5,8,16,13,14
MS,M,20,U,LE3,T,4,2,teacher,services,other,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,4,2,3,1,2,4,23,18,17,14
GP,M,15,U,GT3,T,3,4,teacher,services,course,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,1,5,4,5,4,4,32,18,11,12
GP,M,16,R,LE3,T,3,2,services,teacher,other,mother,2,2,0,no,yes,no,yes,no,yes,yes,no,2,4,4,3,1,3,1,18,8,12
GP,F,16,U,GT3,T,4,2,health,other,reputation,mother,4,3,0,no,no,no,yes,yes,yes,yes,no,2,4,4,5,1,2,1,6,15,13
GP,M,15,U,GT3,T,0,0,other,teacher,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,no,2,3,5,5,5,2,1,18,16,15
MS,F,15,R,GT3,T,0,2,other,other,reputation,mother,1,3,0,yes,yes,yes,no,yes,yes,yes,no,2,5,2,5,3,4,1,10,8,4
MS,M,18,U,LE3,T,1,3,teacher,teacher,reputation,mother,4,1,0,no,yes,yes,yes,yes,yes,yes,no,5,5,3,1,5,4,23,18,17,1
MS,M,18,U,GT3,T,3,2,teacher,services,course,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,2,4,3,5,3,3,1,10,2,10
GP,F,16,R,GT3,T,4,4,at_home,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,1,5,2,5,2,5,1,18,6,6
MS,F,15,U,GT3,T,3,2,other,other,other,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,1,5,3,5,5,2,1,9,10,18
MS,F,15,U,GT3,T,4,1,services,services,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,no,2,4,1,5,4,5,5,10,8,15
GP,M,21,U,LE3,T,1,3,teacher,services,reputation,other,4,2,0,no,yes,yes,yes,yes,yes,yes,no,3,1,4,1,1,3,8,10,18,19
GP,F,15,U,GT3,T,2,4,other,teacher,home,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,2,2,2,5,5,4,1,18,5,12
MS,F,18,U,GT3,T,0,2,services,other,reputation,other,1,4,0,no,yes,no,no,yes,yes,yes,yes,5,2,1,1,5,2,1,11,18,13
MS,M,15,R,GT3,T,4,4,other,at_home,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,yes,2,5,3,5,1,5,1,13,6,15
GP,F,16,U,LE3,T,0,1,other,services,other,father,1,4,0,yes,yes,no,no,yes,yes,yes,no,2,1,3,5,5,1,1,18,10,13
GP,F,15,U,LE3,T,4,4,at_home,services,reputation,mother,3,1,1,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,1,3,2,13,15,13
GP,F,15,U,LE3,T,4,4,teacher,services,reputation,mother,3,1,0,no,no,no,yes,yes,yes,yes,no,4,5,2,1,3,4,1,13,15,11
MS,F,20,U,LE3,T,4,0,other,other,home,father,1,1,0,no,no,yes,no,yes,yes,yes,yes,4,1,4,3,1,5,1,10,10,12
MS,M,21,U,LE3,T,4,4,teacher,services,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,3,1,1,5,15,18,17,0
MS,F,15,U,GT3,T,1,4,other,teacher,home,mother,1,4,0,yes,yes,no,no,yes,yes,yes,yes,2,4,3,5,5,1,0,18,6,19
MS,F,17,U,GT3,T,3,3,services,other,home,mother,1,1,0,yes,no,yes,no,yes,yes,yes,yes,4,3,3,2,5,2,1,9,2,11
GP,F,20,R,LE3,T,4,2,other,other,reputation,other,1,1,0,no,yes,yes,yes,yes,yes,yes,no,5,4,3,1,5,5,3,12,14,11
MS,F,18,U,LE3,T,2,4,health,teacher,reputation,other,3,2,0,no,yes,no,no,yes,yes,yes,no,4,1,2,1,5,2,1,18,16,12
MS,F,20,U,GT3,T,0,2,services,other,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,no,2,2,3,5,2,2,0,7,10,17
GP,M,15,U,LE3,A,4,4,services,teacher,other,mother,1,2,0,no,yes,yes,no,yes,yes,yes,no,5,3,3,1,3,3,13,18,13,11
GP,F,16,R,LE3,T,2,3,other,at_home,other,mother,3,1,0,no,yes,yes,no,yes,yes,yes,yes,4,4,3,3,4,5,10,4,10,10
MS,F,17,U,GT3,T,0,4,other,teacher,reputation,mother,4,2,2,yes,yes,yes,no,yes,yes,yes,no,2,5,4,5,5,2,11,9,16,9
MS,F,20,U,GT3,T,4,2,other,services,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,no,2,3,4,5,5,5,2,18,17,11
GP,M,18,U,GT3,T,0,2,other,services,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,1,4,3,5,5,3,1,18,9,11
GP,F,20,U,LE3,T,1,2,services,services,reputation,mother,3,2,0,no,no,no,no,yes,yes,yes,no,4,3,2,1,5,3,1,18,12,8
GP,F,16,R,LE3,T,2,4,health,services,course,mother,2,1,0,yes,yes,yes,no,yes,yes,yes,no,2,4,3,1,1,4,25,2,10,14
GP,F,20,U,LE3,T,0,2,other,teacher,course,other,2,2,0,yes,yes,no,no,yes,no,yes,no,3,5,3,2,2,4,3,1,8,12
MS,M,16,U,LE3,T,3,3,health,services,reputation,mother,3,2,0,yes,yes,yes,no,yes,yes,yes,no,4,5,4,1,5,3,9,10,18,9
MS,F,20,U,GT3,T,0,0,services,services,course,mother,4,2,1,yes,yes,yes,no,yes,no,yes,no,3,5,3,1,2,4,29,18,16,13
MS,M,18,U,GT3,T,3,0,health,services,reputation,other,4,1,0,no,yes,no,no,yes,yes,yes,no,2,4,5,5,5,3,0,18,17,12
GP,F,15,U,LE3,T,1,4,at_home,other,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,no,4,3,3,1,5,4,0,15,16,6
GP,M,15,U,GT3,A,2,4,teacher,services,course,other,2,2,0,no,yes,yes,no,yes,yes,yes,no,2,5,3,5,1,4,31,13,9,12
GP,F,20,U,LE3,T,1,2,other,teacher,home,other,2,1,0,no,no,no,no,yes,yes,yes,yes,4,1,3,1,1,3,1,18,8,12
MS,F,16,U,GT3,T,1,2,at_home,other,home,other,1,1,0,yes,yes,yes,no,yes,yes,yes,yes,1,3,2,5,5,1,1,8,5,18
GP,F,16,U,LE3,T,1,3,services,teacher,course,mother,3,1,0,no,yes,yes,yes,yes,no,yes,yes,3,2,4,4,2,1,0,9,6,8
MS,F,21,U,GT3,T,0,3,other,other,course,other,2,2,0,no,yes,yes,no,yes,no,yes,yes,4,3,1,4,5,2,0,14,2,16
GP,M,15,R,GT3,T,3,4,other,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,2,3,3,5,3,4,1,18,6,12
GP,F,15,U,LE3,T,4,4,teacher,services,reputation,mother,4,2,0,no,no,no,yes,yes,yes,yes,no,4,5,1,1,2,5,2,13,14,12
MS,M,15,R,LE3,T,3,3,teacher,services,course,mother,1,1,0,no,yes,yes,no,yes,yes,yes,no,2,3,4,3,1,5,0,2,8,5
MS,M,21,U,GT3,T,0,4,other,services,other,mother,2,2,0,no,yes,yes,yes,yes,yes,yes,yes,4,5,2,1,2,1,10,9,1,17
GP,M,18,U,LE3,T,2,3,health,services,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,no,5,3,3,5,5,4,24,18,8,12
MS,F,15,U,LE3,T,3,4,health,other,reputation,mother,2,2,1,yes,yes,yes,no,yes,yes,yes,no,5,4,5,1,4,3,10,3,12,6
GP,F,15,U,GT3,T,0,4,health,teacher,course,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,yes,2,3,2,5,5,1,1,18,3,17
GP,M,20,U,LE3,T,3,4,teacher,teacher,reputation,mother,3,2,0,no,yes,no,yes,yes,yes,yes,yes,5,4,4,1,2,2,1,13,18,8
GP,F,17,R,LE3,T,2,1,at_home,teacher,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,2,1,5,1,1,3,11,5,8,10
MS,F,16,R,GT3,T,2,4,other,services,other,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,no,2,5,3,5,5,1,1,8,12,13
GP,F,15,U,GT3,T,4,4,other,services,course,mother,2,1,0,yes,yes,no,yes,yes,yes,yes,yes,1,3,2,5,5,2,1,18,6,12
GP,M,18,U,GT3,T,1,3,other,services,reputation,other,1,3,0,no,yes,no,no,yes,yes,no,no,2,2,3,5,5,2,1,18,10,13
MS,M,20,U,GT3,T,2,4,health,services,reputation,other,2,2,0,no,yes,no,no,yes,yes,yes,no,3,3,3,1,4,3,8,17,17,12
MS,F,18,U,GT3,T,1,3,at_home,other,course,mother,1,4,0,yes,yes,yes,yes,yes,yes,yes,yes,2,3,1,5,5,1,0,11,5,19
GP,F,17,U,LE3,T,2,3,at_home,other,reputation,other,3,1,1,no,yes,no,no,yes,yes,no,no,2,3,4,1,1,2,9,14,11,11
GP,F,20,R,GT3,T,2,0,other,other,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,no,no,4,3,5,1,5,4,5,12,8,18
MS,M,19,U,LE3,T,3,4,other,services,other,mother,4,2,0,no,yes,yes,no,yes,yes,yes,no,4,3,4,1,5,3,11,10,18,7
MS,F,17,U,LE3,T,1,1,at_home,other,course,mother,2,2,0,no,yes,no,no,no,yes,yes,no,4,2,1,3,1,2,1,15,5,18
MS,F,15,U,GT3,T,3,4,health,at_home,course,father,1,3,0,yes,no,yes,yes,yes,yes,yes,no,2,2,3,5,5,1,1,17,16,17
GP,F,16,U,GT3,T,4,0,services,services,home,mother,2,2,0,no,no,no,yes,yes,yes,yes,no,4,5,3,5,1,2,1,18,1,18
MS,F,16,U,GT3,T,1,3,other,teacher,course,father,1,1,0,no,yes,no,no,yes,yes,no,no,3,3,1,1,3,3,11,18,13,18
GP,F,15,U,GT3,T,2,4,health,teacher,course,other,1,2,0,yes,yes,yes,no,yes,yes,yes,yes,1,3,1,5,5,4,31,17,4,11
GP,F,15,U,LE3,T,0,4,other,teacher,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,no,4,3,3,5,5,2,1,18,10,7
GP,F,21,U,LE3,T,2,2,teacher,at_home,reputation,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,4,3,5,5,5,3,1,10,8,12
GP,M,18,U,GT3,T,2,3,other,services,other,father,1,4,0,no,no,no,no,no,yes,yes,no,4,5,3,5,1,5,0,18,10,8
GP,F,16,U,LE3,T,3,4,services,services,reputation,father,2,2,0,yes,yes,yes,no,yes,no,yes,no,5,5,5,3,5,4,22,18,12,5
GP,F,15,U,LE3,T,0,0,other,at_home,other,mother,1,2,1,no,yes,no,no,yes,no,no,yes,3,3,3,4,2,2,1,9,1,9
MS,F,15,U,GT3,T,3,3,services,teacher,other,mother,1,1,0,no,yes,yes,yes,yes,yes,yes,yes,1,3,3,5,2,3,0,9,5,4
GP,M,15,U,LE3,T,4,4,other,services,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,no,5,3,3,1,2,5,0,18,15,6
GP,M,16,U,LE3,T,2,0,other,services,course,mother,1,4,0,no,yes,no,no,yes,yes,yes,no,1,2,5,1,1,1,0,18,14,13
MS,F,17,U,LE3,A,3,3,other,other,home,mother,4,1,0,yes,yes,yes,no,yes,yes,yes,yes,4,2,5,4,5,1,1,5,2,9
GP,M,16,U,LE3,T,2,1,health,other,reputation,father,2,1,1,no,yes,yes,no,yes,yes,yes,no,4,2,1,1,1,2,5,2,12,12
MS,M,21,U,LE3,T,2,3,other,services,reputation,mother,4,2,0,no,yes,yes,yes,yes,yes,yes,no,4,4,5,4,5,4,30,10,17,11
GP,F,15,U,LE3,T,4,4,teacher,services,course,mother,1,1,0,no,yes,no,no,yes,yes,yes,yes,1,3,3,3,5,5,1,18,4,11
GP,F,15,U,LE3,T,0,0,other,teacher,reputation,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,yes,3,3,3,5,5,1,1,10,6,17
MS,M,15,U,GT3,T,4,1,other,at_home,reputation,mother,3,1,0,yes,no,no,yes,yes,yes,no,no,4,4,3,2,5,5,1,14,17,12
MS,F,15,U,LE3,T,3,4,health,teacher,course,mother,1,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,2,5,4,5,3,0,15,2,0
GP,F,17,U,GT3,T,3,3,health,at_home,reputation,father,1,1,0,yes,yes,no,no,yes,yes,yes,yes,4,3,4,3,5,4,0,16,6,16
MS,M,18,U,GT3,T,0,3,health,services,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,no,2,3,2,5,5,3,0,10,8,4
GP,F,18,U,GT3,T,1,1,other,at_home,reputation,mother,1,2,0,yes,yes,yes,yes,yes,yes,no,yes,4,3,1,1,5,4,2,1,4,15
GP,F,21,R,LE3,T,2,4,other,other,reputation,other,1,2,0,no,yes,no,no,yes,yes,yes,no,2,2,3,1,5,1,11,11,11,11
GP,F,16,U,GT3,T,4,1,services,teacher,other,mother,1,3,0,no,yes,no,no,yes,yes,yes,no,1,3,3,5,1,3,1,18,17,12
