school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,16,R,GT3,T,4,1,services,other,other,mother,4,2,3,no,yes,no,no,yes,yes,yes,no,2,4,1,1,1,3,8,2,4,6
GP,M,15,U,GT3,T,4,3,teacher,at_home,home,mother,4,2,3,yes,yes,no,no,yes,yes,no,no,4,4,2,2,2,2,0,13,11,11
GP,M,16,U,GT3,T,4,3,other,other,home,father,4,2,0,yes,yes,no,no,yes,yes,yes,yes,2,3,2,3,3,1,0,14,14,12
GP,F,16,R,GT3,T,2,4,other,health,home,mother,3,1,3,no,no,no,yes,yes,yes,no,no,2,5,2,2,5,3,0,0,6,15
GP,F,15,U,LE3,A,2,0,other,other,course,mother,3,2,3,no,no,no,no,yes,yes,yes,no,4,2,2,1,1,2,1,12,14,19
GP,F,17,U,GT3,A,1,0,other,services,course,other,4,2,3,no,yes,no,no,yes,no,no,yes,5,2,1,2,2,1,0,12,5,12
GP,F,21,U,LE3,T,3,1,teacher,services,reputation,mother,4,1,3,no,yes,no,no,yes,yes,no,yes,2,4,2,2,2,3,5,0,4,11
GP,F,16,U,LE3,T,3,3,health,other,home,father,1,1,2,no,no,no,no,yes,yes,no,yes,5,4,5,2,1,1,24,3,18,19
GP,F,15,U,LE3,T,3,4,other,teacher,home,mother,1,3,3,no,yes,no,yes,yes,yes,yes,no,4,2,1,3,3,3,5,14,16,18
GP,F,21,U,GT3,T,4,0,other,other,home,other,4,3,0,no,no,yes,no,yes,no,yes,yes,1,3,1,1,1,1,5,6,1,19
GP,F,16,U,GT3,T,4,1,teacher,health,home,other,4,1,3,no,yes,no,no,yes,no,yes,no,2,4,1,4,1,3,6,12,0,19
MS,F,16,U,GT3,T,2,1,other,services,home,other,3,2,1,yes,yes,no,no,yes,no,no,yes,2,4,2,2,2,1,0,12,5,11
GP,F,16,U,GT3,T,4,4,teacher,other,home,other,4,1,2,no,no,no,no,yes,yes,yes,no,5,5,2,1,3,1,5,13,14,19
GP,F,17,U,GT3,T,3,3,at_home,services,home,other,4,2,3,yes,yes,no,no,yes,no,yes,yes,1,3,2,2,2,1,0,11,0,12
GP,F,16,R,GT3,T,3,4,other,services,home,father,2,2,1,no,no,no,yes,yes,yes,no,yes,2,3,1,2,3,3,1,13,6,15
GP,M,16,U,LE3,A,4,0,other,at_home,home,father,4,2,0,yes,yes,no,no,yes,yes,yes,no,2,4,2,3,1,3,4,1,15,19
GP,F,16,U,GT3,T,3,4,teacher,teacher,home,mother,3,2,3,no,yes,no,yes,yes,yes,no,yes,2,4,1,1,2,3,1,3,19,10
GP,M,16,U,LE3,T,3,1,other,teacher,course,mother,4,1,2,no,yes,no,no,yes,yes,no,yes,4,2,2,1,3,2,2,11,2,19
GP,F,17,U,GT3,T,4,1,services,at_home,home,other,4,2,3,no,yes,no,no,yes,no,yes,no,2,4,2,1,1,3,30,6,0,19
GP,F,16,U,LE3,T,4,1,other,other,home,mother,4,3,3,yes,yes,no,no,yes,yes,yes,no,4,3,1,4,2,3,5,14,1,19
GP,F,16,U,LE3,T,4,3,services,teacher,home,mother,1,1,3,no,yes,no,yes,yes,yes,yes,no,4,4,2,1,1,3,7,14,13,19
