school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,20,U,GT3,A,0,1,health,other,home,father,4,2,0,no,yes,no,no,yes,yes,yes,yes,5,1,1,4,4,1,6,1,1,19
GP,M,21,U,GT3,T,4,3,health,other,reputation,father,1,2,3,no,no,no,no,yes,yes,no,no,5,3,5,1,3,1,23,14,18,19
MS,F,20,U,LE3,T,4,3,services,other,course,mother,4,2,1,no,no,no,yes,yes,yes,yes,no,4,5,1,1,2,2,12,14,15,19
GP,M,16,U,LE3,A,3,1,health,other,reputation,mother,4,1,1,no,yes,no,no,yes,yes,yes,no,2,4,3,4,2,1,0,14,17,19
GP,M,15,U,LE3,T,1,0,health,other,reputation,mother,3,2,0,no,no,no,no,yes,yes,no,yes,4,2,2,5,3,2,8,2,12,19
GP,F,16,U,LE3,T,2,4,other,teacher,course,other,3,2,3,no,yes,no,yes,yes,no,yes,no,2,5,3,1,1,4,0,15,10,19
GP,F,16,U,GT3,T,4,3,health,other,home,mother,4,1,3,no,yes,no,no,yes,yes,yes,no,5,3,3,1,2,3,4,12,1,7
GP,F,15,U,LE3,T,4,4,other,other,reputation,other,4,2,3,no,yes,no,no,no,no,yes,no,4,3,3,1,1,1,5,6,3,19
GP,M,16,U,LE3,T,3,2,at_home,other,reputation,father,4,2,0,no,yes,no,no,yes,yes,yes,no,1,4,1,1,3,5,0,18,16,19
GP,F,21,U,GT3,T,2,1,teacher,other,reputation,other,4,2,0,no,yes,no,no,yes,no,yes,no,2,4,1,1,1,1,6,0,2,19
GP,F,15,U,LE3,T,4,4,other,other,reputation,other,2,2,2,no,no,no,no,no,no,no,no,3,4,3,2,2,1,7,2,9,17
GP,M,22,U,GT3,T,1,0,health,teacher,home,father,1,4,2,no,no,no,no,yes,yes,no,no,3,5,5,1,1,1,11,3,2,18
GP,F,21,U,GT3,T,4,3,health,other,reputation,mother,1,2,2,no,yes,no,no,yes,yes,yes,no,5,5,4,1,1,5,11,13,3,10
GP,F,16,U,LE3,T,4,4,other,other,home,father,4,2,0,no,yes,no,no,yes,yes,no,yes,2,3,2,1,2,1,4,3,4,19
MS,M,22,U,GT3,T,3,1,other,teacher,home,father,4,2,3,no,no,no,no,yes,yes,no,no,2,5,1,1,2,3,10,6,1,19
GP,F,22,U,GT3,T,2,0,other,other,course,other,4,4,1,no,no,no,no,yes,no,yes,no,4,3,2,5,1,1,6,2,2,1
GP,F,16,U,LE3,T,3,4,other,teacher,other,father,2,4,0,no,yes,no,yes,yes,yes,no,no,2,3,1,1,3,3,0,16,12,19
GP,M,15,U,GT3,T,2,1,other,teacher,reputation,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,3,1,1,3,1,1,5,5,14
GP,F,20,U,GT3,T,3,1,teacher,other,reputation,mother,4,4,2,no,yes,no,no,yes,yes,yes,no,4,3,2,1,4,5,10,7,18,5
GP,M,16,U,LE3,A,4,3,health,health,home,mother,1,1,0,no,no,no,no,yes,yes,yes,no,3,3,1,1,5,1,5,14,18,19
GP,F,15,U,LE3,T,3,3,other,services,reputation,father,1,3,3,no,yes,no,yes,yes,yes,yes,no,5,4,4,1,2,3,2,13,18,17
GP,F,15,U,GT3,T,2,0,at_home,other,home,other,3,3,3,yes,yes,no,no,yes,yes,yes,yes,5,3,2,3,2,2,4,3,7,19
GP,M,21,U,GT3,T,3,3,health,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,no,yes,1,5,4,1,3,5,1,18,16,18
GP,M,17,U,LE3,T,1,0,other,other,reputation,father,4,2,0,no,no,no,no,yes,yes,no,no,4,2,4,2,5,1,7,11,14,14
GP,F,20,R,GT3,T,4,1,other,other,home,mother,4,2,2,yes,no,no,no,yes,yes,yes,yes,3,1,2,4,1,1,3,4,14,19
GP,F,22,U,GT3,T,4,1,health,other,reputation,other,3,2,1,no,no,no,no,yes,no,no,no,5,3,3,5,1,1,6,16,0,19
GP,M,16,U,LE3,T,3,4,health,teacher,home,father,4,1,0,no,no,no,yes,yes,yes,no,no,5,2,5,1,4,1,5,13,15,19
GP,M,15,U,LE3,T,4,1,health,health,home,father,4,2,3,no,no,yes,no,yes,yes,no,no,5,3,1,2,1,4,3,10,5,19
GP,M,16,U,LE3,T,4,3,at_home,services,home,father,1,2,2,no,no,yes,no,yes,yes,no,no,4,3,1,2,2,2,6,12,12,19
