school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,20,R,GT3,T,1,4,at_home,health,course,other,1,4,3,no,no,no,no,yes,no,yes,no,1,3,3,1,2,5,25,13,15,2
GP,F,18,U,GT3,A,1,0,health,health,reputation,father,4,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,2,4,5,1,3,7,6,2,2
GP,M,18,U,GT3,T,3,0,teacher,health,other,other,4,2,0,yes,yes,no,no,yes,yes,no,yes,4,1,5,1,1,1,0,4,6,4
MS,F,16,R,GT3,T,1,0,other,teacher,course,other,2,2,1,no,yes,no,no,yes,no,yes,no,5,2,4,1,3,4,29,10,17,16
MS,F,16,R,GT3,T,0,0,services,health,course,other,1,2,0,no,yes,no,yes,yes,no,yes,no,2,1,5,1,5,5,5,6,14,19
MS,M,16,R,GT3,T,1,2,health,health,reputation,father,4,4,1,yes,yes,no,no,yes,yes,no,no,5,5,1,1,1,1,1,10,8,11
GP,F,16,U,GT3,T,1,3,services,teacher,reputation,father,4,2,0,no,yes,no,yes,yes,no,yes,no,4,5,5,5,2,1,4,13,11,19
MS,F,16,U,GT3,T,1,3,teacher,at_home,reputation,other,4,1,0,yes,no,yes,yes,yes,no,yes,no,5,3,4,5,1,1,24,6,14,19
MS,F,16,R,GT3,T,0,0,teacher,services,reputation,other,1,1,0,no,no,no,yes,yes,no,yes,no,3,1,5,1,5,5,4,6,15,18
MS,F,16,U,GT3,T,1,0,other,health,reputation,other,3,2,1,yes,no,yes,no,no,no,yes,yes,4,4,3,4,4,1,2,5,11,16
MS,F,16,U,GT3,T,1,0,health,other,home,father,4,2,0,no,yes,no,no,no,yes,yes,no,4,2,3,1,1,3,5,10,1,17
GP,F,21,U,GT3,T,0,0,services,teacher,reputation,mother,4,2,0,no,yes,no,no,yes,no,no,no,4,3,4,4,1,1,0,5,11,18
GP,M,15,R,GT3,A,4,3,teacher,teacher,course,father,1,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,1,2,1,1,5,10,5,1,11
GP,F,16,U,GT3,T,1,4,health,services,reputation,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,5,5,3,2,1,2,0,14,13,13
MS,F,17,U,GT3,T,0,2,at_home,at_home,course,father,1,3,0,no,no,yes,no,yes,no,yes,no,4,5,3,1,3,5,17,16,16,14
GP,M,17,R,GT3,T,1,1,services,health,reputation,mother,4,4,0,yes,yes,no,yes,yes,no,yes,no,3,5,3,1,5,1,17,14,14,17
GP,F,17,U,GT3,T,0,3,health,teacher,reputation,father,4,2,0,no,yes,no,yes,yes,no,yes,no,3,4,1,5,1,1,4,13,3,16
MS,F,16,U,GT3,T,0,3,other,health,course,father,2,3,0,no,yes,no,no,no,yes,yes,yes,2,2,3,1,1,5,0,11,14,13
GP,F,19,R,LE3,T,4,2,teacher,health,course,mother,1,1,1,no,no,no,no,yes,yes,yes,yes,3,1,2,2,1,2,27,8,10,3
GP,F,16,U,GT3,T,1,3,services,teacher,reputation,father,4,2,0,no,yes,no,yes,yes,no,yes,no,4,5,5,5,1,1,4,13,12,18
GP,F,17,U,GT3,A,3,1,other,teacher,course,other,4,1,1,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,2,5,4,6,9,3
MS,F,15,U,GT3,T,2,4,health,health,course,mother,4,2,0,yes,yes,no,no,yes,yes,yes,no,1,4,3,4,1,3,11,11,9,8
MS,F,16,R,GT3,T,0,1,services,services,reputation,other,1,1,0,no,no,no,yes,yes,no,yes,no,4,1,3,1,5,5,5,5,16,19
GP,M,20,U,GT3,T,1,1,services,services,reputation,father,3,1,0,yes,no,no,yes,no,no,no,yes,3,5,1,5,1,3,2,6,18,17
MS,F,19,U,GT3,T,3,2,other,health,course,father,1,2,0,no,yes,yes,no,no,yes,yes,yes,3,4,4,1,1,3,23,12,11,13
MS,F,16,U,GT3,T,0,0,services,services,reputation,other,4,1,0,yes,no,yes,yes,yes,no,yes,no,2,3,4,5,1,1,30,5,14,18
MS,M,18,U,GT3,T,1,0,health,health,reputation,father,4,1,0,yes,yes,no,no,no,yes,yes,yes,4,2,4,1,5,4,1,6,10,10
GP,F,17,U,GT3,T,4,4,services,teacher,course,father,1,2,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,3,4,2,13,16,3
MS,F,20,U,GT3,A,2,0,at_home,teacher,home,father,4,4,0,no,no,no,no,no,yes,yes,no,4,4,3,4,1,1,3,11,10,17
MS,F,20,U,GT3,T,2,0,other,health,course,other,4,2,0,no,no,no,no,no,no,no,no,1,2,4,2,1,3,0,5,10,1
GP,F,21,U,GT3,T,1,2,other,teacher,course,other,1,2,0,no,no,no,no,yes,no,yes,no,1,5,3,1,1,5,14,5,13,1
GP,M,18,U,GT3,T,1,2,services,teacher,reputation,other,4,2,1,no,yes,no,no,yes,yes,yes,yes,4,1,5,1,1,1,32,6,1,1
MS,F,16,U,GT3,T,0,2,at_home,health,home,other,1,3,0,no,yes,yes,no,yes,no,yes,no,2,2,4,2,1,5,0,6,13,18
GP,F,17,U,GT3,T,4,1,teacher,services,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,no,4,2,2,1,4,1,3,10,16,18
GP,M,15,R,GT3,A,4,4,services,teacher,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,yes,4,5,2,1,1,4,10,6,3,11
GP,F,17,U,GT3,T,2,3,other,teacher,other,father,3,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,4,1,1,3,28,13,11,13
MS,F,21,R,GT3,T,2,1,at_home,teacher,course,father,4,2,0,no,no,no,no,no,yes,yes,no,4,4,1,2,3,1,4,12,10,19
MS,F,16,U,GT3,T,1,3,teacher,health,course,other,4,2,0,yes,yes,yes,no,yes,no,yes,no,3,3,4,5,1,1,13,6,14,17
MS,F,16,U,GT3,T,1,3,services,services,reputation,other,4,1,0,yes,no,yes,yes,yes,no,yes,no,5,3,5,5,1,1,11,5,14,17
MS,F,20,R,GT3,T,1,3,teacher,services,reputation,father,4,3,0,yes,yes,no,yes,no,yes,no,no,5,4,4,2,5,3,0,12,9,14
MS,F,20,R,GT3,T,0,0,at_home,teacher,home,mother,4,4,0,no,yes,no,no,no,no,yes,no,1,4,1,1,1,1,0,13,11,16
GP,F,17,U,GT3,T,1,3,health,teacher,reputation,father,4,2,0,no,yes,no,yes,yes,no,yes,no,4,3,4,4,3,1,4,13,12,17
MS,F,16,U,GT3,T,1,0,teacher,health,reputation,other,4,2,0,yes,yes,yes,no,yes,no,yes,no,3,3,5,4,1,1,14,4,14,18
GP,F,16,U,GT3,A,1,3,health,teacher,course,other,1,1,1,no,no,no,yes,yes,no,yes,yes,5,1,3,1,1,5,26,6,18,3
MS,F,20,U,GT3,T,0,4,at_home,health,reputation,father,4,2,0,yes,yes,no,no,no,yes,yes,no,1,4,5,1,1,5,30,6,9,9
MS,F,21,R,GT3,T,1,0,at_home,teacher,home,other,3,3,0,no,yes,no,no,no,no,yes,no,1,4,2,2,1,1,0,11,13,19
GP,F,18,R,GT3,A,4,1,at_home,other,course,other,4,4,3,no,no,no,no,yes,yes,yes,no,1,2,3,4,1,5,0,11,5,2
MS,F,16,R,GT3,T,1,3,other,health,course,father,3,3,1,no,yes,no,no,no,yes,yes,yes,2,2,3,1,2,5,13,10,11,13
GP,F,20,U,GT3,T,0,1,teacher,health,reputation,mother,1,2,2,yes,yes,yes,no,yes,yes,yes,yes,3,1,3,4,1,4,5,5,8,1
GP,F,18,U,GT3,A,2,2,health,services,home,other,4,2,1,no,yes,yes,no,yes,yes,yes,yes,4,2,1,4,1,4,18,10,6,4
MS,F,16,U,GT3,T,0,1,teacher,health,reputation,father,4,2,0,yes,no,yes,no,no,yes,yes,yes,5,3,1,4,4,2,1,5,8,12
MS,F,15,U,GT3,T,3,4,services,health,reputation,father,1,1,0,yes,yes,no,no,yes,yes,yes,no,1,5,4,1,1,2,14,5,6,11
GP,F,20,R,GT3,T,1,3,other,health,reputation,other,3,2,0,yes,no,yes,no,yes,no,yes,no,1,1,5,5,4,5,12,5,1,2
MS,F,16,U,GT3,T,0,4,at_home,health,course,father,4,2,0,yes,yes,no,no,no,yes,yes,yes,2,5,3,5,1,5,13,6,10,13
GP,F,16,U,GT3,T,0,3,health,teacher,reputation,father,4,2,0,no,yes,no,yes,yes,no,yes,no,3,4,1,5,1,1,4,13,14,17
GP,F,17,U,GT3,A,2,2,at_home,health,course,father,4,2,2,no,yes,no,no,no,yes,yes,no,4,1,2,4,1,1,12,5,3,4
GP,M,18,U,GT3,A,3,3,health,at_home,home,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,1,5,2,1,2,3,14,9,12,18
