school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,21,R,LE3,T,1,1,other,other,course,mother,2,4,0,yes,yes,no,no,yes,no,yes,no,2,2,2,1,5,4,20,13,12,6
GP,F,15,R,LE3,T,2,3,at_home,services,course,mother,4,4,2,no,no,no,yes,no,yes,yes,no,4,2,2,2,1,1,1,14,16,15
GP,M,17,U,LE3,A,0,0,other,health,course,father,1,2,0,no,yes,no,no,yes,yes,no,no,4,5,1,1,5,1,4,16,4,11
GP,F,18,U,GT3,T,2,4,at_home,health,reputation,mother,4,4,3,no,yes,no,no,yes,no,yes,yes,4,5,2,5,5,1,24,6,3,19
GP,M,21,R,GT3,T,4,2,at_home,at_home,course,mother,1,4,2,no,yes,no,no,yes,no,yes,no,2,5,2,1,1,5,0,14,16,19
GP,M,17,U,LE3,T,3,0,teacher,at_home,course,father,1,2,3,no,yes,no,no,no,yes,yes,no,4,5,2,1,5,1,2,17,14,12
GP,M,16,U,LE3,T,1,0,health,services,course,father,2,4,0,no,yes,no,no,yes,no,yes,no,2,4,4,1,5,4,32,15,13,11
GP,M,19,U,LE3,T,0,0,health,health,course,mother,1,4,0,no,yes,no,no,yes,no,yes,no,4,5,2,1,5,1,24,14,0,1
GP,M,21,R,GT3,T,2,0,other,at_home,reputation,mother,3,3,3,no,yes,no,yes,no,no,yes,no,4,5,3,2,3,5,0,9,7,12
GP,M,18,R,LE3,T,0,4,services,at_home,other,mother,4,2,1,no,yes,no,yes,yes,no,yes,no,4,5,1,5,3,4,1,18,15,18
GP,F,21,U,GT3,T,3,0,at_home,health,other,mother,1,4,3,no,yes,no,yes,yes,yes,yes,no,5,2,2,4,1,4,2,8,15,18
MS,F,18,U,GT3,T,3,0,other,health,reputation,father,4,4,1,no,yes,no,no,yes,yes,yes,no,3,3,5,5,5,1,5,12,10,13
GP,M,16,U,GT3,T,3,4,teacher,teacher,reputation,mother,2,1,2,no,yes,no,yes,yes,no,yes,no,1,5,2,2,5,4,23,7,14,3
GP,F,16,U,GT3,T,1,1,other,services,other,father,1,2,0,no,no,no,yes,no,yes,yes,no,4,3,5,1,2,2,1,12,13,13
