school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,18,U,GT3,T,0,4,teacher,services,home,mother,2,2,1,yes,no,yes,yes,no,no,yes,no,1,5,5,1,2,3,2,6,18,0
GP,M,18,R,GT3,A,4,2,other,services,course,mother,4,4,0,yes,yes,yes,no,yes,yes,yes,no,1,1,1,2,2,4,2,11,12,10
GP,F,16,U,GT3,A,1,0,teacher,services,home,mother,1,4,3,yes,yes,yes,no,yes,yes,yes,no,2,5,5,1,2,5,6,5,14,14
GP,M,16,R,GT3,T,0,0,other,services,other,other,4,1,0,no,yes,yes,no,yes,no,no,no,2,2,5,5,1,3,2,17,10,0
MS,F,15,U,GT3,T,1,1,at_home,services,home,mother,4,1,1,yes,yes,yes,no,no,yes,yes,yes,1,4,2,1,1,2,31,10,10,12
MS,M,15,U,GT3,T,0,0,at_home,health,home,mother,4,2,1,no,yes,yes,yes,no,no,yes,no,2,5,4,1,2,4,2,0,17,0
GP,M,18,U,GT3,T,1,3,at_home,teacher,home,mother,1,4,0,no,yes,no,no,yes,yes,no,no,2,2,5,1,4,3,2,10,12,12
MS,M,15,R,GT3,T,1,4,teacher,teacher,course,father,2,2,0,no,yes,yes,yes,no,yes,no,no,5,3,5,1,3,1,2,18,17,13
GP,F,18,R,GT3,T,1,2,other,teacher,home,mother,1,2,0,no,yes,yes,yes,no,yes,yes,yes,5,3,4,2,2,2,0,10,12,10
GP,M,17,U,GT3,A,4,3,other,other,other,father,4,1,0,no,yes,no,no,yes,no,yes,no,5,4,4,1,2,5,0,13,10,11
GP,M,18,R,GT3,T,1,1,at_home,health,course,mother,4,1,0,yes,yes,no,no,yes,no,yes,yes,2,2,4,1,1,2,1,12,13,12
MS,M,16,U,GT3,T,0,4,teacher,health,reputation,mother,1,1,0,yes,no,no,no,no,no,yes,no,2,2,5,3,3,2,2,5,10,0
GP,M,17,R,GT3,T,4,1,other,services,home,mother,4,1,0,no,no,yes,no,yes,no,no,no,1,2,3,2,4,2,0,10,13,0
MS,F,15,R,GT3,T,3,0,at_home,teacher,reputation,other,4,1,1,yes,no,yes,no,yes,no,yes,no,2,2,5,1,1,3,25,18,9,12
GP,M,16,U,GT3,A,3,4,health,health,other,mother,1,1,0,no,yes,no,no,yes,no,yes,no,1,5,4,1,2,3,1,18,16,18
GP,M,16,U,LE3,T,3,1,teacher,health,reputation,mother,3,2,0,no,no,yes,yes,no,no,yes,no,3,5,4,2,5,3,4,11,10,12
GP,M,16,R,GT3,T,3,3,health,teacher,course,father,2,1,0,no,no,yes,no,yes,yes,yes,no,4,5,2,1,2,4,3,12,17,18
GP,M,17,U,LE3,T,3,1,teacher,services,other,mother,1,1,0,no,yes,yes,no,yes,no,yes,yes,4,2,4,1,4,5,6,12,10,14
GP,F,15,R,GT3,T,1,4,teacher,teacher,course,mother,3,4,0,no,no,yes,yes,no,no,yes,no,2,1,1,1,2,1,3,10,12,18
GP,M,15,R,LE3,T,3,1,at_home,teacher,course,mother,2,1,0,no,no,no,yes,yes,no,yes,yes,4,2,2,2,2,1,4,10,17,15
GP,F,19,R,GT3,T,4,2,teacher,services,course,other,1,3,0,yes,yes,yes,no,yes,yes,yes,no,2,1,2,1,2,2,2,12,14,10
GP,M,16,U,GT3,T,0,0,at_home,services,home,mother,1,4,3,no,yes,yes,yes,no,yes,yes,yes,4,1,5,2,1,4,6,10,12,11
MS,F,16,U,LE3,T,3,3,teacher,services,home,mother,1,2,3,no,yes,yes,no,yes,yes,no,yes,4,3,2,1,2,3,2,10,8,12
MS,M,20,U,GT3,T,0,1,at_home,health,home,other,1,4,1,yes,yes,yes,no,yes,no,no,no,2,1,4,5,2,1,2,18,9,16
GP,F,19,R,GT3,T,4,1,at_home,services,course,other,2,2,1,no,no,yes,yes,no,yes,yes,yes,2,5,3,1,2,1,2,6,16,0
GP,M,17,U,LE3,T,3,1,teacher,health,course,mother,1,2,1,no,no,no,no,yes,no,yes,no,1,4,5,2,3,1,3,10,10,12
GP,M,16,U,GT3,T,0,2,teacher,health,home,mother,2,1,3,yes,no,yes,no,yes,yes,yes,yes,2,2,4,5,2,1,4,5,17,10
MS,F,15,R,GT3,T,4,1,services,other,course,mother,2,2,0,yes,yes,yes,yes,no,yes,yes,yes,4,4,2,1,2,4,3,10,10,12
GP,M,16,U,GT3,T,1,1,other,services,course,mother,1,1,0,no,no,yes,yes,yes,no,yes,no,1,5,5,1,1,5,0,11,10,10
MS,M,16,R,GT3,T,0,0,health,health,home,mother,4,2,1,no,yes,yes,no,no,yes,yes,yes,2,4,5,1,2,4,12,11,12,0
