school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,M,15,U,GT3,T,0,4,services,health,course,father,4,4,0,no,yes,no,no,yes,no,yes,no,3,5,2,2,5,1,28,13,6,5
GP,F,15,U,GT3,T,3,2,at_home,at_home,reputation,mother,4,2,1,no,yes,no,no,no,yes,yes,no,4,3,2,1,2,1,1,7,14,16
MS,F,15,R,GT3,T,4,2,at_home,teacher,course,other,4,4,0,no,yes,no,no,yes,no,no,no,1,2,2,2,1,5,1,9,18,6
GP,F,21,U,GT3,T,4,2,at_home,health,other,mother,2,4,3,no,yes,no,no,yes,yes,yes,no,3,3,2,1,1,4,25,7,16,19
MS,M,18,R,GT3,T,3,1,teacher,services,course,other,4,2,0,no,yes,no,no,yes,no,no,no,2,1,2,2,4,5,7,7,15,10
GP,M,17,U,LE3,A,3,3,at_home,at_home,reputation,mother,4,1,2,no,yes,no,no,yes,yes,yes,yes,4,5,2,2,5,1,1,5,1,10
GP,M,21,R,GT3,T,4,2,health,other,course,father,4,4,3,no,yes,yes,no,yes,no,yes,no,5,5,2,1,2,5,19,9,17,6
GP,M,22,R,LE3,T,2,0,at_home,teacher,reputation,father,4,2,0,no,yes,no,no,yes,no,yes,no,4,5,4,1,3,4,20,13,18,14
MS,M,16,U,GT3,T,3,3,at_home,at_home,course,other,1,1,2,no,yes,no,yes,yes,no,yes,no,3,5,3,2,5,4,3,5,14,13
MS,F,18,U,LE3,T,2,0,health,other,course,mother,2,2,0,no,no,no,no,yes,no,yes,no,4,2,5,1,5,2,10,16,12,15
GP,M,17,U,LE3,A,3,1,health,health,course,mother,1,4,0,no,yes,no,no,yes,no,yes,yes,3,5,2,1,5,1,3,8,7,11
MS,F,17,R,GT3,T,4,0,at_home,other,course,mother,1,4,0,no,yes,no,yes,yes,no,no,no,4,1,2,2,1,4,4,13,17,6
MS,F,15,U,GT3,A,1,1,at_home,health,course,other,3,4,3,no,yes,no,no,yes,yes,yes,no,4,4,2,3,1,1,2,10,4,19
GP,F,16,U,LE3,A,1,3,at_home,other,reputation,mother,1,1,0,no,yes,no,yes,yes,no,yes,no,2,5,3,2,5,4,5,12,13,13
GP,F,19,U,LE3,T,1,0,at_home,services,course,father,1,4,0,no,yes,no,no,yes,yes,yes,no,4,4,2,1,2,5,19,12,16,14
GP,M,15,U,GT3,A,2,4,health,teacher,reputation,mother,4,2,0,no,yes,no,no,yes,no,yes,no,5,5,1,1,5,1,2,15,5,19
GP,F,15,U,LE3,A,3,0,other,at_home,course,other,1,1,1,no,yes,no,no,yes,no,yes,yes,3,5,1,1,5,1,0,7,16,15
GP,M,17,U,GT3,A,2,0,at_home,teacher,reputation,father,3,1,0,no,yes,no,no,yes,no,no,no,4,5,5,1,5,3,1,16,2,12
GP,F,21,U,GT3,T,4,2,other,teacher,course,mother,4,4,3,no,no,no,no,yes,yes,yes,no,5,4,2,1,2,4,3,8,16,16
MS,M,18,U,LE3,T,0,3,health,other,home,mother,4,4,0,no,yes,no,yes,yes,no,yes,no,1,5,5,3,5,4,0,13,7,2
GP,F,18,U,LE3,T,0,3,other,at_home,course,mother,4,2,3,no,yes,no,no,yes,no,yes,yes,1,3,2,5,5,2,1,7,3,10
GP,M,17,U,LE3,T,1,3,other,other,course,mother,4,3,0,no,yes,no,yes,yes,no,yes,no,4,5,2,2,5,2,0,17,19,16
GP,F,22,R,GT3,T,2,1,teacher,teacher,course,other,4,1,0,no,no,no,no,yes,yes,yes,no,3,3,1,1,3,4,5,15,14,18
GP,F,18,U,GT3,T,1,0,services,health,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,no,4,3,2,1,1,3,0,12,14,11
GP,F,15,U,GT3,T,0,3,at_home,teacher,reputation,father,1,2,0,no,yes,no,no,yes,yes,yes,no,2,4,5,2,1,5,1,15,7,14
GP,M,15,U,LE3,A,2,3,other,teacher,course,father,4,4,3,no,yes,no,no,yes,no,yes,no,3,5,2,4,5,1,3,9,1,19
GP,F,15,U,GT3,T,0,1,health,health,course,other,1,1,0,no,yes,no,no,yes,no,yes,no,4,5,2,2,1,1,1,13,16,19
GP,M,17,U,LE3,T,4,0,health,teacher,course,mother,2,4,3,no,yes,yes,no,no,yes,yes,no,1,5,2,1,5,1,2,9,12,8
GP,M,15,U,GT3,T,3,1,at_home,services,course,other,4,1,1,no,yes,no,yes,no,yes,yes,no,2,5,2,1,3,1,0,8,11,12
GP,F,16,R,GT3,A,2,0,other,services,course,father,4,1,0,no,yes,no,no,no,yes,no,yes,1,2,2,1,1,1,2,5,5,3
MS,M,16,U,GT3,T,2,3,services,health,course,father,4,2,0,no,yes,no,yes,yes,no,yes,no,4,5,2,2,5,3,31,9,6,4
MS,M,16,U,GT3,T,2,3,health,other,reputation,mother,4,4,3,no,yes,no,yes,yes,no,yes,no,3,5,5,2,5,4,25,8,8,9
MS,F,15,U,GT3,T,4,2,services,services,course,father,2,2,1,no,no,no,no,no,no,yes,no,2,5,3,2,4,4,1,12,14,13
GP,M,18,U,LE3,A,2,4,other,teacher,course,father,4,4,3,no,yes,no,no,yes,no,yes,yes,2,5,1,2,5,1,1,4,4,10
MS,F,18,R,GT3,T,4,1,other,services,reputation,mother,1,2,0,no,yes,no,no,yes,no,no,no,1,2,2,2,4,4,1,7,17,13
GP,M,15,R,LE3,A,4,0,other,other,course,mother,1,2,0,no,yes,no,no,yes,no,yes,no,4,5,4,1,4,4,0,13,17,12
GP,F,22,U,LE3,T,3,0,services,health,reputation,mother,4,1,0,no,yes,yes,no,yes,yes,no,no,4,5,2,1,2,4,3,12,12,14
MS,F,15,U,GT3,T,2,1,health,teacher,course,mother,1,2,0,no,no,no,no,yes,no,yes,no,1,5,3,1,5,4,6,12,4,12
GP,M,18,U,LE3,A,2,4,teacher,teacher,reputation,mother,4,4,2,no,yes,no,no,yes,yes,yes,yes,3,5,1,4,5,1,4,17,0,19
GP,M,15,R,LE3,A,2,3,at_home,health,course,father,1,1,0,yes,no,no,no,yes,yes,no,yes,4,5,2,4,1,1,1,13,19,9
GP,F,18,U,GT3,T,2,4,at_home,health,course,father,4,2,2,no,yes,no,no,yes,no,yes,yes,1,4,5,2,5,1,28,8,2,5
GP,F,15,U,GT3,T,0,4,other,services,course,mother,1,4,1,yes,yes,no,no,yes,yes,yes,no,4,2,2,2,1,1,19,11,16,19
GP,M,21,R,GT3,A,2,0,other,teacher,reputation,father,4,4,0,no,no,no,no,yes,no,yes,no,5,5,1,1,2,5,1,12,15,0
MS,M,15,U,LE3,T,3,4,at_home,health,course,mother,3,4,2,no,yes,no,no,no,no,yes,no,3,5,2,1,4,1,4,8,11,18
MS,F,15,U,GT3,T,2,0,health,teacher,home,mother,4,2,0,no,yes,no,no,yes,no,no,no,4,5,2,1,1,4,20,18,4,4
MS,F,15,U,GT3,A,3,2,at_home,teacher,course,father,4,3,3,no,no,no,no,yes,no,yes,no,3,5,1,1,2,5,2,7,4,10
