school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
MS,F,20,U,LE3,T,1,1,services,teacher,course,mother,2,2,0,no,yes,yes,no,no,yes,no,yes,4,2,2,4,1,1,5,10,8,10
MS,M,18,U,GT3,A,4,1,at_home,at_home,other,mother,2,2,0,no,no,yes,no,yes,yes,yes,no,2,1,1,1,1,2,6,5,8,8
MS,M,15,U,LE3,T,1,4,at_home,services,course,father,1,1,1,yes,yes,no,yes,no,yes,no,no,2,1,2,2,1,2,1,14,12,15
GP,F,15,U,GT3,T,3,1,at_home,health,reputation,mother,2,1,0,no,yes,yes,no,yes,yes,yes,yes,3,4,2,5,5,1,3,17,19,12
MS,M,16,U,LE3,A,3,1,other,teacher,course,father,2,1,1,no,yes,yes,no,yes,no,no,no,4,4,2,1,5,3,3,11,12,0
MS,F,15,U,LE3,A,4,0,services,teacher,home,father,1,2,0,no,yes,no,no,yes,no,yes,no,4,5,2,1,2,3,0,13,6,12
GP,M,16,U,LE3,T,3,3,health,teacher,other,other,1,2,0,no,yes,yes,no,yes,yes,no,no,5,1,2,1,3,1,0,13,12,15
MS,F,16,R,GT3,T,1,4,services,at_home,reputation,mother,1,2,0,no,yes,yes,yes,no,no,no,yes,1,4,2,1,5,4,17,11,15,12
MS,F,18,U,LE3,T,1,4,health,teacher,home,mother,1,2,3,no,no,yes,yes,yes,yes,yes,no,1,4,2,1,5,1,2,16,12,12
GP,F,18,U,LE3,T,3,4,services,services,course,father,1,2,0,yes,yes,no,no,yes,no,yes,yes,1,2,5,5,5,2,17,5,18,13
MS,M,16,R,LE3,A,3,1,other,teacher,course,mother,1,1,0,yes,no,yes,no,no,no,yes,yes,1,1,2,4,4,1,4,12,13,8
GP,F,17,U,LE3,T,2,4,services,services,course,other,2,2,0,no,yes,yes,no,yes,yes,yes,no,4,1,2,4,5,3,0,16,11,12
MS,F,22,R,GT3,T,3,1,at_home,services,home,father,1,1,0,no,yes,yes,yes,no,yes,yes,no,2,1,1,4,1,1,2,13,15,15
MS,F,18,U,GT3,A,3,1,services,at_home,home,father,3,2,0,yes,no,no,no,yes,yes,yes,no,2,2,2,1,5,3,3,13,9,12
GP,F,15,U,GT3,T,3,4,other,at_home,course,father,4,1,3,yes,yes,no,no,yes,no,no,yes,4,5,3,5,3,4,4,15,18,12
MS,M,20,R,GT3,T,3,4,health,services,course,mother,4,2,3,no,no,no,no,yes,yes,yes,no,2,1,1,5,4,2,13,10,8,19
GP,F,15,U,GT3,T,3,4,at_home,teacher,reputation,father,1,2,0,no,yes,yes,no,yes,yes,yes,yes,4,4,5,2,5,1,0,14,12,19
MS,F,16,U,GT3,T,1,1,services,at_home,home,father,2,1,0,yes,yes,no,no,yes,yes,yes,no,1,2,1,1,2,3,10,10,8,2
GP,F,16,U,LE3,A,3,3,at_home,teacher,other,other,4,3,0,no,yes,no,no,yes,yes,yes,no,1,4,4,4,4,1,9,4,12,10
GP,F,15,U,GT3,A,3,4,at_home,services,other,father,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,5,2,1,18,12,12
MS,F,16,R,GT3,A,1,4,other,other,other,other,1,2,0,no,yes,no,yes,no,yes,no,no,4,2,1,1,2,4,5,16,15,12
GP,M,15,U,LE3,T,3,0,other,at_home,course,father,4,1,3,no,yes,no,no,yes,no,yes,no,4,2,2,3,4,1,10,8,8,15
MS,F,15,U,GT3,T,3,1,at_home,health,home,mother,1,2,3,no,no,no,no,yes,no,yes,no,2,4,4,4,2,4,2,12,15,13
GP,M,17,U,GT3,T,0,1,at_home,services,home,mother,1,4,0,yes,yes,no,yes,yes,yes,yes,no,4,3,4,4,1,4,1,14,13,19
