school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,20,R,LE3,A,1,0,at_home,health,reputation,father,4,4,2,yes,yes,no,no,yes,no,yes,no,1,3,1,4,2,5,8,12,8,4
GP,F,21,U,GT3,A,1,3,services,teacher,reputation,father,4,2,0,no,yes,no,no,yes,yes,no,yes,3,3,3,5,1,1,2,6,1,18
GP,M,18,U,GT3,T,3,0,teacher,teacher,other,father,4,2,0,yes,yes,no,no,yes,yes,no,yes,4,1,1,1,1,1,0,5,2,4
GP,F,20,R,GT3,T,1,2,other,teacher,reputation,father,4,2,3,no,yes,no,no,yes,yes,no,no,1,3,1,4,3,5,1,10,5,12
GP,F,16,U,GT3,T,3,0,teacher,health,home,other,1,4,0,no,yes,yes,no,yes,yes,yes,yes,5,1,3,1,1,5,0,5,14,4
MS,M,16,R,GT3,T,0,2,teacher,health,reputation,father,4,3,1,yes,yes,no,no,yes,yes,yes,no,5,4,4,1,4,1,1,10,3,11
GP,M,20,U,GT3,T,1,0,other,teacher,reputation,father,4,2,0,no,yes,no,no,yes,yes,no,no,2,3,1,2,1,5,0,5,0,2
GP,F,20,U,GT3,T,4,1,other,other,reputation,mother,4,1,0,no,no,no,yes,yes,yes,no,yes,5,2,5,1,1,1,4,6,13,16
GP,F,16,U,GT3,T,0,1,teacher,services,reputation,other,4,1,0,no,no,yes,yes,yes,no,yes,no,4,3,5,5,1,1,4,5,14,17
MS,F,18,U,GT3,A,1,0,health,teacher,reputation,mother,4,2,0,yes,no,no,no,no,yes,no,yes,4,1,5,4,1,1,4,10,4,10
GP,F,21,R,GT3,T,0,4,teacher,health,reputation,mother,4,2,0,no,yes,no,no,yes,yes,no,no,3,4,5,1,1,2,3,5,13,3
GP,F,21,U,GT3,T,4,0,at_home,teacher,reputation,mother,4,1,0,no,yes,no,no,yes,yes,no,no,4,3,4,5,1,5,0,14,12,19
MS,F,15,U,GT3,A,0,4,health,teacher,other,father,2,1,0,yes,yes,no,no,yes,no,yes,yes,4,2,4,1,1,4,25,5,11,11
GP,M,15,U,GT3,T,4,4,services,services,home,other,4,2,0,yes,yes,yes,no,yes,yes,yes,no,5,5,2,2,1,3,1,12,10,14
MS,M,15,U,GT3,A,4,1,at_home,teacher,course,father,4,4,0,yes,yes,no,no,yes,yes,yes,no,4,4,5,1,1,1,3,11,2,18
MS,F,16,U,GT3,T,0,0,teacher,services,reputation,other,4,2,0,yes,yes,yes,no,yes,no,yes,no,3,3,5,5,1,1,24,6,14,19
GP,F,20,U,GT3,T,0,0,health,health,reputation,father,4,2,1,yes,yes,no,no,yes,yes,no,no,3,5,1,1,1,1,0,11,12,1
MS,F,16,U,GT3,T,1,2,other,health,course,father,1,2,0,no,yes,no,no,no,yes,no,yes,2,2,3,1,1,4,9,5,13,13
GP,F,18,R,LE3,T,4,2,services,health,course,mother,1,2,0,no,no,no,no,yes,yes,yes,yes,1,2,1,2,1,2,20,9,14,2
GP,F,16,U,GT3,T,1,3,health,teacher,reputation,father,4,2,0,no,yes,no,yes,yes,no,yes,no,4,4,5,4,4,1,4,13,12,17
GP,F,17,U,GT3,A,3,2,other,teacher,course,other,4,1,1,no,yes,no,yes,yes,yes,yes,no,4,5,2,1,2,5,2,6,4,3
MS,F,15,U,GT3,T,1,4,health,health,course,mother,1,2,0,yes,yes,no,no,yes,yes,yes,no,1,4,3,1,2,3,0,11,14,15
GP,F,20,U,GT3,T,4,0,health,other,course,mother,1,1,0,no,yes,no,no,yes,yes,no,no,2,2,4,1,1,2,0,13,11,17
GP,F,20,U,GT3,T,1,0,teacher,health,reputation,father,1,2,0,yes,no,no,no,no,no,no,yes,4,2,1,5,1,3,0,6,17,1
GP,F,16,U,GT3,T,2,3,other,health,other,other,2,2,0,no,yes,yes,no,no,yes,yes,yes,4,2,5,1,1,3,7,12,3,13
MS,F,16,U,GT3,T,1,0,services,services,reputation,other,1,1,0,yes,no,yes,yes,yes,no,yes,no,4,1,2,1,2,5,18,11,14,18
MS,M,18,U,GT3,T,1,0,teacher,health,reputation,father,4,2,0,yes,yes,no,no,no,yes,yes,yes,4,2,4,1,1,3,0,5,10,7
GP,F,17,U,GT3,T,4,4,services,teacher,other,father,1,2,0,no,yes,no,yes,yes,yes,yes,no,4,4,5,1,2,5,1,13,15,4
