school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
GP,F,21,U,GT3,T,0,0,other,other,reputation,other,3,1,2,no,no,no,no,yes,no,yes,no,1,4,2,4,1,4,1,12,10,5
GP,F,15,U,GT3,A,4,4,other,at_home,home,father,4,4,3,no,yes,no,no,yes,yes,no,no,2,3,1,1,4,3,1,9,12,11
GP,M,16,U,GT3,T,4,3,other,other,home,father,4,1,0,yes,yes,no,no,yes,yes,yes,yes,5,3,2,3,1,1,3,1,15,19
GP,M,18,U,LE3,T,4,0,at_home,other,reputation,mother,4,2,1,no,yes,no,no,yes,yes,no,no,2,4,5,1,2,3,4,14,16,19
GP,F,16,R,GT3,A,1,0,other,other,course,mother,3,2,3,no,yes,no,no,yes,yes,yes,no,4,1,2,1,1,2,1,0,15,6
GP,F,15,U,LE3,T,2,1,services,teacher,reputation,mother,3,3,1,no,no,no,no,yes,yes,no,yes,4,3,1,1,3,1,0,4,2,19
MS,M,22,U,GT3,T,4,3,other,teacher,course,mother,4,4,2,no,yes,no,no,yes,yes,yes,yes,5,3,2,1,2,2,0,15,16,7
GP,M,16,U,GT3,T,4,1,teacher,services,home,other,3,2,1,yes,no,no,no,yes,no,no,no,3,3,3,3,1,1,29,15,1,12
GP,M,16,U,LE3,T,4,3,health,services,home,other,2,3,2,yes,no,no,no,yes,yes,no,no,5,4,1,1,1,1,5,14,1,19
GP,M,19,U,LE3,T,1,0,other,other,course,other,4,3,2,no,yes,no,no,yes,no,yes,no,2,4,1,1,1,4,5,9,3,8
GP,M,22,U,LE3,T,4,2,other,other,reputation,mother,4,1,0,no,yes,no,no,yes,yes,no,no,4,2,3,1,2,3,2,14,16,19
GP,F,20,U,GT3,T,3,1,health,health,reputation,other,3,2,1,no,no,no,yes,yes,no,no,no,4,3,5,1,1,1,4,18,1,19
GP,M,16,U,LE3,T,4,3,at_home,other,home,father,3,2,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,1,3,6,2,19
GP,M,16,U,LE3,T,4,4,at_home,health,home,father,3,2,0,no,yes,no,no,yes,yes,no,yes,5,3,1,1,1,1,11,0,1,19
GP,F,15,U,LE3,T,4,1,health,teacher,reputation,father,3,1,1,no,no,no,yes,yes,yes,no,yes,5,3,3,5,1,1,5,16,2,19
GP,M,16,U,GT3,T,4,4,other,other,home,father,1,2,0,no,yes,no,yes,yes,yes,yes,yes,4,3,5,1,1,1,0,13,3,10
GP,F,20,U,GT3,T,4,2,health,other,reputation,father,1,4,0,no,no,no,yes,yes,yes,yes,yes,1,4,3,1,1,5,1,18,19,19
GP,M,15,U,LE3,T,3,1,teacher,teacher,course,father,4,1,2,no,yes,no,no,yes,yes,no,yes,4,2,1,2,3,2,2,10,1,19
GP,M,16,U,LE3,T,4,1,at_home,health,home,father,4,1,0,yes,yes,no,no,yes,yes,yes,yes,4,4,1,2,1,1,3,6,2,19
GP,M,17,U,GT3,T,4,4,other,at_home,home,father,1,1,0,no,yes,no,no,yes,yes,no,yes,5,3,1,1,1,1,5,2,1,10
GP,M,19,U,LE3,T,4,3,at_home,health,reputation,mother,4,2,0,no,yes,no,no,yes,yes,no,no,4,3,4,1,2,3,5,14,16,19
GP,F,15,U,LE3,T,0,0,health,other,reputation,mother,3,2,3,no,no,no,no,yes,yes,yes,no,4,3,2,4,1,2,6,4,18,19
GP,F,22,U,GT3,T,4,3,health,other,reputation,father,1,2,0,no,no,no,yes,yes,yes,yes,yes,1,5,5,1,1,5,1,18,17,19
