checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,28,critical/other existing credit,business,3869,<100,4<=X<7,2,male single,none,3,life insurance,30,none,own,2,skilled,1,none,yes,good
0<=X<200,39,existing paid,used car,9767,<100,unemployed,4,male single,none,4,no known property,43,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,11,existing paid,furniture/equipment,2281,<100,1<=X<4,2,male single,none,2,real estate,36,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,2032,<100,1<=X<4,4,male mar/wid,none,2,real estate,29,none,own,1,skilled,1,none,yes,good
no checking,32,existing paid,furniture/equipment,3682,<100,1<=X<4,4,male single,none,2,life insurance,30,none,own,1,skilled,1,none,yes,good
0<=X<200,21,critical/other existing credit,furniture/equipment,3951,<100,1<=X<4,1,female div/dep/mar,none,2,car,29,none,own,2,skilled,1,yes,yes,good
no checking,13,existing paid,furniture/equipment,2015,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,32,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,907,<100,1<=X<4,4,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1899,<100,<1,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
0<=X<200,16,critical/other existing credit,new car,2707,<100,4<=X<7,1,male single,none,3,car,41,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1551,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
<0,19,existing paid,furniture/equipment,3032,<100,<1,2,male single,none,2,life insurance,33,none,own,1,unskilled resident,1,none,yes,bad
<0,27,existing paid,used car,4434,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,1,none,yes,good
0<=X<200,16,existing paid,new car,1844,<100,1<=X<4,4,male single,none,2,car,32,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,new car,2185,<100,4<=X<7,4,female div/dep/mar,none,4,car,33,none,own,1,skilled,1,yes,yes,good
no checking,26,existing paid,radio/tv,3005,<100,<1,4,female div/dep/mar,none,4,life insurance,26,none,own,1,skilled,1,none,yes,good
