checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,48,existing paid,radio/tv,5583,<100,1<=X<4,2,male single,none,2,car,27,none,own,1,skilled,1,none,yes,bad
no checking,10,critical/other existing credit,new car,2221,<100,1<=X<4,4,male single,none,4,real estate,38,none,own,2,unskilled resident,2,none,yes,good
<0,34,existing paid,new car,4163,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,2,none,yes,bad
no checking,37,existing paid,used car,5784,no known savings,1<=X<4,2,male single,none,4,no known property,41,none,for free,1,skilled,2,yes,yes,good
no checking,24,existing paid,radio/tv,2650,no known savings,>=7,4,male single,none,4,life insurance,45,none,own,1,skilled,1,none,yes,good
0<=X<200,32,existing paid,used car,7053,<100,1<=X<4,2,male single,none,2,car,37,none,own,1,skilled,1,yes,yes,good
no checking,12,existing paid,radio/tv,1853,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,49,none,own,1,unskilled resident,1,none,yes,good
<0,18,critical/other existing credit,radio/tv,1753,<100,>=7,4,male single,none,4,life insurance,45,none,own,1,skilled,1,yes,yes,good
<0,14,existing paid,furniture/equipment,1615,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,29,none,own,1,skilled,1,none,yes,good
<0,34,critical/other existing credit,business,4763,<100,1<=X<4,2,male single,none,2,car,31,none,own,2,skilled,1,none,yes,good
no checking,28,existing paid,radio/tv,3804,no known savings,>=7,4,male single,none,4,car,42,none,own,1,skilled,2,yes,yes,good
no checking,11,critical/other existing credit,radio/tv,1148,<100,>=7,4,male single,none,3,car,44,none,own,1,skilled,1,yes,yes,good
no checking,16,existing paid,radio/tv,1963,<100,1<=X<4,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
no checking,10,existing paid,radio/tv,1354,<100,1<=X<4,4,male single,none,4,real estate,37,none,own,1,unskilled resident,1,none,yes,good
no checking,11,existing paid,radio/tv,1154,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,36,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,14,existing paid,radio/tv,1454,<100,1<=X<4,4,male single,none,2,real estate,32,none,own,1,skilled,1,none,yes,good
0<=X<200,28,existing paid,business,3918,<100,1<=X<4,2,male single,none,2,car,33,none,own,1,skilled,1,none,yes,good
0<=X<200,15,existing paid,furniture/equipment,2108,<100,<1,2,female div/dep/mar,none,2,real estate,36,none,own,1,skilled,1,none,yes,good
0<=X<200,49,existing paid,business,7870,<100,1<=X<4,2,male single,none,2,no known property,38,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1726,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,1,skilled,1,none,yes,good
no checking,29,existing paid,used car,3568,100<=X<500,1<=X<4,2,male single,none,4,car,26,none,own,1,skilled,1,none,yes,good
<0,28,critical/other existing credit,used car,5206,<100,>=7,2,male single,none,4,no known property,50,none,for free,2,skilled,1,yes,yes,bad
no checking,10,critical/other existing credit,new car,1141,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,44,none,own,1,skilled,1,none,yes,good
no checking,26,existing paid,radio/tv,2120,no known savings,>=7,4,male single,none,4,car,45,none,own,1,skilled,1,none,yes,good
no checking,11,existing paid,furniture/equipment,1594,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
0<=X<200,30,existing paid,business,5477,<100,<1,4,male single,none,2,car,39,none,own,2,skilled,1,yes,yes,good
no checking,12,existing paid,new car,1766,<100,1<=X<4,4,male single,none,2,real estate,34,none,own,1,unskilled resident,2,none,yes,good
no checking,16,critical/other existing credit,radio/tv,1354,no known savings,>=7,4,male single,none,4,real estate,48,none,own,1,skilled,1,yes,yes,good
<0,20,existing paid,radio/tv,2562,<100,<1,4,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,good
0<=X<200,13,existing paid,radio/tv,1099,<100,1<=X<4,4,male single,none,2,real estate,25,none,own,1,skilled,1,none,yes,good
<0,32,existing paid,new car,3360,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,1,none,yes,bad
no checking,12,existing paid,radio/tv,1282,500<=X<1000,>=7,4,male single,none,4,car,47,none,own,1,unskilled resident,1,none,yes,good
<0,20,critical/other existing credit,new car,4163,<100,>=7,2,male single,none,4,no known property,49,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,18,existing paid,business,3327,<100,1<=X<4,4,male single,none,4,car,37,none,own,1,skilled,1,yes,yes,good
0<=X<200,22,existing paid,radio/tv,2578,<100,<1,3,female div/dep/mar,none,1,car,24,none,own,1,skilled,1,none,yes,good
no checking,29,existing paid,new car,4231,<100,1<=X<4,4,female div/dep/mar,none,2,car,35,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,20,existing paid,radio/tv,1997,<100,4<=X<7,4,male single,none,4,car,37,none,own,1,skilled,2,yes,yes,good
<0,13,existing paid,radio/tv,1203,<100,1<=X<4,4,male single,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
