checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,29,critical/other existing credit,business,4046,<100,4<=X<7,2,male single,none,3,car,30,none,own,2,skilled,1,none,yes,good
<0,40,existing paid,used car,8215,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,11,existing paid,furniture/equipment,2286,<100,1<=X<4,2,male single,none,2,real estate,35,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,2034,<100,<1,4,female div/dep/mar,none,1,real estate,31,none,own,1,skilled,1,none,yes,good
no checking,28,existing paid,radio/tv,3781,<100,1<=X<4,4,male single,none,2,real estate,32,none,own,1,skilled,1,none,yes,good
0<=X<200,21,existing paid,education,4214,<100,4<=X<7,2,male single,none,2,car,30,none,own,2,skilled,1,yes,yes,good
<0,14,existing paid,furniture/equipment,1986,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,31,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,891,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1859,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
0<=X<200,15,critical/other existing credit,new car,3326,<100,1<=X<4,1,male single,none,4,real estate,44,none,own,1,unskilled resident,1,none,yes,good
no checking,12,existing paid,radio/tv,1361,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,25,none,own,1,skilled,1,none,yes,good
no checking,20,existing paid,furniture/equipment,2809,<100,<1,2,male single,none,2,life insurance,33,none,own,1,unskilled resident,1,none,yes,bad
<0,38,existing paid,used car,5149,<100,>=7,4,male single,none,4,no known property,46,none,for free,1,skilled,1,none,yes,good
