checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,29,critical/other existing credit,business,4673,<100,4<=X<7,2,male single,none,2,car,30,none,own,2,skilled,1,none,yes,good
<0,38,existing paid,used car,7646,<100,>=7,4,male single,none,4,no known property,42,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,10,existing paid,furniture/equipment,2140,<100,1<=X<4,2,male single,none,2,real estate,34,none,own,1,skilled,1,none,yes,good
0<=X<200,13,existing paid,radio/tv,2027,<100,1<=X<4,4,male single,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
no checking,29,existing paid,radio/tv,3974,<100,1<=X<4,4,male single,none,2,real estate,31,stores,own,1,skilled,1,none,yes,good
0<=X<200,18,existing paid,furniture/equipment,4090,<100,4<=X<7,2,male single,none,2,car,30,none,own,2,skilled,1,yes,yes,good
<0,15,existing paid,furniture/equipment,2151,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,good
0<=X<200,11,existing paid,radio/tv,941,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,1766,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,15,critical/other existing credit,new car,2928,<100,1<=X<4,2,male single,none,4,real estate,44,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,1461,<100,1<=X<4,4,female div/dep/mar,none,1,car,25,none,own,1,skilled,1,none,yes,good
no checking,19,existing paid,furniture/equipment,3125,<100,<1,2,male single,none,1,life insurance,34,none,own,1,skilled,1,none,yes,good
<0,37,existing paid,used car,5606,<100,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,1,yes,yes,good
0<=X<200,13,existing paid,furniture/equipment,1793,<100,1<=X<4,4,male single,none,2,life insurance,32,none,own,1,skilled,1,none,yes,good
0<=X<200,14,existing paid,furniture/equipment,1754,<100,4<=X<7,4,female div/dep/mar,none,3,car,30,none,own,1,skilled,1,yes,yes,good
0<=X<200,24,existing paid,furniture/equipment,2850,<100,<1,4,female div/dep/mar,none,4,life insurance,27,none,own,1,skilled,1,none,yes,good
no checking,24,existing paid,furniture/equipment,3069,no known savings,>=7,4,male single,none,4,life insurance,47,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,radio/tv,2099,<100,1<=X<4,4,male mar/wid,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
0<=X<200,10,existing paid,furniture/equipment,948,<100,<1,4,female div/dep/mar,none,1,real estate,25,none,own,1,skilled,1,none,yes,good
no checking,14,critical/other existing credit,radio/tv,1564,<100,>=7,4,male single,none,4,car,45,none,own,2,skilled,1,none,yes,good
<0,12,critical/other existing credit,new car,1708,<100,>=7,4,male single,none,4,no known property,50,none,rent,2,skilled,1,none,yes,good
0<=X<200,23,delayed previously,business,4767,<100,1<=X<4,2,male single,none,2,life insurance,39,none,own,2,skilled,1,yes,yes,good
no checking,16,existing paid,radio/tv,1952,<100,>=7,4,male single,none,4,real estate,57,none,own,1,skilled,1,none,yes,good
