checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,35,existing paid,radio/tv,5992,<100,1<=X<4,2,female div/dep/mar,none,2,car,27,none,own,1,skilled,1,none,yes,bad
no checking,10,critical/other existing credit,radio/tv,2329,<100,>=7,2,male single,none,4,real estate,37,none,own,1,skilled,1,none,yes,good
no checking,34,critical/other existing credit,new car,7577,<100,>=7,2,male single,none,4,no known property,42,none,for free,2,skilled,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,2617,500<=X<1000,>=7,2,male single,none,4,car,44,none,own,1,skilled,1,none,yes,good
0<=X<200,28,existing paid,furniture/equipment,4744,<100,1<=X<4,2,female div/dep/mar,none,4,car,26,none,rent,1,skilled,1,none,yes,bad
no checking,24,critical/other existing credit,radio/tv,2328,no known savings,>=7,4,male single,none,4,car,47,none,own,1,skilled,1,none,yes,good
no checking,9,existing paid,new car,1962,<100,1<=X<4,2,male single,none,4,real estate,45,none,own,1,skilled,1,none,yes,good
<0,8,critical/other existing credit,new car,2549,<100,1<=X<4,1,male single,none,4,real estate,41,none,own,2,skilled,2,none,yes,good
no checking,14,critical/other existing credit,radio/tv,1873,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,28,none,own,2,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1072,no known savings,1<=X<4,4,female div/dep/mar,none,4,real estate,42,none,own,2,skilled,1,none,yes,good
<0,50,existing paid,used car,8260,<100,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,1,yes,yes,bad
0<=X<200,16,critical/other existing credit,used car,1956,500<=X<1000,1<=X<4,4,male single,none,4,real estate,36,none,own,1,skilled,1,yes,yes,good
0<=X<200,40,critical/other existing credit,new car,8589,<100,1<=X<4,4,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,yes,good
no checking,18,existing paid,new car,1832,<100,1<=X<4,4,male mar/wid,none,1,real estate,34,none,own,1,skilled,1,none,yes,good
0<=X<200,11,existing paid,radio/tv,852,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,26,none,own,1,skilled,1,none,yes,good
<0,25,existing paid,furniture/equipment,4776,<100,1<=X<4,1,female div/dep/mar,none,4,car,25,none,own,1,skilled,1,none,yes,good
no checking,24,critical/other existing credit,radio/tv,2370,no known savings,>=7,4,male single,none,2,car,42,none,own,1,skilled,1,none,yes,good
no checking,21,delayed previously,furniture/equipment,5201,<100,>=7,1,male single,none,4,life insurance,37,none,own,2,skilled,1,none,yes,good
