checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,16,critical/other existing credit,radio/tv,1516,no known savings,>=7,4,male single,none,4,life insurance,50,none,own,2,skilled,1,none,yes,good
no checking,9,critical/other existing credit,new car,2779,<100,4<=X<7,1,male single,none,4,real estate,44,none,own,2,unskilled resident,2,none,yes,good
no checking,27,critical/other existing credit,radio/tv,2637,no known savings,>=7,4,male single,none,4,car,42,none,own,1,skilled,1,none,yes,good
no checking,28,existing paid,business,6378,<100,1<=X<4,2,male single,none,2,car,37,none,own,2,skilled,1,yes,yes,bad
no checking,18,existing paid,used car,2945,<100,>=7,4,male single,none,4,real estate,50,none,own,1,skilled,1,yes,yes,good
0<=X<200,31,critical/other existing credit,new car,4671,<100,unemployed,4,male mar/wid,none,2,car,32,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,17,existing paid,furniture/equipment,1782,<100,<1,4,female div/dep/mar,none,4,real estate,24,none,rent,1,skilled,1,none,yes,bad
0<=X<200,25,existing paid,new car,3002,<100,<1,2,female div/dep/mar,none,4,life insurance,25,none,rent,1,skilled,1,none,yes,bad
no checking,16,existing paid,radio/tv,1700,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,bad
<0,18,critical/other existing credit,radio/tv,1562,<100,>=7,4,male single,none,4,life insurance,46,none,own,2,skilled,1,none,yes,good
no checking,32,delayed previously,business,6827,<100,1<=X<4,2,male single,none,1,car,29,none,own,2,skilled,1,none,yes,good
0<=X<200,38,existing paid,new car,9636,<100,>=7,4,male single,none,4,no known property,53,none,for free,1,skilled,1,yes,yes,bad
no checking,8,critical/other existing credit,new car,2553,<100,4<=X<7,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,no,good
no checking,11,existing paid,new car,1793,<100,1<=X<4,4,male single,none,4,real estate,47,none,own,1,skilled,1,yes,yes,good
<0,13,critical/other existing credit,radio/tv,1081,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,38,none,own,1,unskilled resident,1,none,yes,good
no checking,17,critical/other existing credit,furniture/equipment,1936,<100,4<=X<7,4,male mar/wid,none,2,car,38,none,own,1,skilled,1,yes,yes,good
no checking,11,existing paid,new car,2177,<100,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,1,yes,yes,good
