checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,16,critical/other existing credit,radio/tv,1604,no known savings,>=7,4,male single,none,4,life insurance,51,none,own,2,skilled,1,none,yes,good
no checking,8,critical/other existing credit,new car,2811,<100,1<=X<4,1,male single,none,2,real estate,42,none,own,2,unskilled resident,2,none,yes,good
no checking,26,critical/other existing credit,radio/tv,2558,no known savings,>=7,4,male single,none,4,car,41,none,own,1,skilled,1,none,yes,good
no checking,28,existing paid,business,6310,<100,1<=X<4,2,male single,none,2,car,36,none,own,2,skilled,1,yes,yes,good
no checking,14,existing paid,radio/tv,2169,<100,>=7,1,male single,none,4,real estate,52,none,own,1,skilled,1,yes,yes,good
0<=X<200,27,critical/other existing credit,new car,3487,<100,unemployed,4,male mar/wid,none,2,car,31,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,16,existing paid,radio/tv,1809,<100,<1,4,female div/dep/mar,none,4,real estate,24,none,rent,1,skilled,1,none,yes,bad
<0,22,existing paid,new car,3611,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,bad
0<=X<200,18,existing paid,radio/tv,2027,<100,1<=X<4,2,female div/dep/mar,none,1,life insurance,25,none,own,1,skilled,1,none,yes,bad
<0,18,critical/other existing credit,radio/tv,1500,<100,>=7,4,male single,none,4,life insurance,48,none,own,2,skilled,1,none,yes,good
no checking,31,delayed previously,business,6573,<100,1<=X<4,2,male single,none,2,car,30,none,own,2,skilled,1,none,yes,good
0<=X<200,36,existing paid,new car,8771,<100,>=7,4,male single,none,4,no known property,51,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,8,critical/other existing credit,new car,2605,<100,1<=X<4,1,male single,none,2,real estate,38,none,own,2,unskilled resident,2,none,no,good
no checking,9,existing paid,radio/tv,1559,<100,1<=X<4,4,male single,none,2,real estate,46,none,own,1,skilled,1,none,yes,good
<0,12,existing paid,radio/tv,882,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,36,none,own,1,unskilled resident,1,none,yes,good
no checking,16,critical/other existing credit,furniture/equipment,2111,<100,4<=X<7,4,male mar/wid,none,2,car,39,none,own,1,skilled,1,yes,yes,good
no checking,11,existing paid,new car,1917,<100,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,1,yes,yes,good
0<=X<200,47,all paid,business,8000,<100,>=7,4,male single,none,4,no known property,47,none,for free,1,skilled,1,yes,yes,bad
no checking,23,existing paid,radio/tv,2692,500<=X<1000,>=7,4,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
<0,22,existing paid,new car,3772,<100,1<=X<4,2,female div/dep/mar,none,4,car,26,none,rent,1,skilled,1,none,yes,bad
no checking,17,critical/other existing credit,radio/tv,1796,<100,>=7,4,male single,none,2,car,36,none,own,2,skilled,1,yes,yes,good
no checking,25,critical/other existing credit,radio/tv,2525,500<=X<1000,>=7,4,male single,none,4,car,37,none,own,1,skilled,1,none,yes,good
no checking,10,existing paid,new car,1709,<100,1<=X<4,4,male single,none,2,life insurance,34,none,own,1,unskilled resident,1,none,yes,good
no checking,14,existing paid,new car,1656,<100,1<=X<4,4,male mar/wid,none,1,real estate,28,none,own,1,skilled,1,none,yes,good
0<=X<200,39,critical/other existing credit,used car,6787,<100,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,1,yes,yes,good
0<=X<200,15,existing paid,radio/tv,2444,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
