checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,29,critical/other existing credit,business,4696,<100,4<=X<7,2,male single,none,2,car,30,none,own,2,skilled,1,none,yes,good
<0,37,existing paid,used car,7551,<100,>=7,4,male single,none,4,no known property,40,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
<0,10,existing paid,furniture/equipment,2196,<100,1<=X<4,2,male single,none,2,real estate,34,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,1936,<100,1<=X<4,4,male single,none,2,car,27,none,own,1,skilled,1,none,yes,good
no checking,27,existing paid,furniture/equipment,3976,<100,<1,4,male single,none,2,real estate,32,stores,own,1,unskilled resident,1,none,yes,good
0<=X<200,19,existing paid,furniture/equipment,4084,<100,4<=X<7,2,male single,none,2,car,32,none,own,2,skilled,1,yes,yes,good
<0,14,existing paid,furniture/equipment,2080,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,bad
0<=X<200,11,existing paid,radio/tv,1013,<100,1<=X<4,4,female div/dep/mar,none,4,car,26,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,1723,<100,1<=X<4,4,male single,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
0<=X<200,14,critical/other existing credit,new car,3342,<100,1<=X<4,1,male single,none,4,real estate,44,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,1482,<100,1<=X<4,4,female div/dep/mar,none,1,car,25,none,own,1,skilled,1,none,yes,good
no checking,19,existing paid,furniture/equipment,3127,<100,<1,2,male single,none,2,life insurance,35,none,own,1,skilled,1,none,yes,bad
<0,39,existing paid,used car,5680,<100,>=7,4,male single,none,4,no known property,47,none,for free,1,skilled,1,yes,yes,good
0<=X<200,13,existing paid,new car,1864,<100,1<=X<4,4,male single,none,2,life insurance,31,none,own,1,unskilled resident,1,none,yes,good
