checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,29,delayed previously,business,4195,<100,4<=X<7,2,male single,none,2,life insurance,31,none,own,2,skilled,1,none,yes,good
0<=X<200,40,existing paid,used car,8447,<100,>=7,4,male single,none,4,no known property,42,none,for free,1,skilled,1,yes,yes,good
<0,10,existing paid,furniture/equipment,2359,<100,1<=X<4,2,male single,none,2,real estate,35,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,radio/tv,2017,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,29,none,own,1,skilled,1,none,yes,good
no checking,29,existing paid,furniture/equipment,3281,<100,1<=X<4,4,male single,none,2,life insurance,30,none,own,1,skilled,1,none,yes,good
0<=X<200,20,existing paid,furniture/equipment,4228,<100,1<=X<4,2,male single,none,2,life insurance,32,none,own,1,skilled,1,yes,yes,good
>=200,13,existing paid,furniture/equipment,1905,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,32,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,12,existing paid,radio/tv,839,<100,1<=X<4,4,male mar/wid,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
0<=X<200,15,existing paid,radio/tv,1852,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,28,none,own,1,skilled,1,none,yes,good
0<=X<200,16,critical/other existing credit,new car,3084,<100,1<=X<4,1,male single,none,4,life insurance,41,none,own,2,unskilled resident,1,none,yes,good
no checking,14,existing paid,radio/tv,1517,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,good
no checking,19,existing paid,furniture/equipment,2855,<100,<1,2,male single,none,2,life insurance,33,none,own,1,unskilled resident,1,none,yes,good
<0,34,existing paid,used car,4686,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,1,none,yes,good
0<=X<200,16,existing paid,new car,1776,<100,1<=X<4,4,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,furniture/equipment,2159,<100,4<=X<7,1,female div/dep/mar,none,4,life insurance,33,none,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,radio/tv,3042,<100,<1,4,female div/dep/mar,none,4,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,22,existing paid,furniture/equipment,3013,<100,>=7,4,male single,none,4,life insurance,48,none,own,1,skilled,1,yes,yes,good
0<=X<200,15,existing paid,radio/tv,2075,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
0<=X<200,11,existing paid,furniture/equipment,820,<100,<1,4,female div/dep/mar,none,1,real estate,25,none,own,1,skilled,1,none,yes,bad
no checking,16,critical/other existing credit,radio/tv,1512,<100,>=7,4,male single,none,4,real estate,49,none,own,2,skilled,1,none,yes,good
<0,17,critical/other existing credit,new car,1928,<100,>=7,4,male single,none,4,no known property,55,none,rent,2,skilled,1,none,yes,good
0<=X<200,26,existing paid,business,3884,<100,4<=X<7,2,male single,none,2,real estate,37,none,own,1,skilled,1,yes,yes,good
<0,19,existing paid,radio/tv,1767,<100,>=7,4,male single,none,4,real estate,56,none,own,1,skilled,1,none,yes,good
no checking,15,critical/other existing credit,radio/tv,1694,<100,1<=X<4,4,male mar/wid,none,2,car,29,none,own,2,skilled,1,none,yes,good
no checking,15,critical/other existing credit,furniture/equipment,1498,<100,4<=X<7,4,male mar/wid,none,3,life insurance,32,none,own,2,skilled,1,none,yes,good
no checking,23,existing paid,radio/tv,2602,<100,1<=X<4,4,male single,none,4,car,35,none,own,1,skilled,1,none,yes,good
no checking,32,critical/other existing credit,radio/tv,4066,no known savings,>=7,4,male single,none,4,car,43,none,own,1,skilled,1,yes,yes,good
<0,30,existing paid,business,6516,<100,1<=X<4,2,male single,none,4,life insurance,40,none,own,1,skilled,1,yes,yes,good
no checking,15,existing paid,used car,1358,<100,>=7,4,male single,none,4,life insurance,43,none,own,1,skilled,1,none,yes,good
0<=X<200,31,existing paid,radio/tv,3902,<100,4<=X<7,4,male single,none,4,car,30,none,own,1,skilled,1,yes,yes,good
no checking,11,existing paid,radio/tv,983,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,25,none,own,1,skilled,1,none,yes,good
<0,25,existing paid,new car,4457,<100,1<=X<4,3,male single,none,4,life insurance,45,none,own,1,skilled,1,yes,yes,good
0<=X<200,20,existing paid,new car,4303,<100,1<=X<4,2,male single,none,2,life insurance,34,none,own,1,unskilled resident,1,none,yes,good
<0,26,existing paid,furniture/equipment,5504,<100,<1,2,male single,none,2,life insurance,31,none,own,1,skilled,1,none,yes,bad
no checking,13,existing paid,radio/tv,1729,<100,1<=X<4,3,male single,none,4,real estate,35,none,own,1,skilled,1,yes,yes,good
<0,14,critical/other existing credit,new car,2437,<100,1<=X<4,2,male single,none,2,real estate,29,none,own,1,skilled,1,none,yes,good
0<=X<200,16,critical/other existing credit,new car,2150,<100,4<=X<7,4,male single,none,4,car,38,none,own,1,skilled,1,none,yes,good
0<=X<200,17,critical/other existing credit,furniture/equipment,3264,<100,>=7,4,male single,none,4,car,36,none,own,2,skilled,1,yes,yes,good
