checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,35,existing paid,furniture/equipment,6411,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,1,skilled,1,none,yes,bad
no checking,10,existing paid,new car,2075,<100,1<=X<4,3,male single,none,2,real estate,38,none,own,1,unskilled resident,1,none,yes,good
no checking,36,existing paid,new car,7728,<100,>=7,2,male single,none,4,no known property,38,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,2650,no known savings,>=7,3,male single,none,4,car,47,none,own,1,skilled,1,yes,yes,good
<0,26,all paid,furniture/equipment,4581,<100,1<=X<4,2,female div/dep/mar,none,4,car,28,none,own,1,skilled,1,none,yes,bad
no checking,21,existing paid,radio/tv,2044,<100,>=7,4,male single,none,4,car,49,none,own,2,skilled,1,none,yes,good
no checking,9,existing paid,new car,1813,<100,>=7,1,male single,none,4,real estate,44,none,own,1,unskilled resident,1,none,yes,good
no checking,8,existing paid,new car,2126,<100,1<=X<4,1,male single,none,2,real estate,34,none,own,1,unskilled resident,2,none,no,good
no checking,12,existing paid,furniture/equipment,1693,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
no checking,12,critical/other existing credit,radio/tv,913,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,42,none,own,1,skilled,1,none,yes,good
<0,47,critical/other existing credit,used car,7254,<100,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,1,yes,yes,bad
0<=X<200,15,critical/other existing credit,business,1785,500<=X<1000,>=7,3,male single,none,4,real estate,37,none,own,1,skilled,1,yes,yes,good
0<=X<200,40,existing paid,new car,9001,<100,>=7,4,male single,none,4,no known property,37,none,for free,1,skilled,1,yes,yes,bad
no checking,17,existing paid,radio/tv,1724,<100,>=7,4,male single,none,1,real estate,35,none,own,1,skilled,1,none,yes,good
0<=X<200,11,existing paid,radio/tv,805,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,29,none,own,1,skilled,1,none,yes,good
<0,27,existing paid,furniture/equipment,4671,<100,1<=X<4,2,female div/dep/mar,none,4,car,26,none,own,1,skilled,1,none,yes,good
no checking,23,existing paid,radio/tv,2076,no known savings,>=7,4,male single,none,4,car,37,none,own,1,skilled,1,yes,yes,good
no checking,15,existing paid,new car,4281,<100,1<=X<4,2,male single,none,2,life insurance,38,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1542,<100,1<=X<4,4,male single,none,2,real estate,30,none,own,1,skilled,1,none,yes,good
