checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,45,existing paid,radio/tv,5355,<100,1<=X<4,2,male single,none,2,car,26,none,own,1,skilled,1,yes,yes,bad
no checking,10,critical/other existing credit,new car,2277,<100,1<=X<4,4,male single,none,4,real estate,38,none,own,1,unskilled resident,2,none,yes,good
<0,39,existing paid,new car,4687,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,2,none,yes,bad
no checking,40,existing paid,used car,6538,<100,1<=X<4,2,male single,none,4,no known property,41,none,for free,1,skilled,2,yes,yes,good
no checking,24,existing paid,radio/tv,2513,no known savings,>=7,4,male single,none,4,car,46,none,own,1,skilled,1,none,yes,good
0<=X<200,35,existing paid,business,7054,<100,1<=X<4,2,male single,none,2,car,37,none,own,1,skilled,1,yes,yes,good
no checking,14,existing paid,new car,2044,<100,1<=X<4,1,female div/dep/mar,none,4,real estate,51,none,own,1,unskilled resident,1,none,yes,good
<0,17,critical/other existing credit,radio/tv,1753,<100,>=7,4,male single,none,4,life insurance,45,none,own,2,skilled,1,none,yes,good
no checking,15,existing paid,furniture/equipment,1616,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,28,none,own,1,skilled,1,none,yes,good
<0,36,existing paid,business,4705,<100,1<=X<4,2,male single,none,2,car,30,none,own,1,skilled,1,none,yes,good
no checking,27,existing paid,business,3907,no known savings,>=7,4,male single,none,4,car,40,none,own,2,skilled,2,yes,yes,good
no checking,11,critical/other existing credit,new car,1202,<100,4<=X<7,4,male single,none,3,car,44,none,own,2,skilled,1,yes,yes,good
no checking,18,existing paid,radio/tv,1905,<100,1<=X<4,4,male single,none,4,car,41,none,own,1,skilled,1,yes,yes,good
no checking,10,existing paid,new car,1400,<100,1<=X<4,4,male single,none,4,real estate,36,none,own,1,unskilled resident,1,none,yes,good
no checking,11,existing paid,radio/tv,1132,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,36,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,13,existing paid,radio/tv,1569,<100,1<=X<4,4,male single,none,1,real estate,33,none,own,1,skilled,1,none,yes,good
no checking,28,existing paid,business,3736,<100,1<=X<4,2,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
>=200,14,existing paid,furniture/equipment,2053,<100,<1,4,female div/dep/mar,none,2,car,37,none,own,1,skilled,1,none,yes,good
0<=X<200,44,existing paid,used car,7874,<100,1<=X<4,2,male single,none,2,no known property,39,none,for free,1,skilled,1,yes,yes,good
no checking,14,existing paid,radio/tv,1787,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,1,skilled,1,none,yes,good
no checking,34,existing paid,business,3772,<100,1<=X<4,2,male single,none,4,car,27,none,own,1,skilled,1,none,yes,good
<0,28,critical/other existing credit,used car,5683,<100,>=7,2,male single,none,4,no known property,52,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,11,critical/other existing credit,radio/tv,1219,<100,1<=X<4,4,female div/dep/mar,none,3,life insurance,43,none,own,1,unskilled resident,1,none,yes,good
no checking,27,existing paid,radio/tv,2124,no known savings,>=7,4,male single,none,4,car,46,none,own,1,skilled,1,none,yes,good
no checking,12,existing paid,furniture/equipment,1528,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
0<=X<200,32,existing paid,business,5660,<100,<1,2,male single,none,2,car,38,none,own,2,skilled,1,yes,yes,good
no checking,12,existing paid,new car,1693,<100,1<=X<4,4,male single,none,2,real estate,35,none,own,1,unskilled resident,1,none,yes,good
no checking,16,existing paid,radio/tv,1422,no known savings,>=7,4,male single,none,4,real estate,47,none,own,1,skilled,1,yes,yes,good
<0,20,existing paid,radio/tv,2603,<100,<1,4,female div/dep/mar,none,2,car,28,none,own,1,skilled,1,none,yes,good
<0,12,existing paid,radio/tv,1082,<100,1<=X<4,4,male single,none,2,real estate,24,none,own,1,skilled,1,none,yes,good
<0,33,existing paid,new car,4311,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,1,none,yes,bad
no checking,11,existing paid,radio/tv,1276,500<=X<1000,>=7,4,male single,none,4,car,48,none,own,1,unskilled resident,1,none,yes,good
<0,18,critical/other existing credit,new car,3674,<100,>=7,2,male single,none,4,no known property,45,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,18,existing paid,new car,3838,<100,4<=X<7,4,male single,none,4,car,37,none,own,1,skilled,1,yes,yes,good
0<=X<200,24,existing paid,radio/tv,2669,<100,<1,3,male mar/wid,none,1,car,24,none,own,1,skilled,1,none,yes,good
0<=X<200,30,existing paid,new car,4454,<100,<1,1,female div/dep/mar,none,2,car,35,none,own,1,skilled,1,yes,yes,good
no checking,18,existing paid,radio/tv,1985,<100,1<=X<4,4,male single,none,4,car,38,none,own,1,skilled,2,none,yes,good
<0,14,existing paid,radio/tv,1112,<100,1<=X<4,4,male single,none,4,real estate,28,none,own,1,skilled,1,none,yes,good
no checking,14,critical/other existing credit,radio/tv,1291,<100,>=7,4,male single,none,4,real estate,50,none,own,2,skilled,1,yes,yes,good
<0,17,critical/other existing credit,radio/tv,1497,<100,>=7,4,male single,none,4,life insurance,40,none,own,1,skilled,1,none,yes,bad
<0,25,existing paid,radio/tv,2990,<100,>=7,4,male single,none,4,car,40,none,own,2,skilled,1,none,yes,good
0<=X<200,46,existing paid,new car,12624,<100,1<=X<4,1,male single,none,4,no known property,43,bank,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,27,critical/other existing credit,new car,2860,<100,>=7,4,male single,none,4,real estate,43,none,own,1,skilled,1,none,yes,good
0<=X<200,35,existing paid,used car,10985,<100,1<=X<4,1,male single,none,4,car,36,bank,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,29,existing paid,radio/tv,4400,<100,1<=X<4,4,female div/dep/mar,none,2,car,33,none,own,1,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,1698,<100,1<=X<4,4,male single,none,3,real estate,38,none,own,1,skilled,1,none,yes,good
no checking,16,existing paid,new car,2715,<100,<1,4,male single,none,2,car,36,none,own,1,skilled,1,yes,yes,good
0<=X<200,24,existing paid,radio/tv,3660,<100,4<=X<7,4,male single,none,2,car,30,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,35,existing paid,business,5175,<100,1<=X<4,4,male single,none,2,car,29,none,own,2,skilled,1,none,yes,bad
no checking,17,existing paid,radio/tv,1631,<100,>=7,4,male single,none,4,real estate,40,none,own,1,skilled,1,none,yes,good
<0,36,existing paid,furniture/equipment,4879,<100,1<=X<4,3,male single,none,2,car,35,none,own,1,skilled,1,none,yes,bad
<0,16,existing paid,new car,1951,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,27,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,furniture/equipment,1719,<100,<1,4,female div/dep/mar,none,1,real estate,24,none,own,1,skilled,1,none,yes,good
