checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
0<=X<200,40,existing paid,new car,5922,<100,4<=X<7,2,female div/dep/mar,none,2,car,24,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,new car,2231,<100,1<=X<4,4,male single,none,1,real estate,40,none,own,1,unskilled resident,2,none,yes,good
<0,39,critical/other existing credit,used car,6232,<100,>=7,2,male single,none,4,no known property,42,none,for free,2,skilled,2,yes,yes,bad
<0,38,existing paid,used car,5958,<100,1<=X<4,3,male single,none,4,no known property,37,none,for free,1,skilled,2,yes,yes,bad
no checking,23,existing paid,radio/tv,2614,no known savings,>=7,4,male single,none,4,life insurance,43,none,own,1,skilled,1,none,yes,good
no checking,39,existing paid,used car,7003,<100,1<=X<4,2,male single,none,4,no known property,38,none,own,1,skilled,1,yes,yes,bad
no checking,14,existing paid,radio/tv,1802,<100,>=7,1,female div/dep/mar,none,4,real estate,46,none,own,1,unskilled resident,1,none,yes,good
no checking,19,existing paid,radio/tv,1926,no known savings,>=7,4,male single,none,4,car,44,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,1696,<100,1<=X<4,4,female div/dep/mar,none,2,car,27,none,own,1,skilled,1,none,yes,good
no checking,34,existing paid,business,5013,<100,1<=X<4,2,male single,none,2,car,29,none,own,2,skilled,1,none,yes,good
no checking,23,existing paid,new car,3357,<100,>=7,4,male single,none,4,car,40,none,own,2,skilled,2,yes,yes,good
no checking,13,existing paid,new car,1254,no known savings,>=7,4,male single,none,4,life insurance,41,none,own,1,skilled,1,yes,yes,good
no checking,17,existing paid,radio/tv,2096,<100,1<=X<4,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
no checking,11,existing paid,new car,1440,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,34,none,own,1,unskilled resident,1,none,yes,good
no checking,11,existing paid,radio/tv,1139,<100,4<=X<7,4,female div/dep/mar,none,2,real estate,37,none,own,1,unskilled resident,1,none,yes,good
no checking,11,existing paid,furniture/equipment,1399,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,33,none,own,1,skilled,1,none,yes,good
no checking,27,existing paid,business,3737,<100,1<=X<4,3,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
>=200,13,existing paid,furniture/equipment,2343,<100,<1,2,female div/dep/mar,none,1,real estate,38,none,own,1,skilled,1,none,yes,good
no checking,48,existing paid,used car,6809,<100,1<=X<4,2,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,yes,good
<0,15,existing paid,furniture/equipment,1600,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,26,none,own,1,skilled,1,none,yes,good
<0,32,existing paid,business,4161,<100,1<=X<4,2,male single,none,4,car,27,none,own,2,skilled,1,none,yes,bad
<0,31,critical/other existing credit,used car,6682,<100,>=7,2,male single,none,4,no known property,49,none,for free,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,12,existing paid,new car,1175,<100,1<=X<4,4,female div/dep/mar,none,4,car,43,none,own,1,unskilled resident,1,none,yes,good
no checking,25,existing paid,radio/tv,2310,no known savings,>=7,4,male single,none,4,car,43,none,own,1,skilled,1,none,yes,good
<0,13,existing paid,furniture/equipment,1564,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
<0,33,existing paid,used car,4984,<100,1<=X<4,3,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,bad
no checking,11,existing paid,new car,1838,<100,1<=X<4,4,male single,none,2,real estate,36,none,own,1,unskilled resident,2,none,yes,good
no checking,14,existing paid,radio/tv,1499,<100,>=7,4,male single,none,4,car,45,none,own,1,skilled,1,yes,yes,good
<0,22,existing paid,radio/tv,2434,<100,<1,4,female div/dep/mar,none,4,car,27,none,own,1,skilled,1,none,yes,bad
<0,14,existing paid,new car,1010,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,23,none,own,1,skilled,1,none,yes,bad
<0,29,existing paid,new car,4239,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,1,yes,yes,bad
no checking,11,existing paid,new car,1255,no known savings,>=7,4,male single,none,4,car,43,none,own,1,unskilled resident,1,none,yes,good
<0,19,critical/other existing credit,new car,3226,<100,>=7,4,male single,none,4,no known property,47,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,19,existing paid,new car,3747,<100,4<=X<7,4,male single,none,4,car,36,none,own,1,skilled,1,yes,yes,good
0<=X<200,17,existing paid,radio/tv,2827,<100,<1,1,female div/dep/mar,none,1,car,24,none,own,1,skilled,1,none,yes,good
no checking,27,existing paid,furniture/equipment,4449,<100,<1,2,female div/dep/mar,none,4,life insurance,37,none,own,1,skilled,1,yes,yes,bad
no checking,19,existing paid,business,1937,<100,4<=X<7,4,male single,none,3,car,37,none,own,1,skilled,2,none,yes,good
no checking,15,existing paid,furniture/equipment,1161,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,29,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,1376,<100,>=7,4,male single,none,4,car,48,none,own,1,unskilled resident,1,none,yes,good
no checking,16,existing paid,radio/tv,1543,<100,>=7,4,male single,none,4,car,39,none,own,1,skilled,1,none,yes,good
<0,23,existing paid,new car,2342,no known savings,<1,4,male single,none,4,car,32,none,own,1,skilled,1,none,yes,good
0<=X<200,43,existing paid,new car,11899,<100,1<=X<4,1,male single,none,4,no known property,42,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,24,critical/other existing credit,new car,2813,<100,>=7,4,male single,none,4,real estate,42,none,own,2,skilled,1,yes,yes,good
0<=X<200,46,existing paid,used car,8421,<100,1<=X<4,2,male single,none,4,no known property,38,none,for free,1,skilled,1,yes,yes,good
0<=X<200,30,existing paid,furniture/equipment,4961,<100,<1,2,female div/dep/mar,none,2,life insurance,33,none,own,1,skilled,1,none,yes,bad
<0,16,existing paid,radio/tv,1917,<100,<1,4,female div/dep/mar,none,4,real estate,37,none,own,1,skilled,1,none,yes,good
0<=X<200,16,existing paid,new car,2464,<100,4<=X<7,4,male single,none,4,car,35,none,own,1,skilled,2,yes,yes,good
0<=X<200,18,existing paid,new car,3261,<100,1<=X<4,1,male single,none,4,car,32,none,own,1,skilled,1,yes,yes,good
no checking,33,critical/other existing credit,business,5599,<100,1<=X<4,4,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,yes,yes,bad
no checking,14,existing paid,radio/tv,1406,<100,1<=X<4,4,male single,none,3,car,41,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,37,existing paid,used car,5538,<100,<1,2,male single,none,4,car,29,none,own,1,skilled,1,none,yes,bad
no checking,15,existing paid,furniture/equipment,1761,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,27,none,own,1,skilled,1,none,yes,good
0<=X<200,15,existing paid,furniture/equipment,1624,<100,<1,4,female div/dep/mar,none,2,car,26,none,own,1,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,2043,<100,1<=X<4,4,male single,none,4,car,41,none,own,1,skilled,1,yes,yes,good
no checking,13,existing paid,furniture/equipment,1934,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,31,none,own,1,skilled,1,none,yes,good
<0,16,existing paid,radio/tv,2477,<100,<1,4,female div/dep/mar,none,2,life insurance,30,none,own,1,skilled,1,none,yes,good
<0,19,existing paid,radio/tv,1749,<100,1<=X<4,4,male single,none,4,no known property,46,none,own,2,skilled,1,none,yes,bad
no checking,29,critical/other existing credit,business,5238,<100,1<=X<4,2,male single,none,2,car,28,none,own,2,skilled,1,none,yes,good
no checking,17,existing paid,radio/tv,1872,<100,1<=X<4,4,male single,none,3,real estate,39,none,own,1,skilled,1,none,yes,good
no checking,11,existing paid,furniture/equipment,1843,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,40,none,own,1,skilled,1,none,yes,good
<0,18,existing paid,new car,2547,<100,1<=X<4,3,female div/dep/mar,none,4,car,24,none,rent,1,skilled,1,none,yes,good
no checking,35,existing paid,business,4797,<100,1<=X<4,4,male single,none,4,car,33,none,own,2,skilled,1,none,yes,good
no checking,12,critical/other existing credit,new car,1126,<100,>=7,4,female div/dep/mar,none,4,car,44,none,own,2,skilled,1,none,yes,good
no checking,16,existing paid,radio/tv,1697,<100,>=7,4,male single,none,4,car,40,none,own,1,skilled,1,none,yes,good
0<=X<200,33,existing paid,business,5309,<100,>=7,4,male single,none,4,car,40,none,own,2,skilled,1,yes,yes,bad
<0,17,existing paid,new car,1853,<100,1<=X<4,4,female div/dep/mar,none,4,car,22,none,rent,1,skilled,1,none,yes,good
no checking,13,critical/other existing credit,new car,1646,<100,>=7,4,male single,none,4,real estate,44,none,own,2,unskilled resident,1,none,yes,good
no checking,12,critical/other existing credit,new car,1145,<100,1<=X<4,4,female div/dep/mar,none,2,car,42,none,own,1,skilled,1,none,yes,good
