checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,16,critical/other existing credit,radio/tv,1492,no known savings,>=7,4,male single,none,4,life insurance,51,none,own,2,skilled,1,none,yes,good
no checking,9,critical/other existing credit,new car,2796,<100,1<=X<4,1,male single,none,4,real estate,42,none,own,2,unskilled resident,2,none,yes,good
no checking,26,critical/other existing credit,radio/tv,2546,<100,>=7,4,male single,none,4,car,42,none,own,1,skilled,1,none,yes,good
0<=X<200,28,existing paid,business,6537,<100,1<=X<4,2,male single,none,2,car,36,none,own,2,skilled,1,yes,yes,good
no checking,15,existing paid,radio/tv,2753,<100,>=7,2,male single,none,4,real estate,54,none,own,1,skilled,1,yes,yes,good
0<=X<200,27,critical/other existing credit,new car,5209,<100,unemployed,4,male mar/wid,none,2,car,31,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,18,existing paid,new car,1734,<100,<1,4,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,none,yes,bad
no checking,23,existing paid,new car,2668,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,bad
0<=X<200,14,existing paid,radio/tv,1855,<100,1<=X<4,2,female div/dep/mar,none,1,life insurance,26,none,own,1,skilled,1,none,yes,good
<0,17,critical/other existing credit,radio/tv,1483,<100,>=7,4,male single,none,4,life insurance,48,none,own,2,skilled,1,none,yes,good
no checking,30,delayed previously,business,6733,<100,1<=X<4,2,male single,none,2,car,31,none,own,2,skilled,1,yes,yes,good
0<=X<200,41,all paid,other,8239,<100,>=7,4,male single,none,4,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,8,critical/other existing credit,new car,2422,<100,4<=X<7,1,male single,none,2,real estate,39,none,own,2,unskilled resident,2,none,yes,good
no checking,15,existing paid,new car,2097,<100,>=7,4,male single,none,4,real estate,52,none,own,1,skilled,1,none,yes,good
