checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,37,existing paid,furniture/equipment,6809,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,1,skilled,1,yes,yes,bad
no checking,10,existing paid,new car,2001,<100,1<=X<4,3,male single,none,2,real estate,37,none,own,1,skilled,1,none,yes,good
no checking,36,existing paid,new car,8360,<100,>=7,2,male single,none,4,no known property,39,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,14,existing paid,radio/tv,2630,<100,>=7,2,male single,none,4,car,43,none,own,1,skilled,1,yes,yes,good
<0,26,existing paid,furniture/equipment,4561,<100,1<=X<4,2,female div/dep/mar,none,4,car,29,none,own,1,skilled,1,none,yes,bad
no checking,21,existing paid,radio/tv,2016,<100,>=7,4,male single,none,4,car,45,none,own,1,skilled,1,none,yes,good
no checking,9,existing paid,new car,1824,<100,1<=X<4,1,male single,none,2,real estate,43,none,own,1,skilled,1,none,yes,good
no checking,8,critical/other existing credit,new car,2280,<100,1<=X<4,1,male single,none,2,real estate,35,none,own,1,unskilled resident,2,none,yes,good
no checking,12,existing paid,furniture/equipment,1769,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,28,none,own,1,skilled,1,none,yes,good
no checking,12,existing paid,radio/tv,1019,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,40,none,own,2,skilled,1,none,yes,good
0<=X<200,48,existing paid,used car,7955,<100,>=7,4,male single,none,4,no known property,41,none,for free,1,skilled,1,yes,yes,bad
no checking,14,existing paid,furniture/equipment,2388,<100,1<=X<4,2,male single,none,2,real estate,35,none,own,1,skilled,1,none,yes,good
0<=X<200,41,existing paid,new car,9691,<100,4<=X<7,4,male single,none,4,no known property,35,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
no checking,18,existing paid,radio/tv,1703,<100,<1,4,male mar/wid,none,1,real estate,36,none,own,1,skilled,1,none,yes,good
0<=X<200,10,existing paid,radio/tv,831,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,27,none,own,1,skilled,1,none,yes,good
