checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,26,existing paid,furniture/equipment,4651,<100,1<=X<4,2,male single,none,3,car,30,none,own,1,skilled,1,none,yes,bad
0<=X<200,44,existing paid,retraining,9676,<100,>=7,3,male single,none,4,no known property,45,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,13,critical/other existing credit,radio/tv,1536,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,35,none,own,1,skilled,1,none,yes,good
0<=X<200,12,existing paid,furniture/equipment,1962,<100,1<=X<4,4,male single,none,2,life insurance,32,none,own,1,skilled,1,none,yes,good
no checking,33,no credits/all paid,business,3999,<100,1<=X<4,4,female div/dep/mar,none,1,car,27,none,own,2,skilled,1,none,yes,good
0<=X<200,19,critical/other existing credit,new car,2416,100<=X<500,4<=X<7,2,male single,none,3,car,29,none,own,1,skilled,1,none,yes,bad
no checking,13,existing paid,furniture/equipment,1962,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,31,none,own,1,unskilled resident,1,none,yes,good
no checking,13,critical/other existing credit,radio/tv,1034,<100,1<=X<4,4,male single,none,2,real estate,29,none,own,2,skilled,1,none,yes,good
no checking,11,existing paid,new car,2006,<100,1<=X<4,2,male single,none,2,real estate,30,none,own,1,skilled,1,none,yes,good
no checking,21,existing paid,furniture/equipment,2272,100<=X<500,4<=X<7,4,male single,none,3,car,38,none,own,2,skilled,1,none,yes,good
0<=X<200,10,existing paid,new car,881,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,26,none,own,1,unskilled resident,1,none,yes,good
no checking,19,existing paid,furniture/equipment,3273,<100,<1,4,female div/dep/mar,none,4,life insurance,28,none,own,1,skilled,1,none,yes,good
<0,26,existing paid,used car,4501,<100,>=7,3,male single,none,4,no known property,44,none,for free,1,skilled,1,yes,yes,good
<0,15,existing paid,new car,1984,<100,1<=X<4,4,male single,none,2,life insurance,33,none,own,1,skilled,1,none,yes,good
no checking,18,existing paid,radio/tv,2018,<100,4<=X<7,4,male single,none,2,car,32,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,22,critical/other existing credit,furniture/equipment,2818,<100,<1,4,female div/dep/mar,none,4,life insurance,25,none,own,1,skilled,1,yes,yes,good
no checking,19,existing paid,radio/tv,3057,no known savings,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,1,yes,yes,good
<0,16,existing paid,new car,1801,<100,1<=X<4,4,female div/dep/mar,none,1,life insurance,30,none,own,1,skilled,1,none,yes,good
no checking,17,existing paid,radio/tv,1347,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,25,none,own,1,skilled,1,none,yes,good
0<=X<200,13,critical/other existing credit,radio/tv,1266,<100,>=7,4,male single,none,4,real estate,47,none,own,2,unskilled resident,1,none,yes,good
no checking,17,critical/other existing credit,radio/tv,3303,<100,>=7,3,male single,none,4,car,44,none,own,2,skilled,1,yes,yes,good
0<=X<200,23,no credits/all paid,furniture/equipment,3233,<100,4<=X<7,2,male single,none,4,car,31,bank,own,2,skilled,1,none,yes,good
no checking,19,existing paid,radio/tv,1635,<100,>=7,4,male single,none,4,car,49,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,furniture/equipment,1634,<100,4<=X<7,3,female div/dep/mar,none,4,real estate,31,none,own,1,skilled,1,none,yes,good
no checking,13,existing paid,furniture/equipment,1534,<100,>=7,4,female div/dep/mar,none,4,car,32,none,own,2,skilled,1,none,yes,good
<0,18,existing paid,new car,2182,<100,4<=X<7,4,male single,none,3,car,34,none,own,1,skilled,2,yes,yes,good
<0,22,critical/other existing credit,new car,3426,<100,>=7,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
<0,35,existing paid,furniture/equipment,4979,<100,1<=X<4,4,male single,none,4,car,42,none,own,1,skilled,1,yes,yes,good
no checking,13,critical/other existing credit,business,1603,<100,4<=X<7,3,male single,none,4,car,37,none,own,1,skilled,1,yes,yes,good
no checking,23,critical/other existing credit,new car,3611,<100,4<=X<7,2,male single,none,2,car,30,bank,own,2,skilled,1,none,yes,bad
<0,10,existing paid,radio/tv,862,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,26,none,own,1,unskilled resident,1,none,yes,bad
no checking,25,critical/other existing credit,radio/tv,4403,<100,<1,3,male mar/wid,none,3,no known property,44,none,for free,3,skilled,1,yes,yes,good
no checking,18,critical/other existing credit,education,2694,<100,<1,2,male single,none,1,life insurance,35,none,own,1,unskilled resident,1,none,yes,good
<0,28,existing paid,radio/tv,4454,<100,1<=X<4,2,male single,none,4,car,28,none,own,1,skilled,1,none,yes,bad
no checking,14,delayed previously,radio/tv,1691,<100,unemployed,2,male mar/wid,none,3,real estate,34,none,own,2,skilled,1,none,yes,good
0<=X<200,12,existing paid,furniture/equipment,1988,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,30,none,own,1,unskilled resident,1,none,yes,good
no checking,18,critical/other existing credit,business,2269,<100,4<=X<7,4,male single,none,3,car,36,none,own,1,skilled,1,yes,yes,good
no checking,21,existing paid,new car,2631,<100,>=7,4,male single,none,4,car,38,none,own,1,skilled,1,yes,yes,good
