checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,36,existing paid,new car,6639,<100,4<=X<7,1,male single,none,4,no known property,35,none,for free,1,skilled,1,yes,yes,bad
<0,29,critical/other existing credit,new car,7457,<100,1<=X<4,2,male single,none,4,no known property,40,none,for free,2,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,15,existing paid,radio/tv,1844,<100,<1,4,male mar/wid,none,1,real estate,26,none,own,1,skilled,1,none,yes,bad
0<=X<200,15,existing paid,radio/tv,1933,<100,1<=X<4,4,female div/dep/mar,none,2,car,26,none,own,1,skilled,1,none,yes,good
<0,15,critical/other existing credit,new car,1353,<100,1<=X<4,4,male single,none,2,car,43,none,own,1,skilled,1,none,yes,bad
<0,18,existing paid,furniture/equipment,2316,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,40,none,own,1,unskilled resident,1,none,yes,good
no checking,33,delayed previously,business,5962,<100,4<=X<7,2,male single,none,4,car,32,none,own,2,skilled,1,yes,yes,good
<0,32,existing paid,used car,9009,<100,1<=X<4,2,male single,none,4,no known property,43,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,27,critical/other existing credit,radio/tv,3875,no known savings,>=7,3,male single,none,2,car,34,none,own,2,skilled,1,yes,yes,good
<0,9,critical/other existing credit,new car,2356,<100,<1,1,male single,none,3,real estate,41,none,own,2,unskilled resident,2,none,yes,good
no checking,21,existing paid,radio/tv,2598,no known savings,>=7,4,male single,none,4,real estate,40,none,own,1,skilled,1,yes,yes,good
no checking,12,existing paid,new car,1800,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,31,none,own,1,skilled,1,none,yes,good
0<=X<200,45,existing paid,new car,8943,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,1,yes,yes,bad
no checking,26,delayed previously,radio/tv,5386,<100,>=7,2,male single,none,4,car,33,none,own,2,skilled,1,yes,yes,good
no checking,11,critical/other existing credit,new car,1191,<100,1<=X<4,4,male single,none,4,real estate,49,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,11,existing paid,radio/tv,934,<100,1<=X<4,4,male single,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,25,existing paid,business,5368,<100,1<=X<4,2,male single,none,4,life insurance,43,none,own,2,unskilled resident,1,yes,yes,good
no checking,28,existing paid,radio/tv,5332,no known savings,>=7,2,female div/dep/mar,none,4,car,33,none,own,1,skilled,1,yes,yes,good
no checking,12,critical/other existing credit,new car,1462,<100,4<=X<7,4,male single,none,4,car,41,none,own,2,skilled,1,yes,yes,good
<0,27,delayed previously,business,4977,<100,<1,4,male single,none,1,life insurance,32,none,own,1,skilled,1,yes,yes,good
no checking,12,existing paid,radio/tv,1251,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,26,none,own,1,skilled,1,none,yes,good
no checking,34,delayed previously,radio/tv,5356,<100,1<=X<4,4,male single,none,2,car,30,none,own,2,skilled,1,yes,yes,good
<0,34,existing paid,new car,4873,<100,<1,4,female div/dep/mar,none,4,life insurance,28,none,rent,1,skilled,1,yes,yes,bad
0<=X<200,13,existing paid,furniture/equipment,1816,<100,1<=X<4,2,male div/sep,none,2,life insurance,30,none,own,1,skilled,1,none,yes,good
no checking,33,existing paid,used car,6707,<100,>=7,4,male single,none,4,no known property,42,none,for free,1,skilled,1,yes,yes,good
<0,25,existing paid,radio/tv,3594,<100,4<=X<7,4,female div/dep/mar,none,4,life insurance,29,none,own,1,skilled,1,yes,yes,good
no checking,26,critical/other existing credit,business,3607,<100,1<=X<4,4,male single,none,4,life insurance,44,none,own,2,skilled,1,yes,yes,good
0<=X<200,31,existing paid,new car,4292,<100,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,1,yes,yes,bad
no checking,27,existing paid,radio/tv,3442,<100,>=7,4,female div/dep/mar,none,4,car,29,none,own,1,skilled,1,none,yes,good
no checking,36,existing paid,radio/tv,5929,<100,1<=X<4,1,male single,none,4,car,32,none,own,2,skilled,1,yes,yes,good
no checking,9,critical/other existing credit,new car,1005,<100,>=7,4,male single,none,4,real estate,46,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,31,delayed previously,business,5311,<100,<1,4,male single,none,1,life insurance,32,none,own,2,unskilled resident,1,yes,yes,good
<0,25,existing paid,furniture/equipment,3183,<100,>=7,4,male single,none,2,life insurance,40,none,own,1,skilled,1,yes,yes,bad
no checking,16,critical/other existing credit,new car,2537,<100,>=7,4,male single,none,4,no known property,53,none,for free,2,skilled,1,yes,yes,good
no checking,30,delayed previously,used car,6796,no known savings,1<=X<4,1,male single,none,4,life insurance,35,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,16,existing paid,furniture/equipment,2259,<100,1<=X<4,4,male single,none,4,life insurance,50,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,1429,<100,<1,4,female div/dep/mar,none,1,real estate,28,none,own,1,skilled,1,none,yes,good
no checking,21,existing paid,radio/tv,2675,<100,4<=X<7,4,male single,none,3,life insurance,33,none,own,1,skilled,1,yes,yes,good
no checking,13,critical/other existing credit,new car,1324,<100,1<=X<4,4,male single,none,2,real estate,34,none,own,2,skilled,1,none,yes,bad
0<=X<200,11,existing paid,radio/tv,867,<100,1<=X<4,4,male single,none,2,real estate,31,none,own,2,unskilled resident,1,none,yes,good
no checking,13,existing paid,new car,1597,<100,1<=X<4,4,male single,none,2,life insurance,44,none,own,1,skilled,1,yes,yes,good
no checking,13,existing paid,radio/tv,1455,<100,1<=X<4,4,male single,none,2,life insurance,41,none,own,1,unskilled resident,1,none,yes,good
no checking,16,critical/other existing credit,new car,2197,<100,4<=X<7,4,male single,none,3,life insurance,34,none,own,1,skilled,1,yes,yes,good
no checking,19,critical/other existing credit,new car,4574,<100,>=7,2,male single,none,4,life insurance,44,none,own,2,high qualif/self emp/mgmt,2,yes,yes,good
0<=X<200,27,critical/other existing credit,radio/tv,4197,<100,1<=X<4,4,male single,none,4,life insurance,31,none,own,2,unskilled resident,1,none,yes,good
0<=X<200,38,critical/other existing credit,business,8080,<100,1<=X<4,4,male single,none,2,car,31,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,13,existing paid,furniture/equipment,2521,<100,1<=X<4,2,male single,none,4,life insurance,30,none,own,1,skilled,1,none,yes,good
no checking,26,existing paid,radio/tv,4447,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,26,none,own,1,skilled,1,yes,yes,good
<0,18,existing paid,furniture/equipment,2163,<100,<1,4,female div/dep/mar,none,4,life insurance,26,none,rent,1,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,1730,<100,1<=X<4,4,male single,none,2,real estate,31,none,own,1,skilled,1,none,yes,good
<0,10,existing paid,new car,832,<100,1<=X<4,4,male single,none,2,real estate,37,none,own,1,unskilled resident,1,none,yes,good
no checking,21,existing paid,new car,2706,<100,>=7,4,male single,none,4,no known property,49,none,for free,1,skilled,1,yes,yes,good
no checking,29,critical/other existing credit,radio/tv,5434,<100,>=7,4,male single,none,4,car,35,none,own,2,skilled,1,yes,yes,good
no checking,21,critical/other existing credit,radio/tv,3111,<100,<1,3,male single,none,4,real estate,35,none,own,2,skilled,1,yes,yes,good
<0,17,existing paid,furniture/equipment,2610,<100,1<=X<4,2,female div/dep/mar,none,2,car,36,none,own,1,unskilled resident,1,none,yes,good
no checking,12,existing paid,new car,1593,<100,1<=X<4,2,male single,none,2,life insurance,32,none,own,1,skilled,1,none,yes,good
<0,19,existing paid,radio/tv,3105,<100,1<=X<4,2,female div/dep/mar,none,2,real estate,27,none,own,1,skilled,1,none,yes,bad
<0,15,existing paid,furniture/equipment,1979,<100,<1,4,female div/dep/mar,none,4,life insurance,24,none,own,1,skilled,1,none,yes,good
no checking,18,critical/other existing credit,new car,3090,<100,>=7,4,male single,none,4,no known property,51,none,for free,2,skilled,1,yes,yes,good
no checking,10,critical/other existing credit,new car,1860,<100,1<=X<4,4,male single,none,4,life insurance,46,none,own,1,skilled,1,none,yes,good
no checking,27,critical/other existing credit,business,4368,100<=X<500,>=7,4,male single,none,4,car,35,none,own,2,skilled,1,yes,yes,good
<0,20,existing paid,new car,7190,<100,>=7,2,male single,none,4,no known property,51,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,24,critical/other existing credit,radio/tv,1878,no known savings,>=7,4,male single,none,4,real estate,43,none,own,1,skilled,1,yes,yes,good
0<=X<200,13,critical/other existing credit,business,2568,<100,1<=X<4,2,male single,none,3,car,34,none,own,1,skilled,1,none,yes,good
no checking,20,critical/other existing credit,new car,2353,<100,1<=X<4,4,male single,none,2,car,32,none,own,1,skilled,1,yes,yes,good
<0,14,critical/other existing credit,new car,1535,<100,>=7,4,male single,none,2,car,40,none,own,2,skilled,1,yes,yes,bad
<0,27,critical/other existing credit,used car,6930,<100,>=7,2,male single,none,4,no known property,46,none,for free,1,high qualif/self emp/mgmt,2,yes,yes,good
no checking,13,existing paid,radio/tv,1349,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,26,none,own,1,skilled,1,none,yes,bad
0<=X<200,18,critical/other existing credit,furniture/equipment,4159,<100,1<=X<4,2,male single,none,4,car,35,none,own,2,skilled,1,yes,yes,good
<0,30,delayed previously,furniture/equipment,4982,<100,1<=X<4,3,male single,none,2,car,33,none,own,2,skilled,1,yes,yes,good
0<=X<200,11,existing paid,radio/tv,2396,<100,1<=X<4,2,male single,none,2,car,33,none,own,1,skilled,1,none,yes,good
no checking,11,critical/other existing credit,radio/tv,1946,<100,1<=X<4,2,female div/dep/mar,none,2,life insurance,30,none,own,2,skilled,1,none,yes,good
0<=X<200,16,critical/other existing credit,new car,1963,<100,1<=X<4,4,female div/dep/mar,none,2,car,29,none,own,1,skilled,1,none,yes,good
0<=X<200,26,delayed previously,business,5920,<100,1<=X<4,1,male single,none,4,life insurance,35,none,own,2,skilled,1,yes,yes,good
<0,11,existing paid,radio/tv,836,<100,1<=X<4,4,male single,none,2,real estate,30,none,own,1,unskilled resident,1,none,yes,good
no checking,29,delayed previously,business,4669,<100,1<=X<4,4,male single,none,2,car,30,none,own,2,skilled,1,none,yes,good
<0,16,existing paid,radio/tv,1494,<100,1<=X<4,4,female div/dep/mar,none,4,car,24,none,rent,1,skilled,1,none,yes,bad
no checking,10,critical/other existing credit,new car,2014,<100,1<=X<4,2,male single,none,2,real estate,39,none,own,1,unskilled resident,2,none,yes,good
no checking,13,critical/other existing credit,new car,1586,<100,>=7,4,male single,none,4,car,48,none,own,2,skilled,1,yes,yes,good
<0,27,existing paid,business,6351,<100,1<=X<4,3,male single,none,4,life insurance,40,none,own,2,skilled,1,yes,yes,bad
no checking,29,critical/other existing credit,radio/tv,3366,no known savings,>=7,4,male single,none,4,real estate,39,none,own,1,skilled,1,yes,yes,good
no checking,25,delayed previously,furniture/equipment,3433,<100,4<=X<7,4,male single,none,1,life insurance,31,none,own,2,skilled,1,yes,yes,good
0<=X<200,12,existing paid,radio/tv,910,<100,1<=X<4,4,male single,none,2,real estate,31,none,own,2,skilled,1,none,yes,good
<0,14,existing paid,furniture/equipment,1085,<100,<1,4,female div/dep/mar,none,4,real estate,24,none,rent,1,skilled,1,none,yes,bad
