checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,40,critical/other existing credit,radio/tv,6393,<100,<1,2,female div/dep/mar,none,2,car,27,none,own,2,skilled,1,yes,yes,bad
no checking,16,critical/other existing credit,radio/tv,1753,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,39,none,own,1,skilled,1,none,yes,good
no checking,28,existing paid,used car,5322,no known savings,>=7,4,male single,none,2,car,50,none,own,2,high qualif/self emp/mgmt,1,none,yes,good
no checking,18,existing paid,radio/tv,2265,<100,>=7,4,male single,none,4,car,42,none,own,1,skilled,1,none,yes,good
no checking,25,existing paid,radio/tv,4099,<100,1<=X<4,4,male single,none,2,car,30,none,own,2,skilled,1,none,yes,good
no checking,19,existing paid,radio/tv,2224,<100,>=7,4,male single,none,4,car,42,none,own,1,skilled,1,none,yes,good
no checking,15,critical/other existing credit,radio/tv,1602,<100,>=7,4,male single,none,4,life insurance,47,none,own,2,skilled,1,none,yes,good
<0,14,critical/other existing credit,new car,1801,<100,1<=X<4,3,male single,none,4,real estate,46,none,own,2,skilled,1,none,yes,good
no checking,17,existing paid,new car,2131,<100,1<=X<4,4,female div/dep/mar,none,2,life insurance,32,none,own,1,skilled,1,yes,yes,good
no checking,10,existing paid,radio/tv,1156,<100,1<=X<4,4,male single,none,2,real estate,35,none,own,1,skilled,1,none,yes,good
no checking,39,existing paid,business,6827,<100,>=7,4,male single,none,4,real estate,46,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,17,existing paid,new car,2701,<100,>=7,4,male single,none,4,life insurance,40,none,own,1,skilled,1,none,yes,good
no checking,33,existing paid,business,6687,no known savings,>=7,4,male single,none,2,no known property,43,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,16,existing paid,radio/tv,1993,<100,4<=X<7,4,male single,none,2,car,34,none,own,1,skilled,1,none,yes,good
no checking,9,existing paid,radio/tv,815,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,28,none,own,1,unskilled resident,1,none,yes,good
no checking,27,existing paid,radio/tv,4904,<100,1<=X<4,3,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,new car,2840,<100,1<=X<4,2,male single,none,4,life insurance,32,none,own,1,skilled,1,none,yes,good
0<=X<200,23,critical/other existing credit,radio/tv,3518,no known savings,>=7,2,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
no checking,13,existing paid,radio/tv,1591,<100,1<=X<4,4,male single,none,2,real estate,31,none,own,1,skilled,1,none,yes,good
0<=X<200,16,existing paid,furniture/equipment,2202,<100,4<=X<7,2,female div/dep/mar,none,1,car,27,none,own,1,skilled,1,yes,yes,good
0<=X<200,21,existing paid,used car,4436,no known savings,1<=X<4,2,female div/dep/mar,none,4,life insurance,39,none,own,1,skilled,1,yes,yes,good
no checking,12,critical/other existing credit,new car,1528,<100,1<=X<4,4,male single,none,4,real estate,42,none,own,2,unskilled resident,1,none,yes,good
no checking,27,critical/other existing credit,furniture/equipment,3617,<100,>=7,4,male single,none,4,no known property,34,none,own,2,skilled,1,yes,yes,good
no checking,23,existing paid,furniture/equipment,2749,>=1000,1<=X<4,4,male single,none,4,life insurance,43,none,own,1,skilled,1,yes,yes,good
no checking,15,critical/other existing credit,new car,1984,no known savings,>=7,4,male single,none,4,real estate,51,none,for free,1,skilled,1,yes,yes,good
0<=X<200,23,critical/other existing credit,education,4998,<100,<1,2,female div/dep/mar,none,4,no known property,34,none,own,2,skilled,1,yes,yes,good
0<=X<200,29,delayed previously,radio/tv,2172,100<=X<500,<1,4,male single,none,3,no known property,29,stores,own,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,25,existing paid,furniture/equipment,3201,<100,4<=X<7,1,female div/dep/mar,none,4,car,26,none,own,1,skilled,1,none,yes,good
<0,26,existing paid,radio/tv,3759,<100,1<=X<4,4,male single,none,2,car,29,none,own,2,skilled,1,none,yes,good
no checking,15,critical/other existing credit,furniture/equipment,1973,<100,>=7,4,male single,none,4,real estate,44,none,own,2,skilled,1,none,yes,good
0<=X<200,28,delayed previously,repairs,6410,<100,1<=X<4,2,male single,none,4,real estate,43,none,own,1,unskilled resident,2,yes,yes,good
no checking,14,existing paid,radio/tv,1609,<100,>=7,4,male single,none,2,no known property,32,none,own,1,skilled,1,none,yes,good
no checking,9,existing paid,used car,1158,500<=X<1000,1<=X<4,2,male single,none,4,life insurance,48,none,own,1,skilled,1,none,yes,good
0<=X<200,13,existing paid,other,1394,100<=X<500,1<=X<4,3,male single,none,4,real estate,43,none,own,1,unskilled resident,1,none,yes,good
no checking,33,delayed previously,used car,7626,<100,1<=X<4,4,male single,none,2,life insurance,37,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,21,existing paid,furniture/equipment,2871,<100,<1,4,male single,none,4,car,26,none,own,1,skilled,1,none,yes,good
no checking,15,critical/other existing credit,furniture/equipment,1948,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,36,none,own,1,skilled,1,none,yes,good
no checking,20,delayed previously,business,2883,<100,1<=X<4,4,male mar/wid,none,2,car,29,none,own,1,skilled,1,yes,yes,bad
no checking,23,existing paid,furniture/equipment,3489,<100,1<=X<4,4,male single,none,2,car,32,none,own,1,skilled,1,yes,yes,good
no checking,24,existing paid,furniture/equipment,3910,<100,1<=X<4,2,male single,none,4,life insurance,34,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,furniture/equipment,1850,<100,<1,4,female div/dep/mar,none,1,life insurance,31,none,own,1,skilled,1,none,yes,good
0<=X<200,17,existing paid,furniture/equipment,2456,<100,4<=X<7,2,female div/dep/mar,none,1,car,27,none,own,1,skilled,1,none,yes,good
no checking,20,existing paid,used car,3998,no known savings,1<=X<4,2,male single,none,1,life insurance,35,none,own,1,skilled,1,yes,yes,good
no checking,11,existing paid,radio/tv,837,<100,1<=X<4,4,male mar/wid,none,3,real estate,39,none,own,1,unskilled resident,1,none,yes,good
no checking,16,existing paid,new car,2566,<100,1<=X<4,4,male single,none,2,life insurance,32,none,own,1,skilled,1,none,yes,good
no checking,36,critical/other existing credit,radio/tv,7245,<100,1<=X<4,2,female div/dep/mar,none,2,car,28,none,own,2,skilled,1,none,yes,good
no checking,16,existing paid,new car,2523,<100,>=7,1,male single,none,4,real estate,51,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,29,existing paid,radio/tv,5267,<100,4<=X<7,3,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
no checking,10,existing paid,new car,1142,<100,1<=X<4,4,male single,none,2,real estate,35,none,own,1,unskilled resident,1,none,yes,good
no checking,14,critical/other existing credit,new car,2120,<100,>=7,4,male single,none,4,real estate,39,none,own,1,skilled,1,yes,yes,good
<0,14,critical/other existing credit,new car,1297,<100,1<=X<4,4,male single,none,2,life insurance,34,none,own,2,skilled,1,none,yes,good
no checking,31,no credits/all paid,repairs,4710,<100,1<=X<4,4,female div/dep/mar,none,2,car,28,none,own,2,skilled,1,none,yes,good
no checking,25,existing paid,used car,5356,no known savings,1<=X<4,2,male single,none,3,car,35,none,own,2,skilled,1,none,yes,good
no checking,10,existing paid,new car,1190,<100,1<=X<4,4,male single,none,2,real estate,37,none,own,1,unskilled resident,1,none,yes,good
0<=X<200,30,existing paid,business,4822,<100,1<=X<4,1,male single,none,2,car,30,none,own,1,skilled,1,none,yes,good
no checking,12,critical/other existing credit,furniture/equipment,1868,no known savings,>=7,4,male single,none,4,real estate,51,none,own,1,skilled,1,yes,yes,good
no checking,16,critical/other existing credit,new car,1576,<100,>=7,4,male single,none,4,car,41,none,own,2,skilled,1,none,yes,good
<0,22,existing paid,furniture/equipment,3697,<100,1<=X<4,2,male single,none,4,car,35,none,own,1,skilled,1,none,yes,good
>=200,16,all paid,radio/tv,1408,no known savings,4<=X<7,4,male single,none,4,car,47,bank,own,1,unskilled resident,1,none,yes,good
no checking,16,critical/other existing credit,furniture/equipment,1780,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,39,none,own,2,skilled,1,none,yes,good
no checking,22,existing paid,new car,3059,<100,4<=X<7,2,male single,none,2,car,29,bank,own,1,skilled,1,none,yes,good
no checking,20,critical/other existing credit,furniture/equipment,3893,>=1000,>=7,4,male single,none,2,real estate,37,none,own,2,skilled,1,yes,yes,good
no checking,17,existing paid,furniture/equipment,2930,<100,>=7,2,male single,none,4,real estate,35,none,own,1,skilled,1,none,yes,good
no checking,25,critical/other existing credit,used car,5349,<100,>=7,2,male single,none,4,car,42,none,own,2,skilled,1,yes,yes,good
no checking,15,existing paid,furniture/equipment,1826,<100,1<=X<4,4,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
no checking,30,delayed previously,used car,8187,<100,1<=X<4,2,male single,none,2,car,36,none,own,2,skilled,1,none,yes,good
no checking,15,existing paid,radio/tv,2003,<100,>=7,4,male single,none,2,car,37,none,own,1,skilled,1,none,yes,good
<0,12,existing paid,radio/tv,1671,<100,<1,4,male single,none,1,car,30,none,own,1,skilled,1,none,yes,good
no checking,15,existing paid,other,1657,<100,1<=X<4,3,female div/dep/mar,none,1,life insurance,28,none,own,1,unskilled resident,1,none,yes,good
no checking,19,existing paid,new car,3626,<100,>=7,4,male single,none,4,no known property,47,none,own,1,skilled,1,yes,yes,good
0<=X<200,24,existing paid,used car,5114,<100,>=7,2,female div/dep/mar,none,4,life insurance,41,none,own,1,skilled,1,yes,yes,good
no checking,13,existing paid,furniture/equipment,1062,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,26,none,own,1,skilled,1,none,yes,good
<0,30,existing paid,used car,6012,<100,4<=X<7,2,male single,none,1,no known property,40,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,14,critical/other existing credit,repairs,1768,>=1000,1<=X<4,3,male single,none,4,real estate,47,none,own,2,skilled,1,none,yes,good
no checking,13,existing paid,radio/tv,1809,<100,1<=X<4,4,male single,none,2,car,35,none,own,1,skilled,1,none,yes,good
no checking,14,critical/other existing credit,new car,1641,>=1000,1<=X<4,3,male single,none,4,real estate,46,none,own,2,skilled,1,none,yes,good
