checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,16,critical/other existing credit,radio/tv,1631,no known savings,>=7,4,male single,none,4,life insurance,51,none,own,2,skilled,1,none,yes,good
no checking,8,critical/other existing credit,new car,2560,<100,1<=X<4,1,male single,none,2,real estate,41,none,own,2,unskilled resident,2,none,yes,good
no checking,26,critical/other existing credit,furniture/equipment,2382,<100,>=7,4,male single,none,4,car,44,none,own,1,skilled,1,none,yes,good
0<=X<200,28,existing paid,business,6553,<100,1<=X<4,2,male single,none,2,car,36,none,own,2,skilled,1,yes,yes,good
no checking,13,existing paid,radio/tv,2129,<100,>=7,2,male single,none,4,real estate,54,none,own,1,skilled,1,yes,yes,good
0<=X<200,27,critical/other existing credit,new car,4034,<100,unemployed,4,male mar/wid,none,2,car,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,18,existing paid,new car,1802,<100,<1,4,female div/dep/mar,none,4,real estate,24,none,rent,1,skilled,1,none,yes,bad
<0,23,existing paid,new car,3114,<100,1<=X<4,4,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,bad
0<=X<200,18,existing paid,radio/tv,2095,<100,1<=X<4,2,female div/dep/mar,none,1,life insurance,25,none,own,1,skilled,1,none,yes,good
<0,16,critical/other existing credit,radio/tv,1074,<100,>=7,4,male single,none,3,life insurance,46,none,own,2,skilled,1,none,yes,good
no checking,31,delayed previously,business,6884,<100,1<=X<4,2,male single,none,2,car,31,none,own,2,skilled,1,none,yes,good
0<=X<200,40,existing paid,business,8148,<100,unemployed,4,male single,none,4,no known property,50,none,for free,1,high qualif/self emp/mgmt,1,yes,yes,bad
<0,8,critical/other existing credit,new car,2438,<100,4<=X<7,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,good
<0,10,existing paid,furniture/equipment,1685,<100,1<=X<4,2,male single,none,4,real estate,46,none,own,1,skilled,1,none,yes,good
