checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
no checking,17,critical/other existing credit,radio/tv,1623,no known savings,>=7,4,male single,none,4,life insurance,51,none,own,2,skilled,1,none,yes,good
no checking,9,critical/other existing credit,new car,2793,<100,1<=X<4,1,male single,none,2,real estate,41,none,own,2,unskilled resident,2,none,yes,good
no checking,26,critical/other existing credit,radio/tv,2498,<100,>=7,4,male single,none,4,car,40,none,own,1,skilled,1,none,yes,good
0<=X<200,26,existing paid,business,6463,<100,1<=X<4,2,male single,none,2,car,35,none,own,2,skilled,1,yes,yes,good
no checking,16,existing paid,radio/tv,2978,<100,>=7,4,male single,none,4,real estate,56,none,own,1,skilled,1,yes,yes,good
0<=X<200,28,critical/other existing credit,new car,4424,<100,unemployed,4,male mar/wid,none,2,car,30,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,19,existing paid,new car,1766,<100,<1,4,female div/dep/mar,none,4,real estate,24,none,rent,1,skilled,1,none,yes,bad
<0,23,existing paid,new car,2644,<100,1<=X<4,2,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,bad
0<=X<200,15,existing paid,radio/tv,1959,<100,1<=X<4,2,female div/dep/mar,none,1,life insurance,26,none,own,1,skilled,1,none,yes,good
<0,18,critical/other existing credit,radio/tv,1515,<100,>=7,4,male single,none,4,life insurance,48,none,own,2,skilled,1,none,yes,good
no checking,31,delayed previously,business,6734,<100,1<=X<4,2,male single,none,2,car,31,none,own,2,skilled,1,none,yes,good
0<=X<200,41,existing paid,education,7976,<100,unemployed,4,male single,none,4,no known property,50,none,for free,1,unemp/unskilled non res,1,yes,yes,bad
<0,8,critical/other existing credit,new car,2431,<100,4<=X<7,1,male single,none,2,real estate,40,none,own,2,unskilled resident,2,none,yes,good
no checking,12,existing paid,radio/tv,1814,<100,1<=X<4,4,male single,none,4,real estate,49,none,own,1,skilled,1,none,yes,good
<0,10,critical/other existing credit,radio/tv,1001,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,36,none,own,1,unskilled resident,1,none,yes,good
no checking,15,critical/other existing credit,new car,2149,<100,4<=X<7,4,female div/dep/mar,none,3,car,36,none,own,1,skilled,1,yes,yes,good
<0,12,existing paid,new car,1917,<100,>=7,4,male single,none,4,no known property,45,none,for free,1,skilled,2,none,yes,good
0<=X<200,47,all paid,radio/tv,8191,<100,unemployed,4,male single,none,4,no known property,47,none,for free,1,skilled,1,yes,yes,bad
no checking,24,existing paid,radio/tv,2959,>=1000,1<=X<4,4,male single,none,2,car,31,none,own,1,skilled,1,none,yes,good
0<=X<200,22,existing paid,new car,3679,<100,1<=X<4,2,female div/dep/mar,none,4,car,26,none,rent,1,skilled,1,none,yes,bad
no checking,16,critical/other existing credit,radio/tv,1799,<100,>=7,4,female div/dep/mar,none,2,car,36,none,own,2,skilled,1,yes,yes,good
no checking,24,critical/other existing credit,radio/tv,2432,<100,4<=X<7,4,male single,none,4,car,39,none,own,1,skilled,1,none,yes,good
no checking,10,critical/other existing credit,new car,1636,<100,1<=X<4,2,male single,none,2,life insurance,34,none,own,2,unskilled resident,1,none,yes,good
no checking,11,existing paid,new car,1371,500<=X<1000,1<=X<4,2,female div/dep/mar,none,2,life insurance,27,none,own,1,skilled,1,yes,yes,good
0<=X<200,38,critical/other existing credit,new car,5745,<100,>=7,4,male single,none,4,no known property,49,none,for free,2,skilled,1,yes,yes,bad
no checking,16,existing paid,radio/tv,2378,<100,1<=X<4,2,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
0<=X<200,34,critical/other existing credit,used car,5473,<100,>=7,4,male single,none,4,no known property,46,none,for free,2,skilled,1,none,yes,bad
0<=X<200,25,existing paid,radio/tv,2849,<100,1<=X<4,4,female div/dep/mar,none,2,car,27,none,own,1,skilled,1,none,yes,good
0<=X<200,36,delayed previously,business,8413,<100,1<=X<4,2,male single,none,2,car,28,none,own,2,skilled,1,none,yes,good
no checking,28,delayed previously,business,5952,<100,1<=X<4,2,male single,none,2,car,31,none,own,2,skilled,1,none,yes,good
no checking,36,delayed previously,business,8571,<100,1<=X<4,2,male single,none,2,car,32,none,own,2,skilled,1,none,yes,good
<0,17,existing paid,radio/tv,2003,<100,>=7,4,male single,none,4,real estate,53,none,own,1,skilled,1,none,yes,good
0<=X<200,44,existing paid,used car,7218,<100,>=7,4,male single,none,4,no known property,43,none,for free,1,skilled,1,yes,yes,bad
no checking,20,existing paid,radio/tv,2577,<100,1<=X<4,4,male single,none,2,car,33,none,own,2,skilled,1,yes,yes,good
<0,15,existing paid,new car,1044,<100,1<=X<4,4,male single,none,2,car,34,none,own,2,skilled,1,none,yes,bad
no checking,17,critical/other existing credit,radio/tv,1698,no known savings,>=7,4,male single,none,4,real estate,49,none,own,2,skilled,1,none,yes,good
<0,11,existing paid,radio/tv,1051,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,38,none,own,1,unskilled resident,1,none,yes,good
no checking,18,existing paid,new car,2263,<100,1<=X<4,4,male single,none,4,car,41,none,own,1,skilled,1,none,yes,good
<0,17,existing paid,radio/tv,1854,<100,1<=X<4,4,male mar/wid,none,4,real estate,40,none,own,1,skilled,1,none,yes,good
<0,28,existing paid,radio/tv,3962,<100,<1,4,male single,none,2,car,27,none,own,1,skilled,1,none,yes,bad
0<=X<200,18,existing paid,radio/tv,2375,<100,<1,2,female div/dep/mar,none,4,life insurance,26,none,rent,1,skilled,1,none,yes,bad
no checking,22,existing paid,used car,3794,<100,1<=X<4,2,male single,none,2,life insurance,31,none,own,1,skilled,1,none,yes,good
0<=X<200,15,existing paid,furniture/equipment,1552,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,23,none,rent,1,skilled,1,none,yes,bad
<0,23,existing paid,radio/tv,2598,<100,<1,4,female div/dep/mar,none,1,car,27,none,own,1,skilled,1,none,yes,bad
no checking,21,critical/other existing credit,business,3076,<100,>=7,4,male single,none,2,car,39,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,10,existing paid,radio/tv,2070,<100,1<=X<4,2,female div/dep/mar,none,1,real estate,28,none,own,1,skilled,1,none,yes,good
<0,12,existing paid,new car,1136,<100,1<=X<4,4,male single,none,2,real estate,30,none,own,1,skilled,1,none,yes,bad
no checking,15,critical/other existing credit,new car,2174,<100,1<=X<4,2,female div/dep/mar,none,1,real estate,28,none,own,2,skilled,1,none,yes,good
no checking,21,critical/other existing credit,radio/tv,2335,<100,>=7,4,male single,none,2,car,38,none,own,2,skilled,1,none,yes,good
<0,14,existing paid,furniture/equipment,1911,<100,1<=X<4,4,male single,none,2,car,37,none,own,1,skilled,1,none,yes,good
no checking,10,existing paid,radio/tv,1227,<100,1<=X<4,1,female div/dep/mar,none,1,life insurance,28,none,own,1,skilled,1,none,yes,good
0<=X<200,29,existing paid,used car,5284,<100,1<=X<4,4,male single,none,2,car,30,none,own,1,skilled,1,yes,yes,bad
<0,21,existing paid,furniture/equipment,3073,<100,1<=X<4,2,male single,none,2,car,29,none,own,1,skilled,1,none,yes,good
0<=X<200,17,existing paid,radio/tv,2362,<100,1<=X<4,2,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,good
no checking,32,existing paid,radio/tv,4077,<100,1<=X<4,4,male single,none,2,car,35,none,own,1,skilled,1,yes,yes,good
<0,13,existing paid,new car,1637,<100,>=7,4,male single,none,4,no known property,46,none,for free,1,skilled,1,yes,yes,good
no checking,28,critical/other existing credit,radio/tv,4168,<100,1<=X<4,2,male single,none,2,car,29,none,own,2,skilled,1,none,yes,good
no checking,21,critical/other existing credit,radio/tv,1773,<100,>=7,4,male single,none,4,life insurance,47,none,own,2,skilled,1,none,yes,good
<0,26,existing paid,furniture/equipment,5540,<100,>=7,4,male single,none,1,no known property,38,none,for free,1,skilled,1,yes,yes,bad
0<=X<200,24,existing paid,business,3680,<100,1<=X<4,4,male single,none,2,car,37,none,own,1,skilled,1,yes,yes,good
<0,14,critical/other existing credit,new car,1323,<100,4<=X<7,4,male single,none,2,real estate,43,none,own,2,skilled,1,none,yes,good
<0,13,existing paid,radio/tv,1288,<100,1<=X<4,4,male mar/wid,none,4,real estate,40,none,own,1,unskilled resident,1,none,yes,good
no checking,30,critical/other existing credit,radio/tv,3513,<100,>=7,4,male single,none,4,car,40,none,own,2,skilled,1,yes,yes,good
no checking,12,critical/other existing credit,new car,1155,<100,4<=X<7,4,male single,none,3,real estate,42,none,own,1,skilled,1,yes,yes,good
no checking,18,existing paid,radio/tv,1748,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,31,none,own,1,skilled,1,none,yes,good
no checking,11,existing paid,new car,1090,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,26,none,own,1,skilled,1,none,yes,good
no checking,19,existing paid,radio/tv,2769,<100,>=7,4,male single,none,2,car,33,none,own,1,skilled,1,yes,yes,good
no checking,17,existing paid,furniture/equipment,2455,<100,1<=X<4,1,male single,none,2,car,38,none,own,1,skilled,1,none,yes,good
no checking,17,critical/other existing credit,radio/tv,2326,<100,1<=X<4,4,male single,none,2,life insurance,32,none,own,2,skilled,1,none,yes,good
no checking,15,critical/other existing credit,new car,2679,<100,1<=X<4,4,male single,none,2,real estate,36,none,own,2,unskilled resident,2,none,yes,good
<0,16,critical/other existing credit,new car,1179,<100,>=7,4,male single,none,3,car,44,none,own,2,skilled,1,none,yes,good
no checking,13,critical/other existing credit,new car,1250,<100,4<=X<7,4,male single,none,2,life insurance,35,none,own,2,skilled,1,none,yes,good
0<=X<200,21,existing paid,new car,3469,<100,1<=X<4,2,male single,none,4,car,36,none,own,2,skilled,1,none,yes,good
0<=X<200,13,existing paid,radio/tv,1936,<100,<1,1,female div/dep/mar,none,2,real estate,25,none,rent,1,skilled,1,none,yes,good
<0,30,existing paid,radio/tv,3438,<100,<1,4,male single,none,4,life insurance,28,none,own,1,skilled,1,none,yes,bad
<0,16,existing paid,radio/tv,1589,<100,1<=X<4,4,female div/dep/mar,none,4,real estate,30,none,own,1,skilled,1,none,yes,bad
no checking,13,critical/other existing credit,radio/tv,847,<100,>=7,4,male single,none,4,life insurance,44,none,own,2,skilled,1,yes,yes,good
<0,32,critical/other existing credit,used car,6289,<100,>=7,4,male single,none,4,no known property,48,none,for free,2,skilled,1,yes,yes,good
no checking,21,critical/other existing credit,radio/tv,2407,<100,>=7,4,male single,none,4,life insurance,51,none,own,2,skilled,1,none,yes,good
0<=X<200,13,existing paid,radio/tv,1814,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,12,critical/other existing credit,new car,2567,<100,1<=X<4,1,male single,none,2,real estate,35,none,own,2,unskilled resident,2,none,yes,good
no checking,22,existing paid,radio/tv,3857,<100,>=7,1,male single,none,4,car,51,none,own,1,skilled,1,yes,yes,good
no checking,31,critical/other existing credit,radio/tv,3579,<100,>=7,4,male single,none,4,car,39,none,own,1,skilled,1,yes,yes,good
no checking,31,critical/other existing credit,radio/tv,4158,<100,4<=X<7,3,male single,none,2,car,27,none,own,2,skilled,1,none,yes,good
0<=X<200,13,existing paid,furniture/equipment,1916,<100,<1,1,female div/dep/mar,none,3,real estate,25,none,rent,1,skilled,1,none,yes,good
0<=X<200,17,existing paid,new car,2056,<100,1<=X<4,1,female div/dep/mar,none,4,life insurance,24,none,rent,1,skilled,1,none,yes,bad
no checking,25,delayed previously,new car,3527,<100,1<=X<4,4,male single,none,2,life insurance,32,none,own,2,skilled,1,none,yes,good
<0,20,existing paid,radio/tv,2620,<100,<1,4,male single,none,4,no known property,37,none,for free,1,skilled,1,none,yes,bad
0<=X<200,11,existing paid,radio/tv,1035,<100,1<=X<4,4,female div/dep/mar,none,1,real estate,27,none,own,1,skilled,1,none,yes,good
no checking,7,critical/other existing credit,new car,2318,<100,4<=X<7,1,male single,none,1,real estate,40,none,own,2,unskilled resident,2,none,yes,good
0<=X<200,21,existing paid,furniture/equipment,6142,<100,>=7,1,male single,none,2,car,32,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
0<=X<200,20,existing paid,business,2586,<100,>=7,4,male single,none,4,car,44,none,own,1,skilled,1,yes,yes,good
no checking,20,existing paid,furniture/equipment,2759,<100,1<=X<4,4,male single,none,2,life insurance,39,none,own,1,skilled,1,none,yes,good
