CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
639,42,0,151105.68,140000.29,Germany,Female,4,1,0,1
589,36,10,147493.89,133020.9,Spain,Male,2,0,1,0
704,32,4,0,89103.05,Spain,Male,2,0,1,0
686,48,6,0,94912.78,Germany,Female,4,1,0,1
577,40,2,0,70778.63,Spain,Male,2,0,1,0
568,36,8,126273.95,152567.75,Spain,Male,2,0,1,0
749,46,2,163943.89,15118.2,Spain,Male,2,0,1,0
838,41,9,128398.38,71139.31,Spain,Male,2,0,1,0
706,48,1,112367.34,153605.75,Spain,Male,2,0,1,0
499,38,3,0,38812.67,Spain,Male,2,0,1,0
746,31,8,0,1914.41,Spain,Male,2,0,1,0
758,39,5,98270.34,86622.56,Spain,Male,2,0,1,0
612,28,4,100260.88,118855.26,Germany,Female,4,1,0,1
611,36,2,123034.43,77063.63,Germany,Female,4,1,0,1
483,32,9,0,100618.17,Spain,Male,2,0,1,0
617,29,8,0,140941.47,Germany,Female,4,1,0,1
710,37,6,69881.09,177772.03,Germany,Female,4,1,0,1
519,31,7,0,104435.94,Germany,Female,4,1,0,1
603,54,7,130181.47,16445.79,Spain,Male,2,0,1,0
723,35,4,47134.75,154344,Spain,Male,2,0,1,0
739,38,9,102800.72,46523.6,Germany,Female,4,1,0,1
545,33,1,108269.37,33350.26,Germany,Female,4,1,0,1
640,32,10,0,96498.14,Germany,Female,4,1,0,1
760,29,5,81947.76,195635.3,Spain,Male,2,0,1,0
678,37,3,145177.84,18897.78,Germany,Female,4,1,0,1
847,64,5,100054.77,46172.47,Germany,Female,4,1,0,1
676,33,5,0,149170.92,Spain,Male,2,0,1,0
614,27,9,0,152979.14,Spain,Male,2,0,1,0
608,44,10,133656.91,75632.78,Spain,Male,2,0,1,0
762,24,9,118199.97,53087.98,Spain,Male,2,0,1,0
565,52,6,56738.47,43435.43,Spain,Male,2,0,1,0
565,47,10,101352.78,46998.13,Spain,Male,2,0,1,0
430,28,4,105736.32,114182.07,Spain,Male,2,0,1,0
655,70,6,100913.57,72073.72,Spain,Male,2,0,1,0
684,28,3,0,59553.34,Germany,Female,4,1,0,1
614,38,1,0,62375.1,Spain,Male,2,0,1,0
722,43,8,0,129803.08,Spain,Male,2,0,1,0
686,39,8,0,63233.02,Spain,Male,2,0,1,0
621,24,9,106198.5,44220.4,Spain,Male,2,0,1,0
559,30,4,141573.55,86935.08,Spain,Male,2,0,1,0
435,32,5,137891.35,103511.26,Spain,Male,2,0,1,0
628,37,2,0,157360.9,Germany,Female,4,1,0,1
735,60,3,111524.49,50695.93,Germany,Female,4,1,0,1
717,35,4,0,75335.68,Germany,Female,4,1,0,1
543,34,6,123151.51,169665.79,Germany,Female,4,1,0,1
764,31,7,129938.07,188892.19,Germany,Female,4,1,0,1
540,28,5,128389.12,156150.08,Germany,Female,4,1,0,1
593,26,0,112808.18,31928.5,Germany,Female,4,1,0,1
628,35,3,98263.46,170481.98,Spain,Male,2,0,1,0
638,32,6,38550.06,46864,Germany,Female,4,1,0,1
806,35,2,80204.11,69584.3,Germany,Female,4,1,0,1
622,36,7,0,3408.7,Spain,Male,2,0,1,0
727,38,7,125474.44,48224.72,Spain,Male,2,0,1,0
505,41,7,65269.23,60651.77,Germany,Female,4,1,0,1
612,33,3,0,127678.95,Spain,Male,2,0,1,0
583,41,4,143680.47,154990.58,Germany,Female,4,1,0,1
694,37,9,174506.1,87422.15,Spain,Male,2,0,1,0
743,31,3,122924.75,8567.18,Germany,Female,4,1,0,1
633,47,5,0,72678.75,Germany,Female,4,1,0,1
543,51,7,147493.89,129130.09,Germany,Female,4,1,0,1
693,28,8,124640.51,31728.35,Spain,Male,2,0,1,0
614,40,4,95161.75,121365.45,Spain,Male,2,0,1,0
602,37,7,112079.58,11467.38,Spain,Male,2,0,1,0
590,40,7,100446.57,72168.53,Spain,Male,2,0,1,0
798,37,4,0,135171.6,Spain,Male,2,0,1,0
683,40,7,148222.65,100717.54,Spain,Male,2,0,1,0
725,31,4,157624.84,169719.35,Germany,Female,4,1,0,1
517,37,4,120621.89,62347.71,Spain,Male,2,0,1,0
803,26,4,0,164652.02,Spain,Male,2,0,1,0
565,45,6,148042.97,100941.57,Spain,Male,2,0,1,0
554,39,8,0,176902.83,Spain,Male,2,0,1,0
596,28,6,0,59816.41,Germany,Female,4,1,0,1
775,42,8,0,27619.06,Germany,Female,4,1,0,1
790,37,3,119530.52,33462.94,Germany,Female,4,1,0,1
711,57,6,172231.93,107472.99,Germany,Female,4,1,0,1
705,37,6,151027.05,122141.13,Spain,Male,2,0,1,0
711,46,5,27288.43,85746.52,Spain,Male,2,0,1,0
733,64,9,105346.03,182822.5,Germany,Female,4,1,0,1
668,45,7,161806.09,62112.7,Spain,Male,2,0,1,0
773,30,6,106086.42,133535.29,Spain,Male,2,0,1,0
698,42,3,0,79314.1,Spain,Male,2,0,1,0
657,35,3,0,83342.73,Spain,Male,2,0,1,0
708,37,1,100895.54,125986.18,Germany,Female,4,1,0,1
678,29,2,0,43999.64,Germany,Female,4,1,0,1
620,40,8,98064.97,26015.8,Spain,Male,2,0,1,0
718,48,2,0,88698.83,Germany,Female,4,1,0,1
543,28,2,0,36980.54,Spain,Male,2,0,1,0
570,50,5,110054.45,187597.98,Spain,Male,2,0,1,0
803,32,8,116377.48,150784.29,Germany,Female,4,1,0,1
613,24,6,0,167984.72,Spain,Male,2,0,1,0
760,49,8,0,119348.28,Germany,Female,4,1,0,1
681,49,6,81042.42,157003.99,Spain,Male,2,0,1,0
512,36,4,128486.91,41879.99,Spain,Male,2,0,1,0
706,30,5,156371.61,143711.02,Spain,Male,2,0,1,0
623,50,8,0,31921.95,Germany,Female,4,1,0,1
649,48,3,0,58974,Spain,Male,2,0,1,0
657,39,1,133871.05,7118.02,Germany,Female,4,1,0,1
551,24,10,141859.12,53277.15,Spain,Male,2,0,1,0
835,52,4,0,8207.36,Spain,Male,2,0,1,0
430,31,6,169445.4,180702.12,Germany,Female,4,1,0,1
611,24,7,163867.86,62027.9,Spain,Male,2,0,1,0
702,52,6,105617.73,132959.33,Spain,Male,2,0,1,0
510,54,3,152797.9,155144.12,Spain,Male,2,0,1,0
644,37,8,157761.56,67131.3,Germany,Female,4,1,0,1
706,58,9,0,139093.73,Spain,Male,2,0,1,0
583,49,7,114346.3,189310.27,Germany,Female,4,1,0,1
616,38,3,79336.61,179883.04,Spain,Male,2,0,1,0
635,31,3,0,24411.02,Germany,Female,4,1,0,1
702,37,9,0,164170.46,Spain,Male,2,0,1,0
587,42,8,130700.92,81299.17,Spain,Male,2,0,1,0
850,39,3,121858.98,29217.37,Spain,Male,2,0,1,0
651,39,9,0,86957.42,Spain,Male,2,0,1,0
613,32,9,92616.64,153046.16,Spain,Male,2,0,1,0
635,30,7,111568.01,156361.58,Germany,Female,4,1,0,1
749,29,8,149571.94,26793.82,Spain,Male,2,0,1,0
718,31,4,97338.19,28778.98,Spain,Male,2,0,1,0
612,26,5,110765.68,104722.47,Spain,Male,2,0,1,0
