CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
619,42,2,-1.45519152283669e-11,101348.88,Germany,Female,4,1,0,1
608,41,1,83807.86,112542.58,Spain,Male,4,0,0,0
645,44,8,113755.78,149756.71,Spain,Male,3,1,0,1
822,50,7,-1.45519152283669e-11,10062.8,France,Male,2,1,1,0
501,44,4,142051.07,74940.4999999999,France,Male,2,0,1,0
684,27,2,134603.88,71725.73,France,Male,1,1,1,0
528,31,6,102016.72,80181.12,France,Female,2,0,0,0
497,24,3,1.45519152283669e-11,76390.01,Spain,Male,3,1,1,0
549,25,5,-2.91038304567337e-11,190857.79,France,Female,2,0,0,0
635,35,7,-1.45519152283669e-11,65951.65,Spain,Female,4,1,1,0
616,45,3,143129.41,64327.2599999999,Spain,Male,4,0,1,0
653,58,0.999999999999997,132602.88,5097.66999999988,Germany,Male,3,1,0,1
549,24,9,1.45519152283669e-11,14406.41,Spain,Female,4,1,1,0
846,38,5,-7.27595761418343e-11,187616.16,France,Female,1,1,1,0
577,25,3,-2.91038304567337e-11,124508.29,France,Male,2,0,1,0
571,44,9,2.91038304567337e-11,38433.35,France,Female,2,0,0,0
411,29,2.66453525910038e-15,59697.1700000001,53483.2099999999,France,Male,2,1,1,0
591,39,3,-4.36557456851006e-11,140469.38,Spain,Female,3,1,0,1
533,36,7,85311.7,156731.91,France,Male,1,0,1,0
722,29,9,-4.36557456851006e-11,142033.07,Spain,Female,4,1,1,0
850,36,7,-4.36557456851006e-11,40812.9000000001,France,Male,1,1,1,0
472,40,4,1.45519152283669e-11,70154.22,Spain,Male,3,0,1,0
465,51,8,122522.32,181297.65,France,Female,3,0,0,1
834,49,2,131394.56,194365.76,France,Female,3,0,0,1
776,32,4,109421.13,126517.46,Germany,Female,4,1,1,0
601,42,1,98495.72,40014.7599999999,Germany,Male,3,1,0,1
619,43,1,125211.92,113410.49,France,Male,1,1,1,0
656,45,5,127864.4,87107.57,France,Male,1,1,1,0
511,66,4,1.45519152283669e-11,1643.1099999999,Germany,Female,3,0,0,1
751,36,6,169831.46,27758.36,Germany,Female,4,1,1,0
581,34,1,101633.04,110431.51,Germany,Female,4,1,0,1
735,43,10,123180.01,196673.28,Spain,Male,4,1,1,0
604,25,5,157780.84,58426.81,Germany,Female,4,1,1,0
519,36,9,-4.36557456851006e-11,145562.4,France,Male,2,0,1,0
664,55,8,-2.91038304567337e-11,139161.64,France,Male,2,1,1,0
678,32,9,-5.82076609134674e-11,148210.64,France,Female,1,1,1,0
