CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
592.782818988604,48.0049973089033,4.02591045159293,129577.865866848,95094.8334868057,Germany,Female,4,1,0,1
678.625286803903,35.002861370938,5.47507885187934,54801.693921605,100656.122450438,Spain,Male,2,0,1,0
694.698310329745,32.5683596361234,5.74641911484599,40800.708145727,101697.410412228,Spain,Male,2,0,1,0
604.227072166249,46.2715926280826,4.21910911528471,119608.937139895,95836.2473873332,Germany,Female,4,1,0,1
640.553879166786,40.7693500337821,4.8323680549246,87965.1641260709,98189.6730983782,Spain,Male,2,0,1,0
682.993497371901,34.3412300239343,5.54882175422179,50996.6068494531,100939.116192823,Spain,Male,2,0,1,0
702.276300149983,31.4205588297527,5.87434860784251,34199.6273028898,102188.349130864,Spain,Male,2,0,1,0
697.240077642281,32.1833706561773,5.78932851579814,38586.6102237526,101862.078354135,Spain,Male,2,0,1,0
594.266859429755,47.7802170102427,4.05096360496558,128285.13901468,95190.9767820418,Spain,Male,2,0,1,0
713.236194434251,29.7605176056771,6.05937046091196,24652.616827079,102898.383926891,Spain,Male,2,0,1,0
738.350403279085,25.956592046622,6.48334147179242,2775.98109369524,104525.403466679,Spain,Male,2,0,1,0
668.719474411631,36.5032460008093,5.30785171287242,63430.5084181267,100014.376161742,Spain,Male,2,0,1,0
593.015733770136,47.9697188537456,4.02984245343242,129374.977061392,95109.9228293767,Germany,Female,4,1,0,1
666.499601097867,36.8394792816689,5.27037643588169,65364.2089841895,99870.5620651219,Germany,Female,4,1,0,1
550.759960909571,54.3699927144527,3.31649237953931,166183.389232152,92372.3901227817,Spain,Male,2,0,1,0
633.030502662648,41.9088788300624,4.70536052857165,94518.6720738229,97702.272493683,Germany,Female,4,1,0,1
718.042432569492,29.0325403797766,6.14050802145866,20465.9700733556,103209.755207079,Germany,Female,4,1,0,1
639.683303875756,40.9012117866683,4.81767124769225,88723.5100742953,98133.2730334543,Germany,Female,4,1,0,1
617.544121475767,44.2545247382418,4.44392379659062,108008.641921049,96698.9900511685,Spain,Male,2,0,1,0
616.71413000025,44.3802394604145,4.42991211391843,108731.635875741,96645.2192014927,Spain,Male,2,0,1,0
582.373532043632,49.5816407503175,3.85018379677887,138645.249997734,94420.4696890302,Germany,Female,4,1,0,1
654.639667693807,38.6358449997024,5.07016037550882,75695.2309369745,99102.218395281,Germany,Female,4,1,0,1
673.634727193237,35.7587568631787,5.390829628021,59148.9005321267,100332.809936347,Germany,Female,4,1,0,1
644.989052847702,40.0975761137705,4.90724140970739,84101.7464237193,98477.005034088,Spain,Male,2,0,1,0
657.787571323086,38.1590475362889,5.12330239929723,72953.1361552118,99306.1547703367,Germany,Female,4,1,0,1
700.998307234406,31.6141301242294,5.85277389085012,35312.8690401331,102105.554587815,Germany,Female,4,1,0,1
742.274125595804,25.3622851465153,6.54958064847969,-641.918485470247,104779.601117,Spain,Male,2,0,1,0
682.245678763047,34.4544984265875,5.53619729077524,51648.0211703901,100890.668897655,Spain,Male,2,0,1,0
653.581450262987,38.7961279836103,5.05229584644289,76617.029326237,99033.661967805,Spain,Male,2,0,1,0
659.582669097964,37.8871529148397,5.1536067350996,71389.4516143424,99422.4498594475,Spain,Male,2,0,1,0
723.533763020711,28.2007955939595,6.23321111781605,15682.5489942685,103565.510070741,Spain,Male,2,0,1,0
691.288965854239,33.0847562572603,5.68886352021625,43770.5403885453,101476.536638589,Spain,Male,2,0,1,0
660.393616778479,37.7643226625301,5.16729692578023,70683.0464428691,99474.9869602614,Spain,Male,2,0,1,0
738.660392285867,25.9096395380557,6.48857461902709,2505.95400964015,104545.486049184,Spain,Male,2,0,1,0
661.918805285339,37.533309868957,5.19304472922616,69354.4760867223,99573.7960255939,Germany,Female,4,1,0,1
685.641532258622,33.9401452177553,5.59352513447584,48689.94073132,101110.668660566,Spain,Male,2,0,1,0
688.108125427624,33.5665424951958,5.63516546667796,46541.3259533632,101270.466458994,Spain,Male,2,0,1,0
613.514875010777,44.8648148615184,4.37590319090868,111518.462108466,96437.9560377276,Spain,Male,2,0,1,0
674.084214442524,35.6906752426667,5.39841774535472,58757.3584819586,100361.929887606,Spain,Male,2,0,1,0
661.368098746235,37.6167226769248,5.18374785630752,69834.1888432106,99538.1186007007,Spain,Male,2,0,1,0
699.618921898227,31.8230588294296,5.82948749552758,36514.4322955001,102016.191354885,Spain,Male,2,0,1,0
636.621996466222,41.3648929470504,4.76599111693221,91390.1721013599,97934.9467790465,Germany,Female,4,1,0,1
676.031130376019,35.3957854722379,5.43128503261521,57061.4272685273,100488.060489039,Germany,Female,4,1,0,1
649.087046093777,39.476873254051,4.97642257921404,80532.0418777329,98742.4927954775,Germany,Female,4,1,0,1
637.928749527378,41.166965494929,4.78805135461408,90251.877803936,98019.6045429966,Germany,Female,4,1,0,1
702.078501485297,31.4505184195926,5.87100942641196,34371.9269505758,102175.534779659,Germany,Female,4,1,0,1
554.701454356442,53.7729941087616,3.38303156344804,162750.009470302,92627.7390725985,Germany,Female,4,1,0,1
688.454757210389,33.514039885769,5.64101720695178,46239.3798601366,101292.922937203,Germany,Female,4,1,0,1
667.793649622404,36.6434761231558,5.29222219914926,64236.9814307542,99954.3967679336,Spain,Male,2,0,1,0
548.101667052871,54.7726313963023,3.27161581023921,168498.991795411,92200.1730294991,Germany,Female,4,1,0,1
608.087523692399,45.6868690430976,4.28428017227914,116246.151860623,96086.3460507734,Germany,Female,4,1,0,1
709.357503310782,30.3480038526619,5.99389148816507,28031.2903642271,102647.103614393,Spain,Male,2,0,1,0
631.462175898679,42.1464255630402,4.67888447720092,95884.8195618151,97600.6687240593,Spain,Male,2,0,1,0
695.936919203218,32.3807536485892,5.76732896151551,39721.7732961954,101777.653467136,Germany,Female,4,1,0,1
647.676951092648,39.6904534009962,4.95261775196425,81760.3558923118,98651.1400423818,Spain,Male,2,0,1,0
654.785338409505,38.6137809736337,5.07261954756443,75568.3392158762,99111.6556466107,Germany,Female,4,1,0,1
687.400589110188,33.6737095375057,5.62322103754658,47157.6509341863,101224.628844889,Spain,Male,2,0,1,0
649.305840942563,39.4437334755842,4.98011621231984,80341.452748017,98756.6673807244,Germany,Female,4,1,0,1
639.675067126229,40.9024593665641,4.81753219720313,88730.684991497,98132.7394171055,Germany,Female,4,1,0,1
694.643414978305,32.5766743647182,5.74549238696113,40848.526717848,101693.854026678,Germany,Female,4,1,0,1
716.696791247466,29.2363580452981,6.11779128309328,21638.139390399,103122.578074086,Spain,Male,2,0,1,0
606.557607550621,45.9185979082542,4.25845255823009,117578.840393361,95987.2307064562,Spain,Male,2,0,1,0
643.5845911595,40.3103030105433,4.8835316824622,85325.1533382718,98386.0172341653,Spain,Male,2,0,1,0
661.112938990877,37.6553704687404,5.17944032107583,70056.4549339436,99521.5881214688,Spain,Male,2,0,1,0
