CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
502,42,8,159660.8,113931.57,Germany,Female,3,1,0,1
699,39,1,-1.45519152283669e-11,93826.63,France,Female,2,0,0,0
822,50,7,0,10062.8000000001,France,Male,4,1,1,0
376,29,4,115046.74,119346.88,Germany,Female,4,1,1,1
528,31,6,102016.72,80181.1199999999,France,Female,2,0,0,0
497,24,3,-7.27595761418343e-11,76390.0099999999,Spain,Male,2,1,0,0
549,25,5,-7.27595761418343e-11,190857.79,France,Female,2,0,0,0
635,35,7,-5.82076609134674e-11,65951.65,Spain,Female,2,0,1,0
616,45,3,143129.41,64327.26,Spain,Male,4,0,1,0
549,24,9,-8.73114913702011e-11,14406.41,Spain,Female,2,0,1,0
726,24,6,-7.27595761418343e-11,54724.03,France,Female,4,1,1,0
571,44,9,-2.91038304567337e-11,38433.35,France,Female,2,0,0,0
574,43,3,141349.43,100187.43,Germany,Male,4,1,1,1
591,39,3,-1.45519152283669e-11,140469.38,Germany,Female,3,1,0,1
556,61,2,117419.35,94153.8299999999,France,Female,4,0,1,0
834,49,2,131394.56,194365.76,France,Female,4,0,0,1
829,27,9,112045.67,119708.21,Germany,Female,4,1,1,1
637,39,9,137843.8,117622.8,Germany,Female,4,1,1,1
585,36,5,146050.97,86424.57,Spain,Male,3,0,1,0
656,45,5,127864.4,87107.57,France,Male,1,1,0,0
511,66,4,1.01863406598568e-10,1643.10999999993,Germany,Female,3,0,0,1
742,35,5,136857,84509.57,Spain,Male,1,0,1,1
687,27,9,152328.88,126494.82,Spain,Female,3,0,0,1
555,33,1,56084.69,178798.13,Spain,Female,3,0,1,0
603,26,4,109166.37,92840.67,Germany,Male,4,1,1,1
675,21,8,98373.2599999999,18203,France,Female,1,1,0,1
813,29,6,-8.73114913702011e-11,33953.8700000001,France,Male,1,1,0,0
519,36,9,-4.36557456851006e-11,145562.4,Spain,Male,4,0,1,0
735,21,0.999999999999997,178718.19,22388,France,Female,2,1,0,0
664,55,8,1.45519152283669e-11,139161.64,France,Male,4,1,1,0
678,32,9,-5.82076609134674e-11,148210.64,France,Female,4,0,1,0
757,33,5,77253.22,194239.63,Spain,Male,1,0,1,0
543,36,3,-2.91038304567337e-11,26019.5899999999,France,Female,2,0,0,0
729,30,9,-8.73114913702011e-11,151869.35,France,Male,2,1,0,0
646,46,4,1.45519152283669e-11,93251.42,Germany,Female,3,1,0,1
524,36,10,-4.36557456851006e-11,109614.57,France,Female,2,1,0,0
730,42,4,-1.45519152283669e-11,85982.47,Spain,Male,2,0,1,0
515,35,10,176273.95,121277.78,Spain,Male,1,0,1,0
773,41,9,102827.44,64595.2500000001,Spain,Male,1,0,1,0
413,34,9,-5.82076609134674e-11,6534.17999999991,France,Female,2,0,0,0
738,31,9,82674.1499999999,41970.7200000001,France,Male,1,1,0,0
479,35,9,92833.89,99449.86,Germany,Male,3,1,0,1
721,28,9,154475.54,101300.94,Germany,Male,4,0,1,1
524,31,8,107818.63,199725.39,Germany,Female,3,1,0,1
684,48,10,126384.42,198129.36,Germany,Male,4,1,1,1
625,28,3,-5.82076609134674e-11,183646.41,France,Female,1,0,0,1
625,56,-2.66453525910038e-15,148507.24,46824.0799999999,Germany,Male,3,1,0,1
795,33,9,130862.43,114935.21,Germany,Male,4,1,1,1
789,39,7,124828.46,124411.08,Germany,Male,4,1,1,0
584,48,2,213146.2,75161.2499999999,Germany,Female,3,0,0,1
579,35,0.999999999999997,129490.36,8590.82999999989,Spain,Female,3,0,1,1
663,34,7,-5.82076609134674e-11,180427.24,France,Male,4,1,1,0
682,43,5,125851.93,193318.33,France,Female,4,0,1,0
691,31,5,40915.55,126213.84,France,Female,4,1,0,1
485,21,5,113157.22,54141.4999999999,Spain,Male,3,0,1,0
706,57,7,4.36557456851006e-11,17941.16,Germany,Male,3,1,0,1
586,28,2,-5.82076609134674e-11,92067.3499999999,Spain,Female,2,0,1,0
800,49,7,108007.36,47125.1100000001,France,Female,1,0,0,1
683,29,-8.88178419700125e-16,133702.89,55582.5399999999,Germany,Male,3,1,0,1
704,24,7,113034.22,162503.48,Germany,Female,3,1,0,1
682,24,9,57929.8099999999,53134.3,Spain,Male,3,0,1,0
606,36,5,190479.48,179351.89,Spain,Male,3,0,1,0
850,45,2,122311.21,19482.5,Spain,Male,3,0,1,0
636,42,2,0,55470.78,France,Male,4,1,1,0
525,37,1.77635683940025e-15,1.45519152283669e-11,131521.72,Spain,Female,1,0,1,0
616,30,5,-5.82076609134674e-11,196108.51,Spain,Male,2,0,1,0
687,34,7,111388.18,148564.76,Germany,Female,3,1,0,1
512,36,3,84327.77,17675.3599999999,France,Female,2,1,0,0
479,40,1,1.45519152283669e-11,114996.43,France,Female,2,0,0,0
807,35,3,174790.15,600.360000000001,France,Male,1,1,1,0
616,32,6,-4.36557456851006e-11,43001.46,Spain,Female,2,0,1,0
516,50,5,2.91038304567337e-11,146145.93,Spain,Male,3,0,1,1
711,38,2,129022.06,14374.86,Germany,Female,4,1,0,1
608,41,3,89763.84,199304.74,Spain,Female,3,0,0,1
643,45,5,0,142513.5,Germany,Male,1,1,0,1
726,31,9,114722.05,98178.5700000001,France,Female,4,1,1,0
567,42,2,1.45519152283669e-11,167984.61,France,Male,4,1,1,0
594,29,3,130830.22,61048.5299999999,Germany,Female,3,1,0,1
610,40,0,0,62232.5999999999,France,Male,2,1,0,0
512,37,1,0,156105.03,France,Female,4,0,1,0
767,20,3,119714.25,150135.38,Spain,Male,4,0,1,0
585,67,5,113978.97,93146.11,France,Female,4,0,1,0
539,43,3,116220.5,55803.9599999999,Germany,Female,3,1,0,1
668,46,2,1.45519152283669e-11,89048.46,Germany,Female,3,1,0,1
703,28,2,81173.83,162812.16,Spain,Male,4,0,1,0
725,39,5,116803.8,124052.97,Germany,Female,3,1,0,1
703,37,8,105961.68,74158.8000000001,Spain,Male,4,0,1,0
772,26,7,152400.51,79414.0000000001,Germany,Male,3,1,0,0
634,24,8,103097.85,157577.29,Germany,Male,4,1,1,1
681,79,1.77635683940025e-15,1.45519152283669e-10,170968.99,France,Female,4,0,1,0
544,37,2,79731.91,57558.9499999999,Germany,Male,4,1,1,1
696,28,8,-7.27595761418343e-11,176713.47,Spain,Male,1,0,0,0
693,30,6,127992.25,50457.2,France,Female,4,0,1,0
557,32,6,184686.41,14956.44,France,Female,2,1,0,0
531,36,9,99240.51,123137.01,Spain,Female,3,0,0,1
651,36,7,-4.36557456851006e-11,13898.31,France,Male,2,1,0,0
791,35,7,52436.2,161051.75,Germany,Female,3,1,0,1
706,37,7,-4.36557456851006e-11,110899.3,Spain,Female,2,0,1,0
777,53,10,0,189992.97,France,Female,2,1,0,0
714,46,1,1.45519152283669e-11,152167.79,Germany,Male,1,1,0,1
782,39,8,-2.91038304567337e-11,33949.6700000001,France,Male,4,1,1,0
775,29,10,-7.27595761418343e-11,68143.9300000001,Spain,Male,2,1,1,0
799,22,8,174185.98,192633.85,France,Female,4,0,1,0
703,42,9,63227,137316.32,Germany,Male,4,0,1,1
583,27,7,-7.27595761418343e-11,51285.49,France,Male,2,1,0,0
750,34,9,112822.26,150401.53,Spain,Female,3,0,0,1
773,25,2,135903.33,73656.38,France,Male,1,1,0,0
