CreditScore,Age,Tenure,Balance,EstimatedSalary,Geography,Gender,NumOfProducts,HasCrCard,IsActiveMember,Exited
699,39,1,0,93826.63,France,Female,2,0,0,0
850,43,2,125510.82,79084.1,Spain,Male,3,0,1,0
497,24,3,-1.01863406598568e-10,76390.01,Spain,Male,3,1,0,0
587,45,6,-1.45519152283669e-11,158684.81,Spain,Male,1,0,1,0
732,41,8,-5.82076609134674e-11,170886.17,France,Male,4,1,1,0
636,32,8,-1.01863406598568e-10,138555.46,Spain,Female,3,1,0,0
571,44,9.00000000000001,-1.01863406598568e-10,38433.3499999999,France,Female,2,0,0,0
411,29,-4.44089209850063e-15,59697.17,53483.2100000001,France,Male,4,1,1,0
591,39,3,-1.45519152283669e-11,140469.38,Germany,Female,3,1,0,1
582,41,6,70349.48,178074.04,Spain,Male,4,0,1,0
556,61,2,117419.35,94153.83,France,Male,4,0,1,0
834,49,2,131394.56,194365.76,France,Female,3,0,0,1
776,32,4,109421.13,126517.46,Spain,Female,4,1,1,0
829,27,9,112045.67,119708.21,Germany,Female,4,1,0,1
637,39,9,137843.8,117622.8,Germany,Female,4,1,0,1
776,37,2,103769.22,194099.12,Germany,Female,4,1,0,1
788,33,5,-4.36557456851006e-11,116978.19,France,Female,2,0,0,0
511,66,4.00000000000001,-1.45519152283669e-11,1643.10999999999,Germany,Female,3,0,0,1
614,51,4,40685.92,46775.28,France,Male,1,1,1,0
603,26,4,109166.37,92840.67,Germany,Male,4,1,1,1
519,36,9,-1.01863406598568e-10,145562.4,Spain,Male,2,0,1,0
664,55,8.00000000000001,-2.91038304567337e-11,139161.64,France,Male,4,1,1,0
777,32,2,-1.45519152283669e-11,136458.19,France,Female,3,1,0,1
543,36,3,-5.82076609134674e-11,26019.59,France,Female,2,0,0,0
750,22,2.99999999999999,121681.82,128643.35,Germany,Male,3,1,0,1
635,28,3,81623.67,156791.36,Spain,Female,4,1,1,0
814,29,8,97086.4,197276.13,Spain,Male,4,1,1,0
710,22,8,-1.30967237055302e-10,99645.04,Spain,Female,2,0,1,0
413,34,9,-1.74622982740402e-10,6534.17999999999,France,Female,2,0,0,0
665,40,6,-2.91038304567337e-11,161848.03,France,Male,4,0,1,0
623,44,6,-1.45519152283669e-11,167162.43,France,Female,2,0,0,0
738,31,9,82674.1499999999,41970.72,France,Male,1,1,0,0
528,36,7,-1.01863406598568e-10,60536.56,Spain,Male,3,1,0,0
622,46,4,107073.27,30984.59,Spain,Female,4,0,1,1
668,37,6,167864.4,115638.29,Germany,Female,3,1,0,1
506,41,1,-2.91038304567337e-11,31766.3,France,Female,2,1,0,0
524,31,8,107818.63,199725.39,Germany,Female,3,1,0,1
656,39,6,-4.36557456851006e-11,141069.88,France,Female,2,1,0,0
684,48,10,126384.42,198129.36,Germany,Male,4,1,1,1
432,42,9,152603.45,110265.24,Germany,Male,3,1,0,1
549,52,1,0,8636.04999999999,France,Female,4,0,1,1
625,56,-1.77635683940025e-15,148507.24,46824.0800000001,Germany,Male,3,1,0,1
770,24,9,101827.07,167256.35,France,Male,1,1,0,0
